tr|A0A1S3K0U5|A0A1S3K0U5_LINUN	ZZ|zf-TAZ|Creb_binding|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|SAM|SAM_1|TMhelix|TMhelix	ZZ(47-67)|zf-TAZ(90-149)|Creb_binding(304-383)|Glyco_tranf_GTA_type(489-677)|TMhelix(699-721)|TMhelix(728-750)|TMhelix(765-787)|TMhelix(824-841)|TMhelix(851-873)|SAM(1010-1067)|SAM_1(1081-1140)|TMhelix(1207-1226)|TMhelix(1241-1263)
tr|M3B7B9|M3B7B9_SPHMS	TMhelix|TRAM_LAG1_CLN8|TMhelix|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(115-137)|TRAM_LAG1_CLN8(113-214)|TMhelix(158-180)|TMhelix(202-224)|Glyco_tranf_GTA_type(244-288)|Glyco_tranf_GTA_type(290-518)|TMhelix(543-565)|TMhelix(575-597)|TMhelix(604-626)
tr|A0A2I0RPQ9|A0A2I0RPQ9_9PEZI	TMhelix|TRAM_LAG1_CLN8|TMhelix|TMhelix|GT-A|GT-A|TMhelix|TMhelix|PHA03307	TMhelix(28-50)|TRAM_LAG1_CLN8(32-124)|TMhelix(70-92)|TMhelix(112-134)|BcsA(102-546)|Glyco_tranf_GTA_type(259-428)|TMhelix(488-507)|TMhelix(514-536)|PHA03307(695-864)
tr|A0A0U5CRP4|A0A0U5CRP4_9EURO	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(58-80)|Virul_fac_BrkB(26-126)|TMhelix(102-124)|Glyco_tranf_GTA_type(148-425)|TMhelix(444-466)|TMhelix(476-497)|TMhelix(504-526)
tr|A0A194VFM2|A0A194VFM2_9PEZI	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(10-32)|TMhelix(52-74)|Virul_fac_BrkB(7-132)|TMhelix(96-118)|Glyco_tranf_GTA_type(142-412)|TMhelix(437-459)|TMhelix(469-491)|TMhelix(498-520)
tr|A0A194VWF8|A0A194VWF8_9PEZI	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(10-32)|TMhelix(52-74)|Virul_fac_BrkB(7-132)|TMhelix(96-118)|Glyco_tranf_GTA_type(142-412)|TMhelix(437-459)|TMhelix(469-491)|TMhelix(498-520)
tr|A0A225BAG4|A0A225BAG4_9EURO	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|TMhelix|TMhelix	TMhelix(28-50)|TMhelix(63-85)|Virul_fac_BrkB(57-133)|TMhelix(105-127)|Glyco_tranf_GTA_type(151-428)|TMhelix(438-460)|TMhelix(470-489)
tr|A0A2J5HEA8|A0A2J5HEA8_9EURO	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|hmsR|TMhelix|TMhelix|TMhelix	TMhelix(5-27)|TMhelix(40-62)|Virul_fac_BrkB(7-120)|TMhelix(84-106)|Glyco_tranf_GTA_type(130-400)|hmsR(380-511)|TMhelix(438-455)|TMhelix(460-479)|TMhelix(486-508)
tr|A0A1W5D8J7|A0A1W5D8J7_9LECA	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(34-56)|TMhelix(69-91)|Virul_fac_BrkB(30-149)|TMhelix(113-135)|BcsA(103-533)|Glyco_tranf_GTA_type(240-429)|TMhelix(429-447)|TMhelix(462-479)|TMhelix(486-508)|TMhelix(518-540)
tr|A0A1Y1ZEV9|A0A1Y1ZEV9_9PLEO	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix|PHA03307	TMhelix(29-51)|TMhelix(71-93)|Virul_fac_BrkB(32-151)|TMhelix(115-137)|BcsA(105-535)|Glyco_tranf_GTA_type(242-431)|TMhelix(464-481)|TMhelix(491-510)|TMhelix(517-539)|PHA03307(550-850)
tr|V5HYG8|V5HYG8_BYSSN	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix|KAR9|HSPA4_like_NDB	TMhelix(20-42)|TMhelix(62-84)|Virul_fac_BrkB(17-142)|TMhelix(106-128)|BcsA(100-527)|Glyco_tranf_GTA_type(231-422)|TMhelix(455-472)|TMhelix(482-501)|TMhelix(508-530)|KAR9(611-804)|HSPA4_like_NDB(806-1166)
tr|A0A0J6YAJ1|A0A0J6YAJ1_COCIT	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(22-44)|TMhelix(65-87)|Virul_fac_BrkB(33-143)|TMhelix(107-129)|BcsA(101-534)|Glyco_tranf_GTA_type(232-423)|TMhelix(461-478)|TMhelix(483-502)|TMhelix(509-531)
tr|A0A151GRR7|A0A151GRR7_9HYPO	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(28-50)|TMhelix(71-93)|Virul_fac_BrkB(28-151)|TMhelix(115-137)|BcsA(107-535)|Glyco_tranf_GTA_type(242-431)|TMhelix(469-486)|TMhelix(491-510)|TMhelix(517-539)
tr|A0A175WEP9|A0A175WEP9_9PEZI	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(58-80)|Virul_fac_BrkB(11-136)|TMhelix(100-122)|BcsA(95-525)|Glyco_tranf_GTA_type(227-416)|TMhelix(441-463)|TMhelix(473-495)|TMhelix(502-524)
tr|A0A179HYC4|A0A179HYC4_9HYPO	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(13-35)|TMhelix(56-78)|Virul_fac_BrkB(16-134)|TMhelix(98-120)|BcsA(84-518)|Glyco_tranf_GTA_type(225-414)|TMhelix(450-467)|TMhelix(471-493)|TMhelix(500-522)
tr|A0A179U977|A0A179U977_BLAGS	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(24-46)|TMhelix(59-81)|Virul_fac_BrkB(14-139)|TMhelix(103-125)|BcsA(101-530)|Glyco_tranf_GTA_type(228-419)|TMhelix(452-469)|TMhelix(479-498)|TMhelix(505-527)
tr|A0A1E3B7B1|A0A1E3B7B1_9EURO	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(18-40)|TMhelix(60-82)|Virul_fac_BrkB(21-140)|TMhelix(104-126)|BcsA(93-525)|Glyco_tranf_GTA_type(229-420)|TMhelix(453-470)|TMhelix(480-499)|TMhelix(506-528)
tr|A0A1J9Q3G7|A0A1J9Q3G7_9EURO	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(20-42)|TMhelix(62-84)|Virul_fac_BrkB(17-142)|TMhelix(106-128)|BcsA(104-533)|Glyco_tranf_GTA_type(231-422)|TMhelix(455-472)|TMhelix(482-501)|TMhelix(508-530)
tr|C4JLB2|C4JLB2_UNCRE	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(22-44)|TMhelix(65-87)|Virul_fac_BrkB(33-143)|TMhelix(107-129)|BcsA(97-528)|Glyco_tranf_GTA_type(232-423)|TMhelix(461-478)|TMhelix(483-502)|TMhelix(509-531)
tr|C5GIR7|C5GIR7_AJEDR	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(24-46)|TMhelix(59-81)|Virul_fac_BrkB(14-139)|TMhelix(103-125)|BcsA(101-530)|Glyco_tranf_GTA_type(228-419)|TMhelix(452-469)|TMhelix(479-498)|TMhelix(505-527)
tr|E5R3H5|E5R3H5_ARTGP	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(58-80)|Virul_fac_BrkB(13-138)|TMhelix(102-124)|BcsA(95-523)|Glyco_tranf_GTA_type(227-418)|TMhelix(451-468)|TMhelix(478-497)|TMhelix(504-523)
tr|E9DI72|E9DI72_COCPS	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(22-44)|TMhelix(65-87)|Virul_fac_BrkB(33-143)|TMhelix(107-129)|BcsA(101-534)|Glyco_tranf_GTA_type(232-423)|TMhelix(461-478)|TMhelix(483-502)|TMhelix(509-531)
tr|G0S8H2|G0S8H2_CHATD	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(58-80)|Virul_fac_BrkB(11-136)|TMhelix(100-122)|BcsA(93-527)|Glyco_tranf_GTA_type(227-416)|TMhelix(441-463)|TMhelix(473-495)|TMhelix(502-524)
tr|G2Q592|G2Q592_MYCTT	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(57-79)|Virul_fac_BrkB(2-137)|TMhelix(101-123)|BcsA(91-528)|Glyco_tranf_GTA_type(228-417)|TMhelix(442-464)|TMhelix(474-496)|TMhelix(503-525)
tr|G2WS43|G2WS43_VERDV	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(58-80)|Virul_fac_BrkB(11-136)|TMhelix(100-122)|Glyco_tranf_GTA_type(142-187)|Glyco_tranf_GTA_type(186-416)|TMhelix(449-466)|TMhelix(476-495)|TMhelix(502-524)
tr|G2Y0E8|G2Y0E8_BOTF4	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(58-80)|Virul_fac_BrkB(11-136)|TMhelix(100-122)|BcsA(89-521)|Glyco_tranf_GTA_type(227-416)|TMhelix(449-466)|TMhelix(476-495)|TMhelix(502-524)
tr|J3K936|J3K936_COCIM	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(22-44)|TMhelix(65-87)|Virul_fac_BrkB(33-143)|TMhelix(107-129)|BcsA(101-534)|Glyco_tranf_GTA_type(232-423)|TMhelix(461-478)|TMhelix(483-502)|TMhelix(509-531)
tr|M7V429|M7V429_BOTF1	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(58-80)|Virul_fac_BrkB(11-136)|TMhelix(100-122)|BcsA(89-521)|Glyco_tranf_GTA_type(227-416)|TMhelix(449-466)|TMhelix(476-495)|TMhelix(502-524)
tr|R7YP01|R7YP01_CONA1	TMhelix|TMhelix|Virul_fac_BrkB|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(27-49)|TMhelix(69-91)|Virul_fac_BrkB(24-149)|TMhelix(113-135)|BcsA(103-538)|Glyco_tranf_GTA_type(259-429)|TMhelix(467-484)|TMhelix(489-508)|TMhelix(515-537)
tr|A0A139HAU0|A0A139HAU0_9PEZI	TMhelix|TMhelix|TRAM_LAG1_CLN8|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|PHA03247	TMhelix(27-49)|TMhelix(70-92)|TRAM_LAG1_CLN8(47-124)|TMhelix(112-134)|BcsA(102-539)|TMhelix(453-475)|TMhelix(485-507)|TMhelix(514-536)|PHA03247(739-831)
tr|A0A139HSK8|A0A139HSK8_9PEZI	TMhelix|TMhelix|TRAM_LAG1_CLN8|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|PHA03247	TMhelix(27-49)|TMhelix(70-92)|TRAM_LAG1_CLN8(47-124)|TMhelix(112-134)|BcsA(106-539)|TMhelix(453-475)|TMhelix(485-507)|TMhelix(514-536)|PHA03247(697-846)
tr|A0A2G5I1F9|A0A2G5I1F9_CERBT	TMhelix|TMhelix|TRAM_LAG1_CLN8|TMhelix|GT-A|TMhelix|TMhelix|PHA03307	TMhelix(25-47)|TMhelix(68-90)|TRAM_LAG1_CLN8(46-124)|TMhelix(110-132)|BcsA(101-546)|TMhelix(487-509)|TMhelix(514-536)|PHA03307(545-865)
tr|A0A232FEL1|A0A232FEL1_9HYME	TMhelix|TMhelix|TMhelix|UCR_Fe-S_N|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(32-54)|TMhelix(66-88)|TMhelix(98-117)|UCR_Fe-S_N(117-158)|TMhelix(130-152)|TMhelix(157-174)|TMhelix(202-224)|TMhelix(282-304)|TMhelix(311-333)|Chitin_synth_C(473-794)|TMhelix(824-846)|TMhelix(853-875)|TMhelix(880-902)|TMhelix(907-929)|TMhelix(939-961)|TMhelix(1180-1199)|TMhelix(1239-1256)|TMhelix(1296-1318)
tr|K7ILU4|K7ILU4_NASVI	TMhelix|TMhelix|TMhelix|TMhelix|UCR_Fe-S_N|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(80-102)|TMhelix(136-158)|TMhelix(170-192)|TMhelix(202-221)|UCR_Fe-S_N(221-262)|TMhelix(234-256)|TMhelix(261-278)|TMhelix(306-328)|TMhelix(386-408)|TMhelix(415-437)|TMhelix(472-491)|Chitin_synth_C(577-898)|TMhelix(925-947)|TMhelix(957-974)|TMhelix(981-1000)|TMhelix(1010-1032)|TMhelix(1037-1059)|TMhelix(1284-1301)|TMhelix(1341-1363)
tr|T1KAF2|T1KAF2_TETUR	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(57-79)|TMhelix(133-155)|TMhelix(170-192)|TMhelix(197-219)|TMhelix(229-251)|TMhelix(258-277)|TMhelix(307-329)|TMhelix(369-391)|TMhelix(401-423)|TMhelix(430-452)|TMhelix(457-479)|TMhelix(492-509)|Chitin_synth_C(558-877)|TMhelix(907-929)|TMhelix(936-954)|TMhelix(960-982)|TMhelix(989-1011)|TMhelix(1021-1043)|TMhelix(1248-1267)|TMhelix(1308-1327)
tr|A0A2D0QHB6|A0A2D0QHB6_ICTPU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(34-56)|TMhelix(80-102)|TMhelix(115-137)|TMhelix(147-169)|TMhelix(176-198)|TMhelix(203-225)|TMhelix(246-268)|TMhelix(288-308)|TMhelix(321-343)|TMhelix(358-380)|TMhelix(401-423)|Glyco_tranf_GTA_type(476-804)|TMhelix(826-848)|TMhelix(860-882)|TMhelix(892-914)|TMhelix(921-943)|TMhelix(947-969)|TMhelix(1119-1141)|TMhelix(1161-1183)
tr|H9U0G2|H9U0G2_TETUR	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(41-63)|TMhelix(103-125)|TMhelix(138-160)|TMhelix(170-187)|TMhelix(200-219)|TMhelix(224-246)|TMhelix(271-293)|TMhelix(349-371)|TMhelix(378-400)|TMhelix(434-456)|TMhelix(469-486)|Chitin_synth_C(543-865)|TMhelix(895-917)|TMhelix(924-941)|TMhelix(946-968)|TMhelix(977-999)|TMhelix(1014-1036)|TMhelix(1247-1269)|TMhelix(1307-1329)
tr|A0A044R3Z5|A0A044R3Z5_ONCVO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(100-122)|TMhelix(160-182)|TMhelix(189-211)|TMhelix(221-240)|TMhelix(247-269)|TMhelix(279-301)|TMhelix(328-350)|TMhelix(528-550)|TMhelix(563-585)|TMhelix(616-635)|TMhelix(866-883)|Chitin_synth_C(734-1061)|BcsA(894-1254)|TMhelix(1089-1111)|TMhelix(1118-1140)|TMhelix(1145-1167)|TMhelix(1174-1196)|TMhelix(1206-1228)|TMhelix(1426-1445)|TMhelix(1487-1509)
tr|A0A2D0QGH8|A0A2D0QGH8_ICTPU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(34-56)|TMhelix(80-102)|TMhelix(115-137)|TMhelix(147-169)|TMhelix(176-198)|TMhelix(203-225)|TMhelix(246-268)|TMhelix(288-306)|TMhelix(319-341)|TMhelix(356-378)|TMhelix(399-421)|Chitin_synth_C(474-802)|BcsA(645-981)|TMhelix(825-847)|TMhelix(860-882)|TMhelix(888-910)|TMhelix(923-940)|TMhelix(945-967)|TMhelix(1115-1137)|TMhelix(1157-1179)
tr|E0VBW0|E0VBW0_PEDHC	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(97-119)|TMhelix(149-168)|TMhelix(188-210)|TMhelix(220-242)|TMhelix(249-271)|TMhelix(276-295)|TMhelix(324-346)|TMhelix(403-425)|TMhelix(432-451)|TMhelix(489-508)|TMhelix(521-538)|Chitin_synth_C(561-886)|BcsA(729-1061)|TMhelix(909-931)|TMhelix(943-965)|TMhelix(969-991)|TMhelix(998-1020)|TMhelix(1035-1057)|TMhelix(1271-1290)|TMhelix(1328-1350)
tr|A0A1S3Q8F8|A0A1S3Q8F8_SALSA	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|SecA2_Bac_anthr|TMhelix|TMhelix	TMhelix(45-67)|TMhelix(82-101)|TMhelix(122-144)|TMhelix(149-171)|TMhelix(178-200)|TMhelix(215-237)|TMhelix(258-280)|TMhelix(311-333)|TMhelix(342-364)|TMhelix(418-440)|TMhelix(620-637)|Glyco_tranf_GTA_type(498-839)|Chitin_synth_2(682-1024)|TMhelix(861-883)|TMhelix(890-912)|TMhelix(922-944)|TMhelix(951-973)|TMhelix(983-1005)|SecA2_Bac_anthr(1194-1337)|TMhelix(1325-1347)|TMhelix(1376-1398)
tr|A0A088AEF9|A0A088AEF9_APIME	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(138-160)|TMhelix(194-216)|TMhelix(229-251)|TMhelix(262-279)|TMhelix(291-313)|TMhelix(318-335)|TMhelix(363-385)|TMhelix(443-465)|TMhelix(472-494)|TMhelix(529-548)|Chitin_synth_C(634-955)|TMhelix(982-1004)|TMhelix(1014-1031)|TMhelix(1038-1057)|TMhelix(1067-1089)|TMhelix(1101-1120)|TMhelix(1140-1162)|TMhelix(1169-1191)|TMhelix(1196-1218)|TMhelix(1442-1461)|TMhelix(1502-1519)|TMhelix(1558-1580)
tr|A0A151IE95|A0A151IE95_9HYME	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(81-103)|TMhelix(137-159)|TMhelix(172-194)|TMhelix(205-222)|TMhelix(234-253)|TMhelix(263-282)|TMhelix(306-328)|TMhelix(386-408)|TMhelix(415-437)|TMhelix(472-491)|Chitin_synth_C(577-898)|TMhelix(925-947)|TMhelix(957-974)|TMhelix(981-1000)|TMhelix(1010-1032)|TMhelix(1044-1063)|TMhelix(1083-1105)|TMhelix(1118-1135)|TMhelix(1150-1172)|TMhelix(1385-1404)|TMhelix(1444-1461)|TMhelix(1501-1523)
tr|A0A151JWD4|A0A151JWD4_9HYME	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(82-104)|TMhelix(137-159)|TMhelix(175-197)|TMhelix(202-221)|TMhelix(234-256)|TMhelix(266-283)|TMhelix(307-329)|TMhelix(387-409)|TMhelix(416-438)|TMhelix(473-492)|Chitin_synth_C(578-899)|TMhelix(926-948)|TMhelix(958-975)|TMhelix(982-1001)|TMhelix(1011-1033)|TMhelix(1045-1064)|TMhelix(1084-1106)|TMhelix(1119-1136)|TMhelix(1146-1168)|TMhelix(1386-1405)|TMhelix(1445-1462)|TMhelix(1502-1524)
tr|E2C2T3|E2C2T3_HARSA	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(79-101)|TMhelix(135-154)|TMhelix(171-193)|TMhelix(203-220)|TMhelix(233-252)|TMhelix(262-281)|TMhelix(305-327)|TMhelix(386-405)|TMhelix(417-439)|TMhelix(473-492)|Chitin_synth_C(578-899)|TMhelix(926-948)|TMhelix(958-975)|TMhelix(982-1001)|TMhelix(1011-1033)|TMhelix(1045-1064)|TMhelix(1084-1106)|TMhelix(1113-1135)|TMhelix(1145-1167)|TMhelix(1388-1407)|TMhelix(1447-1464)|TMhelix(1504-1526)
