tr|A0A2H0FQ98|A0A2H0FQ98_9BACT	YgiQ|TPR_19|MT|TPR_19|GT-A	YgiQ(19-417)|TPR_19(407-464)|Methyltransf_11(621-697)|TPR_19(811-868)|Glyco_tranf_GTA_type(909-1145)
tr|E7RXR7|E7RXR7_9BURK	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|GT-A	TMhelix(26-43)|TMhelix(56-78)|TMhelix(83-100)|TMhelix(107-129)|TMhelix(144-166)|TMhelix(179-196)|TMhelix(200-217)|TMhelix(249-271)|RfaL(242-417)|TMhelix(346-368)|TMhelix(407-429)|Beta4Glucosyltransferase(522-749)
tr|G7Q4J4|G7Q4J4_9DELT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(31-48)|TMhelix(123-145)|TMhelix(167-189)|TMhelix(196-218)|TMhelix(272-294)|TMhelix(307-329)|TMhelix(334-351)|TMhelix(356-378)|Glyco_tranf_GTA_type(398-616)
tr|A0A0K0XTJ0|A0A0K0XTJ0_9GAMM	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(13-32)|TMhelix(36-55)|TMhelix(68-87)|TMhelix(97-115)|TMhelix(122-144)|TMhelix(154-176)|TMhelix(183-205)|RfaL(14-411)|TMhelix(209-226)|TMhelix(233-255)|TMhelix(336-358)|TMhelix(374-396)|TMhelix(400-417)|Beta4Glucosyltransferase(434-663)
tr|A0A1D9GRK7|A0A1D9GRK7_9ALTE	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(57-74)|TMhelix(84-101)|TMhelix(108-130)|TMhelix(150-172)|TMhelix(177-196)|TMhelix(200-217)|RfaL(36-394)|TMhelix(222-239)|TMhelix(319-341)|TMhelix(354-376)|TMhelix(380-402)|Beta4Glucosyltransferase(411-638)|TMhelix(607-629)|TMhelix(633-655)
tr|A0A2N5Y5N1|A0A2N5Y5N1_9GAMM	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|GT-A|TMhelix	TMhelix(64-83)|TMhelix(93-110)|TMhelix(117-139)|TMhelix(154-176)|TMhelix(183-202)|TMhelix(207-224)|TMhelix(229-246)|Wzy_C(254-329)|TMhelix(327-349)|TMhelix(362-384)|TMhelix(389-408)|Beta4Glucosyltransferase(420-646)|TMhelix(615-637)
tr|A0A2E7C7G0|A0A2E7C7G0_9GAMM	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(20-42)|TMhelix(62-81)|TMhelix(96-113)|TMhelix(118-140)|TMhelix(155-177)|TMhelix(184-203)|TMhelix(228-250)|RfaL(228-329)|TMhelix(327-349)|TMhelix(359-378)|TMhelix(383-405)|Beta4Glucosyltransferase(420-646)
tr|A0A2M9DIP2|A0A2M9DIP2_9DELT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(15-37)|TMhelix(50-72)|TMhelix(92-114)|TMhelix(123-145)|TMhelix(167-189)|TMhelix(206-228)|TMhelix(243-265)|glyco_like_mftF(307-514)
tr|A0A072MWG1|A0A072MWG1_9ALTE	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(15-37)|TMhelix(61-83)|TMhelix(93-110)|TMhelix(117-139)|TMhelix(159-180)|TMhelix(187-204)|RfaL(29-403)|TMhelix(209-226)|TMhelix(231-248)|TMhelix(328-350)|TMhelix(357-379)|TMhelix(389-411)|Beta4Glucosyltransferase(420-647)
tr|A0A1E7Q1C3|A0A1E7Q1C3_9ALTE	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(10-41)|TMhelix(61-78)|TMhelix(88-105)|TMhelix(112-134)|TMhelix(154-176)|TMhelix(183-200)|RfaL(10-404)|TMhelix(204-221)|TMhelix(228-250)|TMhelix(324-346)|TMhelix(358-380)|TMhelix(384-406)|Beta4Glucosyltransferase(416-643)
tr|A0A1I4YXA7|A0A1I4YXA7_9ALTE	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(20-42)|TMhelix(63-80)|TMhelix(95-112)|TMhelix(119-141)|TMhelix(156-178)|TMhelix(183-202)|RfaL(13-403)|TMhelix(206-223)|TMhelix(228-245)|TMhelix(325-347)|TMhelix(360-382)|TMhelix(387-409)|Beta4Glucosyltransferase(417-644)
tr|A0A1M6VYU9|A0A1M6VYU9_9ALTE	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(15-37)|TMhelix(58-80)|TMhelix(90-107)|TMhelix(114-136)|TMhelix(156-177)|TMhelix(184-201)|RfaL(11-400)|TMhelix(206-223)|TMhelix(228-245)|TMhelix(325-347)|TMhelix(354-376)|TMhelix(386-408)|Beta4Glucosyltransferase(417-644)
tr|A0A212UEQ1|A0A212UEQ1_9ALTE	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(15-37)|TMhelix(57-79)|TMhelix(94-111)|TMhelix(118-140)|TMhelix(155-176)|TMhelix(181-200)|RfaL(11-399)|TMhelix(205-222)|TMhelix(227-244)|TMhelix(324-346)|TMhelix(359-381)|TMhelix(386-408)|Beta4Glucosyltransferase(416-643)
tr|A0A137SAP7|A0A137SAP7_9ALTE	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(26-48)|TMhelix(63-80)|TMhelix(87-109)|TMhelix(124-145)|TMhelix(152-169)|TMhelix(174-191)|RfaL(9-368)|TMhelix(196-213)|TMhelix(293-315)|TMhelix(328-350)|TMhelix(355-377)|Beta4Glucosyltransferase(385-612)
tr|G2FJ34|G2FJ34_9GAMM	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|GT-A	TMhelix(20-42)|TMhelix(62-84)|TMhelix(117-139)|TMhelix(154-173)|TMhelix(180-197)|TMhelix(223-240)|Wzy_C(185-324)|TMhelix(319-341)|TMhelix(354-373)|Beta4Glucosyltransferase(408-634)
tr|A0A1I4EQK1|A0A1I4EQK1_9PROT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(13-32)|TMhelix(42-64)|TMhelix(73-92)|TMhelix(160-182)|TMhelix(202-224)|TMhelix(234-256)|PMT_2(142-355)|TMhelix(263-285)|TMhelix(314-333)|TMhelix(340-362)|TMhelix(366-388)|TMhelix(400-422)|Glyco_tranf_GTA_type(442-633)
tr|M1FGR5|M1FGR5_9ALTE	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix	TMhelix(58-80)|TMhelix(90-107)|TMhelix(114-136)|TMhelix(156-178)|TMhelix(185-202)|RfaL(4-409)|TMhelix(206-223)|TMhelix(228-245)|TMhelix(325-347)|TMhelix(360-382)|TMhelix(386-408)|Beta4Glucosyltransferase(417-644)|TMhelix(613-635)|TMhelix(639-661)
tr|A0A2G1UHL0|A0A2G1UHL0_9ALTE	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix	TMhelix(21-43)|TMhelix(58-77)|TMhelix(114-136)|TMhelix(156-176)|TMhelix(183-202)|RfaL(7-400)|TMhelix(206-223)|TMhelix(228-245)|TMhelix(325-347)|TMhelix(360-382)|TMhelix(387-409)|Beta4Glucosyltransferase(417-644)|TMhelix(613-635)
tr|A0A1I6I0U6|A0A1I6I0U6_9ALTE	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(63-81)|TMhelix(91-108)|TMhelix(115-137)|TMhelix(157-179)|TMhelix(186-205)|RfaL(15-403)|TMhelix(209-226)|TMhelix(231-248)|TMhelix(328-350)|TMhelix(362-384)|TMhelix(388-410)|Beta4Glucosyltransferase(420-647)
tr|A0A2G1VB02|A0A2G1VB02_9ALTE	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(58-80)|TMhelix(95-112)|TMhelix(119-141)|TMhelix(156-176)|TMhelix(183-202)|RfaL(2-400)|TMhelix(206-223)|TMhelix(228-245)|TMhelix(326-348)|TMhelix(355-377)|TMhelix(387-409)|Beta4Glucosyltransferase(417-644)
tr|A0A2S7U5Y7|A0A2S7U5Y7_9BACT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(39-56)|TMhelix(63-85)|TMhelix(157-174)|TMhelix(194-216)|TMhelix(223-245)|PMT_2(134-357)|TMhelix(255-271)|TMhelix(276-298)|TMhelix(313-335)|TMhelix(342-364)|TMhelix(374-393)|TMhelix(406-425)|glyco_like_mftF(446-650)
tr|A0A1H9QD70|A0A1H9QD70_9PROT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(33-55)|TMhelix(64-83)|TMhelix(151-173)|TMhelix(193-215)|TMhelix(225-247)|GT87(133-343)|TMhelix(254-273)|TMhelix(306-323)|TMhelix(335-357)|TMhelix(362-384)|TMhelix(391-413)|Glyco_tranf_GTA_type(433-642)
tr|C4XSV9|C4XSV9_DESMR	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(54-71)|TMhelix(83-102)|TMhelix(177-199)|TMhelix(206-228)|TMhelix(248-270)|PMT_2(208-330)|TMhelix(327-349)|TMhelix(356-378)|TMhelix(388-407)|TMhelix(414-433)|glyco_like_mftF(450-637)
tr|A0A2A5AH54|A0A2A5AH54_9BACT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(5-21)|TMhelix(31-49)|TMhelix(56-73)|TMhelix(148-170)|TMhelix(216-237)|PMT_2(125-392)|TMhelix(249-271)|TMhelix(296-318)|TMhelix(325-347)|glyco_like_mftF(421-648)
tr|A0A1H1LZN8|A0A1H1LZN8_9CELL	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(26-48)|TMhelix(55-77)|TMhelix(87-109)|TMhelix(116-138)|TMhelix(158-177)|Glyco_tranf_GTA_type(197-307)
tr|B9XIN3|B9XIN3_PEDPL	TMhelix|TMhelix|TMhelix|TMhelix|Lysyl_Transferase|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(13-32)|TMhelix(47-69)|TMhelix(76-98)|TMhelix(133-155)|LPG_synthase_TM(21-295)|TMhelix(162-184)|TMhelix(213-235)|TMhelix(248-270)|TMhelix(290-312)|glyco_like_mftF(328-547)
tr|A0A1H8E414|A0A1H8E414_9PROT	TMhelix|TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-29)|TMhelix(33-55)|TMhelix(64-81)|TMhelix(151-173)|PMT_2(134-250)|TMhelix(193-215)|TMhelix(225-247)|TMhelix(254-276)|TMhelix(305-327)|TMhelix(334-356)|TMhelix(361-383)|TMhelix(396-418)|Glyco_tranf_GTA_type(433-648)
tr|S7V595|S7V595_DESML	TMhelix|TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(20-39)|TMhelix(54-76)|TMhelix(89-106)|TMhelix(172-194)|PMT_2(156-271)|TMhelix(207-229)|TMhelix(249-271)|TMhelix(278-300)|TMhelix(325-347)|TMhelix(367-389)|TMhelix(399-421)|TMhelix(430-447)|Glyco_tranf_GTA_type(466-691)
tr|A0A0G1GAF5|A0A0G1GAF5_9BACT	TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix	TMhelix(75-97)|TMhelix(104-123)|TMhelix(129-148)|PMT_2(72-210)|TMhelix(161-183)|TMhelix(193-210)|TMhelix(215-237)|TMhelix(257-279)|TMhelix(286-305)|TMhelix(315-337)|Glyco_tranf_GTA_type(350-566)|TMhelix(534-556)
tr|A0A2H6APC1|A0A2H6APC1_9BACT	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-32)|TMhelix(57-79)|TMhelix(109-128)|CESA_like(158-326)|TMhelix(356-375)|TMhelix(395-417)
tr|M7D8P0|M7D8P0_9ALTE	TMhelix|TMhelix|PQQ_membr_DH|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix	TMhelix(20-42)|TMhelix(59-76)|PQQ_membr_DH(13-157)|TMhelix(86-108)|TMhelix(113-135)|TMhelix(139-158)|TMhelix(165-184)|TMhelix(188-206)|TMhelix(211-233)|TMhelix(243-262)|TMhelix(275-297)|TMhelix(302-319)|Beta4Glucosyltransferase(332-559)|TMhelix(528-550)|TMhelix(554-576)
tr|A0A2R7YUW0|A0A2R7YUW0_9ACTN	TMhelix|GT|GT-A|TMhelix|TMhelix	TMhelix(37-54)|Glyco_tranf_2_3(80-169)|HpnB(126-404)|TMhelix(330-352)|TMhelix(365-387)
tr|A0A0J5GXD8|A0A0J5GXD8_9BACI	TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(4-23)|glyco_like_mftF(41-223)|TMhelix(165-184)|TMhelix(270-292)|TMhelix(299-317)|TMhelix(327-349)
tr|A0A0P6VUQ6|A0A0P6VUQ6_9BACI	TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(6-28)|glyco_like_mftF(42-247)|TMhelix(164-183)|TMhelix(271-293)|TMhelix(300-319)|TMhelix(334-356)
tr|A0A1C0YL97|A0A1C0YL97_9BACL	TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(5-24)|Glyco_tranf_GTA_type(41-227)|TMhelix(168-186)|TMhelix(276-298)|TMhelix(305-323)|TMhelix(333-355)
tr|C8WUL2|C8WUL2_ALIAD	TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(5-23)|Glyco_tranf_GTA_type(53-238)|TMhelix(178-200)|TMhelix(248-270)|TMhelix(282-304)|TMhelix(338-360)
tr|X0RS39|X0RS39_9BACI	TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(6-28)|Glyco_tranf_GTA_type(49-248)|TMhelix(176-195)|TMhelix(285-307)|TMhelix(314-333)|TMhelix(343-365)
tr|A0A0C1XXC5|A0A0C1XXC5_9CYAN	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(5-27)|HpnB(36-396)|TMhelix(297-319)|TMhelix(331-353)|TMhelix(363-385)
tr|A0A0D6YIJ9|A0A0D6YIJ9_MASLA	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(5-27)|HpnB(37-282)|TMhelix(295-317)|TMhelix(330-352)|TMhelix(362-384)
tr|A0A0F5YI24|A0A0F5YI24_9CYAN	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(7-29)|Glycos_transf_2(56-228)|TMhelix(304-326)|TMhelix(333-355)|TMhelix(365-384)
tr|A0A0F7KCY6|A0A0F7KCY6_9PROT	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(5-24)|HpnB(5-369)|TMhelix(276-298)|TMhelix(303-325)|TMhelix(332-354)
tr|A0A0G9H5K6|A0A0G9H5K6_9GAMM	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(2-24)|HpnB(3-364)|TMhelix(272-294)|TMhelix(301-323)|TMhelix(327-349)
tr|A0A0M4SSF9|A0A0M4SSF9_9NOSO	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(5-27)|HpnB(53-282)|TMhelix(299-321)|TMhelix(328-350)|TMhelix(360-379)
tr|A0A0N8KAJ6|A0A0N8KAJ6_9BACT	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(5-27)|HpnB(15-391)|TMhelix(300-322)|TMhelix(329-348)|TMhelix(358-377)
tr|A0A0P1BYM0|A0A0P1BYM0_9CYAN	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|HpnB(58-393)|TMhelix(304-326)|TMhelix(331-353)|TMhelix(360-382)
tr|A0A0P9EMB4|A0A0P9EMB4_9GAMM	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(5-27)|HpnB(5-373)|TMhelix(281-303)|TMhelix(310-332)|TMhelix(337-359)
tr|A0A0S8JLG7|A0A0S8JLG7_9BACT	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(4-23)|Glyco_tranf_GTA_type(37-252)|TMhelix(273-295)|TMhelix(299-321)|TMhelix(323-345)
tr|A0A1E2WTY5|A0A1E2WTY5_9NOSO	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(7-29)|HpnB(37-408)|TMhelix(306-328)|TMhelix(341-363)|TMhelix(373-395)
tr|A0A1H3PXF7|A0A1H3PXF7_9PROT	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(5-24)|HpnB(2-370)|TMhelix(272-294)|TMhelix(304-326)|TMhelix(333-355)
tr|A0A1I3ARJ6|A0A1I3ARJ6_9LACT	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(4-26)|Glyco_tranf_GTA_type(39-236)|TMhelix(273-295)|TMhelix(300-322)|TMhelix(329-351)
tr|A0A1I4L3K6|A0A1I4L3K6_9PROT	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(2-21)|HpnB(6-370)|TMhelix(278-300)|TMhelix(307-329)|TMhelix(333-355)
tr|A0A1I5DZN6|A0A1I5DZN6_9CLOT	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(7-24)|Glyco_tranf_GTA_type(42-234)|TMhelix(272-294)|TMhelix(301-318)|TMhelix(328-350)
tr|A0A1M6GK68|A0A1M6GK68_9FIRM	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(5-22)|glyco_like_mftF(37-224)|TMhelix(266-288)|TMhelix(298-320)|TMhelix(327-346)
tr|A0A1Q8Z7X7|A0A1Q8Z7X7_9CYAN	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(13-35)|HpnB(19-289)|TMhelix(302-324)|TMhelix(331-353)|TMhelix(368-387)
tr|A0A1R1EII6|A0A1R1EII6_9BACL	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(4-22)|HpnB(43-360)|TMhelix(271-293)|TMhelix(297-316)|TMhelix(328-350)
tr|A0A1U7I343|A0A1U7I343_9NOSO	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(7-29)|HpnB(41-284)|TMhelix(297-319)|TMhelix(332-354)|TMhelix(369-391)
tr|A0A1Y2MPP8|A0A1Y2MPP8_PSEAH	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|HpnB(26-416)|TMhelix(309-331)|TMhelix(351-373)|TMhelix(383-405)
tr|A0A1Z4GYZ8|A0A1Z4GYZ8_9CYAN	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(20-42)|HpnB(63-410)|TMhelix(310-332)|TMhelix(339-361)|TMhelix(376-398)
tr|A0A218PWX9|A0A218PWX9_9CYAN	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(5-27)|HpnB(35-282)|TMhelix(298-320)|TMhelix(322-344)|TMhelix(354-376)
tr|A0A2A2TJC5|A0A2A2TJC5_9CYAN	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(15-33)|HpnB(41-396)|TMhelix(300-322)|TMhelix(327-349)|TMhelix(362-384)
tr|A0A2D0HGX7|A0A2D0HGX7_9NOSO	TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(7-29)|HpnB(37-396)|TMhelix(297-319)|TMhelix(331-353)|TMhelix(363-385)
