tr|H3ENF7|H3ENF7_PRIPA	TUDOR|GT-A|Lectin	TUDOR(65-179)|pp-GalNAc-T(479-725)|Ricin_B_lectin(747-856)
tr|A0A1J4MFW0|A0A1J4MFW0_9CRYT	TMhelix|TMhelix|TMhelix|GT-A|Lectin	TMhelix(17-34)|TMhelix(38-60)|TMhelix(123-145)|Glyco_tranf_GTA_type(275-570)|Ricin_B_lectin(585-671)
tr|A0A1Q9E0U8|A0A1Q9E0U8_SYMMI	TMhelix|TMhelix|TMhelix|GT-A|Lectin	TMhelix(35-57)|TMhelix(62-79)|TMhelix(86-108)|Glyco_tranf_GTA_type(127-405)|Ricin_B_lectin(1645-1725)
tr|A0A226E5C8|A0A226E5C8_FOLCA	TMhelix|TMhelix|TMhelix|GT-A|Lectin	TMhelix(13-35)|TMhelix(59-81)|TMhelix(121-143)|pp-GalNAc-T(312-605)|Ricin_B_lectin(615-734)
tr|B6ADL1|B6ADL1_CRYMR	TMhelix|TMhelix|TMhelix|GT-A|Lectin	TMhelix(13-35)|TMhelix(40-62)|TMhelix(83-105)|Glyco_tranf_GTA_type(262-556)|Ricin_B_lectin(627-711)
tr|C5K6A9|C5K6A9_PERM5	TMhelix|TMhelix|TMhelix|GT-A|Lectin	TMhelix(20-42)|TMhelix(47-69)|TMhelix(82-104)|Glyco_tranf_GTA_type(180-476)|RICIN(483-579)
tr|C5LKZ1|C5LKZ1_PERM5	TMhelix|TMhelix|TMhelix|GT-A|Lectin	TMhelix(21-43)|TMhelix(47-69)|TMhelix(82-101)|Glyco_tranf_GTA_type(176-421)|Ricin_B_lectin(460-558)
tr|Q5CX97|Q5CX97_CRYPI	TMhelix|TMhelix|TMhelix|GT-A|Lectin	TMhelix(13-35)|TMhelix(39-56)|TMhelix(123-145)|pp-GalNAc-T(275-570)|Ricin_B_lectin(580-696)
tr|A0A1B0AYM9|A0A1B0AYM9_9MUSC	TMhelix|TMhelix|Tetraspannin|TMhelix|tetraspanin_LEL|TMhelix|GT-A|Lectin	TMhelix(13-35)|TMhelix(48-70)|Tetraspannin(8-134)|TMhelix(75-97)|tetraspanin_LEL(95-177)|TMhelix(269-291)|pp-GalNAc-T(412-713)|Ricin_B_lectin(774-916)
tr|A0A1A9V2R5|A0A1A9V2R5_GLOAU	TMhelix|TMhelix|Tetraspannin|TMhelix|tetraspanin_LEL|GT-A|Lectin	TMhelix(13-35)|TMhelix(50-69)|Tetraspannin(8-134)|TMhelix(76-98)|tetraspanin_LEL(95-177)|pp-GalNAc-T(349-650)|Ricin_B_lectin(711-853)
tr|K7IVJ6|K7IVJ6_NASVI	TMhelix|TMhelix|MFS|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|Lectin	TMhelix(76-98)|TMhelix(113-135)|MFS(11-262)|TMhelix(142-164)|TMhelix(184-206)|TMhelix(213-235)|TMhelix(240-262)|pp-GalNAc-T(373-677)|Ricin_B_lectin(691-814)
tr|C5LH35|C5LH35_PERM5	TMhelix|TMhelix|GT-A|TMhelix|TMhelix	TMhelix(12-31)|TMhelix(41-60)|Glyco_tranf_GTA_type(93-393)|TMhelix(416-434)|TMhelix(454-471)
tr|A0A016VGR0|A0A016VGR0_9BILA	TMhelix|TMhelix|GT-A|Lectin	TMhelix(7-29)|TMhelix(76-95)|pp-GalNAc-T(186-487)|Ricin_B_lectin(513-624)
tr|A0A0H5SQV4|A0A0H5SQV4_BRUMA	TMhelix|TMhelix|GT-A|Lectin	TMhelix(10-29)|TMhelix(42-59)|pp-GalNAc-T(180-477)|Ricin_B_lectin(495-618)
tr|A0A1J4MIE6|A0A1J4MIE6_9CRYT	TMhelix|TMhelix|GT-A|Lectin	TMhelix(15-48)|TMhelix(79-101)|Glyco_tranf_GTA_type(150-440)|Ricin_B_lectin(450-547)
tr|A0A2I3T626|A0A2I3T626_PANTR	TMhelix|TMhelix|GT-A|Lectin	TMhelix(28-50)|TMhelix(78-100)|pp-GalNAc-T(204-499)|Ricin_B_lectin(517-643)
tr|A0A2K6CQY6|A0A2K6CQY6_MACNE	TMhelix|TMhelix|GT-A|Lectin	TMhelix(15-37)|TMhelix(68-85)|pp-GalNAc-T(203-498)|Ricin_B_lectin(516-646)
tr|B4Q9L0|B4Q9L0_DROSI	TMhelix|TMhelix|GT-A|Lectin	TMhelix(4-21)|TMhelix(41-63)|pp-GalNAc-T(211-510)|Ricin_B_lectin(528-656)
tr|F4WQT7|F4WQT7_ACREC	TMhelix|TMhelix|GT-A|Lectin	TMhelix(5-24)|TMhelix(45-67)|pp-GalNAc-T(168-475)|Ricin_B_lectin(492-605)
tr|U3K814|U3K814_FICAL	TMhelix|TMhelix|GT-A|Lectin	TMhelix(37-56)|TMhelix(69-91)|pp-GalNAc-T(217-518)|RICIN(531-658)
tr|A0A1J1I8E2|A0A1J1I8E2_9DIPT	TMhelix|TMhelix|GT-A|GT-A|Lectin	TMhelix(15-33)|TMhelix(145-167)|Glyco_tranf_GTA_type(149-224)|Glyco_tranf_GTA_type(317-617)|Ricin_B_lectin(638-766)
tr|A0A1A9VTT3|A0A1A9VTT3_GLOAU	TMhelix|TMhelix|GT-A	TMhelix(20-42)|TMhelix(69-91)|Glyco_tranf_GTA_type(54-281)
tr|A0A1I7XSB1|A0A1I7XSB1_HETBA	TMhelix|TMhelix|GT-A	TMhelix(5-27)|TMhelix(39-58)|pp-GalNAc-T(147-447)
tr|A0A182IUW7|A0A182IUW7_9DIPT	TMhelix|RNA_polI_A34|GT-A|Lectin	TMhelix(9-31)|RNA_polI_A34(125-190)|pp-GalNAc-T(237-496)|Ricin_B_lectin(509-626)
tr|A0A068YH42|A0A068YH42_ECHMU	TMhelix|PRK14971|GT-A|Lectin	TMhelix(12-31)|PRK14971(70-219)|pp-GalNAc-T(240-544)|Ricin_B_lectin(557-669)
tr|C3YBV8|C3YBV8_BRAFL	TMhelix|PRK13928|GT-A|Lectin	TMhelix(7-29)|PRK13928(104-177)|pp-GalNAc-T(144-441)|Ricin_B_lectin(470-590)
tr|A0A1S3IWU1|A0A1S3IWU1_LINUN	TMhelix|PRK07764|GT-A|Lectin	TMhelix(31-48)|PRK07764(51-422)|Glyco_tranf_GTA_type(576-875)|RICIN(934-1032)
tr|U6P632|U6P632_HAECO	TMhelix|predic_Ig_block|GT-A|Lectin	TMhelix(9-31)|predic_Ig_block(33-153)|pp-GalNAc-T(175-473)|Ricin_B_lectin(486-522)
tr|G1RB54|G1RB54_NOMLE	TMhelix|GT-A|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(157-326)|TMhelix(397-419)
tr|A0A1Q9EAT8|A0A1Q9EAT8_SYMMI	TMhelix|GT-A|PKc_like	TMhelix(21-43)|Glyco_tranf_GTA_type(112-411)|PKc_like(716-979)
tr|A0A182FJ66|A0A182FJ66_ANOAL	TMhelix|GT-A|Lectin|WD40	TMhelix(12-34)|pp-GalNAc-T(150-457)|Ricin_B_lectin(474-587)|WD40(603-890)
tr|A0A1J1HZ59|A0A1J1HZ59_9DIPT	TMhelix|GT-A|Lectin|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|2a30	TMhelix(12-29)|pp-GalNAc-T(136-443)|Ricin_B_lectin(460-573)|TMhelix(721-743)|TMhelix(758-780)|TMhelix(812-834)|TMhelix(838-857)|TMhelix(908-927)|TMhelix(942-964)|TMhelix(977-999)|TMhelix(1038-1060)|TMhelix(1067-1089)|2a30(622-1541)
tr|A0A1Q9C6X5|A0A1Q9C6X5_SYMMI	TMhelix|GT-A|Lectin|TMhelix|TMhelix|CAP_GLY|NIP100	TMhelix(88-110)|Glyco_tranf_GTA_type(208-488)|Ricin_B_lectin(503-630)|TMhelix(929-951)|TMhelix(956-978)|CAP_GLY(1021-1067)|NIP100(1022-1159)
tr|A0A182KSS5|A0A182KSS5_9DIPT	TMhelix|GT-A|Lectin|TMhelix|GT-A|TMhelix|GT-A|Lectin	TMhelix(28-45)|pp-GalNAc-T(169-467)|RICIN(489-604)|TMhelix(629-651)|Glyco_tranf_GTA_type(770-862)|TMhelix(896-918)|pp-GalNAc-T(1044-1341)|Ricin_B_lectin(1357-1471)
tr|A0A182W990|A0A182W990_9DIPT	TMhelix|GT-A|Lectin|TMhelix|GT-A|Lectin|TMhelix|GT-A|Lectin|TMhelix|GT-A|TMhelix|GT-A|Lectin|GT-A|GT-A|Lectin	TMhelix(9-28)|pp-GalNAc-T(137-443)|Ricin_B_lectin(456-544)|TMhelix(571-588)|pp-GalNAc-T(712-1010)|RICIN(1032-1135)|TMhelix(1214-1236)|Glyco_tranf_GTA_type(1356-1653)|Ricin_B_lectin(1669-1779)|TMhelix(1780-1802)|Glyco_tranf_GTA_type(1928-2225)|TMhelix(2302-2324)|pp-GalNAc-T(2425-2725)|Ricin_B_lectin(2739-2850)|Glyco_tranf_GTA_type(2850-3034)|Glyco_tranf_GTA_type(3035-3234)|Ricin_B_lectin(3250-3368)
tr|A0A182XD92|A0A182XD92_ANOQN	TMhelix|GT-A|Lectin|TMhelix|GT-A|Lectin|TMhelix|GT-A|Lectin|TMhelix|GT-A|Lectin|GT-A|GT-A	TMhelix(10-28)|pp-GalNAc-T(138-444)|Ricin_B_lectin(471-566)|TMhelix(590-607)|pp-GalNAc-T(731-1029)|Ricin_B_lectin(1049-1160)|TMhelix(1199-1218)|pp-GalNAc-T(1337-1634)|Ricin_B_lectin(1650-1762)|TMhelix(1821-1843)|Glyco_tranf_GTA_type(1969-2266)|RICIN(2289-2356)|Glyco_tranf_GTA_type(2361-2616)|Glyco_tranf_GTA_type(2717-2992)
tr|A0A182UUL9|A0A182UUL9_ANOME	TMhelix|GT-A|Lectin|TMhelix|GT-A|Lectin|TMhelix|GT-A|Lectin|GT-A|Lectin|GT-A|Lectin|GT-A|Lectin|AmyAc_bac_euk_AmyA|Aamy_C	TMhelix(12-29)|pp-GalNAc-T(153-451)|Ricin_B_lectin(471-582)|TMhelix(626-645)|pp-GalNAc-T(764-1061)|Ricin_B_lectin(1077-1189)|TMhelix(1233-1255)|pp-GalNAc-T(1381-1678)|Ricin_B_lectin(1694-1808)|Glyco_tranf_GTA_type(1895-2195)|Ricin_B_lectin(2209-2327)|pp-GalNAc-T(2411-2705)|Ricin_B_lectin(2723-2836)|Glyco_tranf_GTA_type(2917-3240)|Ricin_B_lectin(3256-3366)|AmyAc_bac_euk_AmyA(3361-3743)|Aamy_C(3751-3802)
tr|A0A182NPG9|A0A182NPG9_9DIPT	TMhelix|GT-A|Lectin|TMhelix|GT-A|Lectin|TMhelix|GT-A|Lectin|GT-A|Lectin|GT-A|Lectin|GT-A|Lectin	TMhelix(12-29)|pp-GalNAc-T(153-451)|Ricin_B_lectin(465-577)|TMhelix(636-655)|Glyco_tranf_GTA_type(778-1075)|Ricin_B_lectin(1091-1205)|TMhelix(1244-1266)|Glyco_tranf_GTA_type(1395-1692)|Ricin_B_lectin(1708-1822)|Glyco_tranf_GTA_type(1916-2218)|Ricin_B_lectin(2232-2350)|Glyco_tranf_GTA_type(2455-2752)|Ricin_B_lectin(2768-2882)|Glyco_tranf_GTA_type(2978-3298)|Ricin_B_lectin(3314-3432)
tr|A0A182Q2R3|A0A182Q2R3_9DIPT	TMhelix|GT-A|Lectin|TMhelix|GT-A|Lectin|TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(19-36)|pp-GalNAc-T(160-458)|Ricin_B_lectin(472-584)|TMhelix(611-633)|pp-GalNAc-T(755-1052)|Ricin_B_lectin(1068-1182)|TMhelix(1200-1222)|Glyco_tranf_GTA_type(1345-1642)|Ricin_B_lectin(1658-1772)|Glyco_tranf_GTA_type(1896-2166)|Ricin_B_lectin(2180-2295)
tr|A0A182Y1V9|A0A182Y1V9_ANOST	TMhelix|GT-A|Lectin|TMhelix|GT-A|Lectin|TMhelix|GT-A|Lectin	TMhelix(12-29)|pp-GalNAc-T(153-451)|RICIN(474-543)|TMhelix(547-566)|pp-GalNAc-T(683-980)|Ricin_B_lectin(996-1110)|TMhelix(1118-1140)|pp-GalNAc-T(1265-1564)|Ricin_B_lectin(1578-1692)
tr|A0A2K6L1B3|A0A2K6L1B3_RHIBE	TMhelix|GT-A|Lectin|TMhelix	TMhelix(13-35)|pp-GalNAc-T(499-800)|Ricin_B_lectin(812-932)|TMhelix(944-966)
tr|A0A2R8QR07|A0A2R8QR07_DANRE	TMhelix|GT-A|Lectin|TMhelix	TMhelix(7-25)|pp-GalNAc-T(179-480)|RICIN(493-606)|TMhelix(613-635)
tr|A0A1W0X9I6|A0A1W0X9I6_HYPDU	TMhelix|GT-A|Lectin|PX_domain	TMhelix(78-100)|pp-GalNAc-T(472-766)|Ricin_B_lectin(790-888)|PX_domain(891-992)
tr|A0A182H3A2|A0A182H3A2_AEDAL	TMhelix|GT-A|Lectin|PH-like|SMC_prok_B	TMhelix(7-26)|pp-GalNAc-T(143-439)|RICIN(458-570)|PH-like(574-638)|SMC_prok_B(734-882)
tr|A0A1Q9CA96|A0A1Q9CA96_SYMMI	TMhelix|GT-A|Lectin|PHA03247	TMhelix(102-124)|Glyco_tranf_GTA_type(211-511)|Ricin_B_lectin(673-781)|PHA03247(1027-1129)
tr|B4JWN6|B4JWN6_DROGR	TMhelix|GT-A|Lectin|Lectin	TMhelix(12-31)|pp-GalNAc-T(222-519)|RICIN(529-608)|Ricin_B_lectin(570-683)
tr|E0VG07|E0VG07_PEDHC	TMhelix|GT-A|Lectin|Lectin	TMhelix(13-35)|pp-GalNAc-T(184-482)|Ricin_B_lectin(495-570)|Ricin_B_lectin(539-647)
tr|J9K3C1|J9K3C1_ACYPI	TMhelix|GT-A|Lectin|Lectin	TMhelix(12-34)|pp-GalNAc-T(196-494)|Ricin_B_lectin(507-579)|Ricin_B_lectin(545-656)
tr|A0A0V0SHF1|A0A0V0SHF1_9BILA	TMhelix|GT-A|Lectin|House_keeping	TMhelix(7-29)|pp-GalNAc-T(134-434)|Ricin_B_lectin(447-565)|LIN52(593-677)
tr|A0A0V0TYV7|A0A0V0TYV7_9BILA	TMhelix|GT-A|Lectin|House_keeping	TMhelix(7-29)|pp-GalNAc-T(134-434)|Ricin_B_lectin(447-560)|LIN52(600-684)
tr|A0A0V0VZT3|A0A0V0VZT3_9BILA	TMhelix|GT-A|Lectin|House_keeping	TMhelix(7-29)|pp-GalNAc-T(134-434)|Ricin_B_lectin(447-561)|LIN52(601-685)
tr|A0A0V0WF37|A0A0V0WF37_9BILA	TMhelix|GT-A|Lectin|House_keeping	TMhelix(7-29)|pp-GalNAc-T(134-434)|Ricin_B_lectin(447-561)|LIN52(603-687)
tr|A0A0V1ACM8|A0A0V1ACM8_9BILA	TMhelix|GT-A|Lectin|House_keeping	TMhelix(9-31)|pp-GalNAc-T(134-434)|Ricin_B_lectin(447-560)|LIN52(569-653)
tr|A0A0V1DIM7|A0A0V1DIM7_TRIBR	TMhelix|GT-A|Lectin|House_keeping	TMhelix(7-29)|pp-GalNAc-T(134-434)|Ricin_B_lectin(447-561)|LIN52(603-687)
tr|A0A0V1I0I1|A0A0V1I0I1_9BILA	TMhelix|GT-A|Lectin|House_keeping	TMhelix(7-29)|pp-GalNAc-T(134-434)|Ricin_B_lectin(447-560)|LIN52(581-665)
tr|A0A0V1LWC8|A0A0V1LWC8_9BILA	TMhelix|GT-A|Lectin|House_keeping	TMhelix(7-29)|pp-GalNAc-T(134-434)|Ricin_B_lectin(447-560)|LIN52(600-684)
tr|A0A0V1MUM1|A0A0V1MUM1_9BILA	TMhelix|GT-A|Lectin|House_keeping	TMhelix(7-29)|pp-GalNAc-T(134-434)|Ricin_B_lectin(447-560)|LIN52(581-665)
tr|A0A0V1PPG3|A0A0V1PPG3_9BILA	TMhelix|GT-A|Lectin|House_keeping	TMhelix(7-29)|pp-GalNAc-T(134-434)|Ricin_B_lectin(447-561)|LIN52(603-687)
tr|E5SEN6|E5SEN6_TRISP	TMhelix|GT-A|Lectin|House_keeping	TMhelix(7-29)|pp-GalNAc-T(134-434)|Ricin_B_lectin(447-565)|LIN52(574-658)
tr|A0A182MDA7|A0A182MDA7_9DIPT	TMhelix|GT-A|Lectin|GT-A|Lectin|GT-A|Lectin|GT-A|Lectin|GT-A|Lectin|GT-A|Lectin|GT-A|Lectin|AmyAc_bac_euk_AmyA|Aamy_C	TMhelix(9-26)|pp-GalNAc-T(136-441)|Ricin_B_lectin(454-542)|pp-GalNAc-T(674-972)|Ricin_B_lectin(997-1083)|pp-GalNAc-T(1196-1493)|Ricin_B_lectin(1509-1623)|Glyco_tranf_GTA_type(1780-2077)|Ricin_B_lectin(2093-2208)|Glyco_tranf_GTA_type(2312-2612)|Ricin_B_lectin(2626-2742)|pp-GalNAc-T(2811-3108)|Ricin_B_lectin(3124-3239)|pp-GalNAc-T(3329-3626)|Ricin_B_lectin(3642-3760)|AmyAc_bac_euk_AmyA(3770-4155)|Aamy_C(4163-4238)
tr|A0A182FUE3|A0A182FUE3_ANOAL	TMhelix|GT-A|Lectin|GT-A|Lectin|GT-A|Lectin|GT-A|Lectin|GT-A|GT-A|Lectin|GT-A|Lectin	TMhelix(9-26)|pp-GalNAc-T(134-436)|Ricin_B_lectin(449-538)|pp-GalNAc-T(760-1059)|Ricin_B_lectin(1073-1187)|Glyco_tranf_GTA_type(1378-1675)|Ricin_B_lectin(1691-1805)|Glyco_tranf_GTA_type(1986-2283)|Ricin_B_lectin(2299-2412)|Glyco_tranf_GTA_type(2428-2617)|Glyco_tranf_GTA_type(2622-2878)|Ricin_B_lectin(2890-2964)|Glyco_tranf_GTA_type(3058-3353)|Ricin_B_lectin(3371-3449)
tr|A0A182U060|A0A182U060_9DIPT	TMhelix|GT-A|Lectin|GT-A|Lectin|GT-A|Lectin|AmyAc_bac_euk_AmyA|Aamy_C	TMhelix(7-29)|Glyco_tranf_GTA_type(129-425)|Ricin_B_lectin(443-561)|pp-GalNAc-T(632-927)|Ricin_B_lectin(945-1059)|Glyco_tranf_GTA_type(1139-1436)|Ricin_B_lectin(1452-1562)|AmyAc_bac_euk_AmyA(1557-1939)|Aamy_C(1947-2020)
tr|A0A1J1I2C2|A0A1J1I2C2_9DIPT	TMhelix|GT-A|Lectin|GT-A|Lectin|Arrestin_N|Arrestin_C	TMhelix(25-47)|pp-GalNAc-T(162-460)|Ricin_B_lectin(478-602)|pp-GalNAc-T(775-1072)|Ricin_B_lectin(1089-1210)|Arrestin_N(1221-1318)|Arrestin_C(1343-1506)
tr|A0A182F448|A0A182F448_ANOAL	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(171-193)|pp-GalNAc-T(302-598)|Ricin_B_lectin(616-739)|pp-GalNAc-T(774-1070)|Ricin_B_lectin(1088-1214)
tr|A0A182J5Y2|A0A182J5Y2_9DIPT	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(21-43)|pp-GalNAc-T(150-446)|Ricin_B_lectin(464-539)|pp-GalNAc-T(552-848)|Ricin_B_lectin(866-992)
tr|A0A182KIT9|A0A182KIT9_9DIPT	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(21-43)|pp-GalNAc-T(155-451)|Ricin_B_lectin(469-592)|pp-GalNAc-T(627-923)|Ricin_B_lectin(941-1067)
tr|A0A182LN40|A0A182LN40_9DIPT	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(21-43)|pp-GalNAc-T(152-448)|Ricin_B_lectin(466-558)|pp-GalNAc-T(556-851)|RICIN(870-960)
tr|A0A182NQ02|A0A182NQ02_9DIPT	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(151-170)|pp-GalNAc-T(280-576)|Ricin_B_lectin(594-717)|pp-GalNAc-T(752-1048)|Ricin_B_lectin(1066-1192)
tr|A0A182PBN7|A0A182PBN7_9DIPT	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(5-27)|Glyco_tranf_GTA_type(117-395)|Ricin_B_lectin(413-527)|Glyco_tranf_GTA_type(600-897)|Ricin_B_lectin(913-1032)
tr|A0A182QDG7|A0A182QDG7_9DIPT	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(35-57)|pp-GalNAc-T(169-465)|Ricin_B_lectin(483-605)|pp-GalNAc-T(619-915)|Ricin_B_lectin(933-1031)
tr|A0A182R900|A0A182R900_ANOFN	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(21-43)|pp-GalNAc-T(155-451)|Ricin_B_lectin(469-592)|pp-GalNAc-T(627-923)|Ricin_B_lectin(941-1067)
tr|A0A182T1B6|A0A182T1B6_9DIPT	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(9-31)|pp-GalNAc-T(156-455)|Ricin_B_lectin(469-583)|Glyco_tranf_GTA_type(699-999)|Ricin_B_lectin(1013-1131)
tr|A0A182TCC1|A0A182TCC1_9DIPT	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(21-43)|pp-GalNAc-T(155-451)|Ricin_B_lectin(469-591)|pp-GalNAc-T(605-901)|RICIN(919-1065)
tr|A0A182VHD7|A0A182VHD7_ANOME	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(21-43)|pp-GalNAc-T(152-448)|Ricin_B_lectin(466-570)|pp-GalNAc-T(589-884)|Ricin_B_lectin(903-1027)
tr|A0A182W887|A0A182W887_9DIPT	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(21-43)|pp-GalNAc-T(155-451)|Ricin_B_lectin(469-592)|pp-GalNAc-T(627-923)|Ricin_B_lectin(941-1067)
tr|A0A182YE43|A0A182YE43_ANOST	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(21-43)|pp-GalNAc-T(156-452)|Ricin_B_lectin(470-593)|pp-GalNAc-T(628-924)|Ricin_B_lectin(942-1069)
tr|A0A1J1IDS8|A0A1J1IDS8_9DIPT	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(12-31)|pp-GalNAc-T(151-447)|Ricin_B_lectin(466-584)|Glyco_tranf_GTA_type(755-1054)|Ricin_B_lectin(1073-1191)
tr|A0A1W0WTR1|A0A1W0WTR1_HYPDU	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(21-43)|pp-GalNAc-T(162-461)|Ricin_B_lectin(474-589)|pp-GalNAc-T(772-1070)|Ricin_B_lectin(1083-1201)
tr|T1JAK0|T1JAK0_STRMM	TMhelix|GT-A|Lectin|GT-A|Lectin	TMhelix(12-34)|pp-GalNAc-T(160-501)|Ricin_B_lectin(514-630)|pp-GalNAc-T(754-1052)|RICIN(1069-1171)
tr|A0A1I8JHR6|A0A1I8JHR6_9PLAT	TMhelix|GT-A|Lectin|GT-A	TMhelix(12-34)|pp-GalNAc-T(259-539)|Ricin_B_lectin(579-690)|pp-GalNAc-T(903-1190)
tr|A0A182Y1W1|A0A182Y1W1_ANOST	TMhelix|GT-A|Lectin|AmyAc_bac_euk_AmyA|Aamy_C	TMhelix(13-32)|Glyco_tranf_GTA_type(136-433)|Ricin_B_lectin(449-567)|AmyAc_bac_euk_AmyA(641-1023)|Aamy_C(1031-1109)
sp|A8Y236|GLT10_CAEBR	TMhelix|GT-A|Lectin	TMhelix(13-32)|pp-GalNAc-T(167-465)|Ricin_B_lectin(483-607)
sp|O08912|GALT1_MOUSE	TMhelix|GT-A|Lectin	TMhelix(7-29)|pp-GalNAc-T(119-419)|Ricin_B_lectin(432-548)
sp|O45947|GLT10_CAEEL	TMhelix|GT-A|Lectin	TMhelix(75-94)|pp-GalNAc-T(222-520)|Ricin_B_lectin(538-662)
sp|O61394|GALT6_CAEEL	TMhelix|GT-A|Lectin	TMhelix(17-39)|pp-GalNAc-T(160-463)|Ricin_B_lectin(481-606)
