tr|A0A132A417|A0A132A417_SARSC	vWFA|EGF_2|EGF_2|Integrin_b_cyt|GT-A	vWFA(5-179)|EGF_2(233-264)|EGF_2(271-300)|Integrin_b_cyt(445-485)|Galactosyl_T(514-699)
tr|A0A163AWN6|A0A163AWN6_PHYB8	TMhelix|TMhelix|TMhelix|GT|TMhelix|GT-A	TMhelix(30-49)|TMhelix(70-92)|TMhelix(107-129)|EOS1(73-196)|TMhelix(183-205)|Galactosyl_T(250-439)
tr|A0A197KD61|A0A197KD61_9FUNG	TMhelix|TMhelix|GT|TMhelix|TMhelix|GT-A|GT|GT-A	TMhelix(10-32)|TMhelix(45-67)|EOS1(8-146)|TMhelix(71-93)|TMhelix(125-147)|Galactosyl_T(221-389)|Gly_transf_sug(533-634)|Gb3_synth(695-783)
tr|A0A1Y2GWE1|A0A1Y2GWE1_9FUNG	TMhelix|TMhelix|GT|TMhelix|TMhelix|GT-A|GT|GT-A	TMhelix(10-29)|TMhelix(42-64)|EOS1(6-133)|TMhelix(69-91)|TMhelix(112-134)|Galactosyl_T(186-376)|Gly_transf_sug(520-628)|Gb3_synth(683-773)
tr|A0A2B4RM89|A0A2B4RM89_STYPI	TMhelix|TMhelix|GT-A|Transporter|Transporter|Transporter	TMhelix(12-31)|TMhelix(85-107)|Galactosyl_T(108-294)|Mito_carr(359-427)|Mito_carr(432-516)|Mito_carr(533-614)
tr|W4XCD6|W4XCD6_STRPU	TMhelix|TMhelix|GT-A|GT-A	TMhelix(92-111)|TMhelix(120-142)|Galactosyl_T(185-316)|Galactosyl_T(436-629)
tr|A0A016W3H3|A0A016W3H3_9BILA	TMhelix|TMhelix|GT-A	TMhelix(25-47)|TMhelix(85-107)|Galactosyl_T(120-304)
tr|A0A195CXQ0|A0A195CXQ0_9HYME	TMhelix|TMhelix|GT-A	TMhelix(28-50)|TMhelix(105-127)|Galactosyl_T(130-328)
tr|A0A1I7YFW1|A0A1I7YFW1_9BILA	TMhelix|TMhelix|GT-A	TMhelix(57-79)|TMhelix(140-162)|Galactosyl_T(232-412)
tr|A0A1S3D649|A0A1S3D649_DIACI	TMhelix|TMhelix|GT-A	TMhelix(12-31)|TMhelix(67-89)|Galactosyl_T(95-282)
tr|A0A232EQ35|A0A232EQ35_9HYME	TMhelix|TMhelix|GT-A	TMhelix(30-52)|TMhelix(72-94)|Galactosyl_T(146-337)
tr|A0A2C9KZ89|A0A2C9KZ89_BIOGL	TMhelix|TMhelix|GT-A	TMhelix(4-26)|TMhelix(38-60)|Galactosyl_T(207-396)
tr|A0A2I4BU72|A0A2I4BU72_9TELE	TMhelix|TMhelix|GT-A	TMhelix(35-57)|TMhelix(114-131)|Galactosyl_T(207-399)
tr|B4M7I8|B4M7I8_DROVI	TMhelix|TMhelix|GT-A	TMhelix(4-23)|TMhelix(69-91)|Galactosyl_T(180-372)
tr|E0VA81|E0VA81_PEDHC	TMhelix|TMhelix|GT-A	TMhelix(4-21)|TMhelix(41-63)|Galactosyl_T(126-312)
tr|M4AZG0|M4AZG0_XIPMA	TMhelix|TMhelix|GT-A	TMhelix(10-27)|TMhelix(165-187)|Galactosyl_T(155-346)
tr|A0A0D3F6U0|A0A0D3F6U0_9ORYZ	TMhelix|TMhelix|GT	TMhelix(7-29)|TMhelix(36-55)|PLN03133(34-649)
tr|A0A0E0NGU7|A0A0E0NGU7_ORYRU	TMhelix|TMhelix|GT	TMhelix(7-29)|TMhelix(36-55)|PLN03133(34-649)
tr|A0A016TWQ0|A0A016TWQ0_9BILA	TMhelix|TMhelix|7tm_4|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(13-35)|TMhelix(50-72)|7tm_4(1-197)|TMhelix(93-115)|TMhelix(130-152)|TMhelix(173-195)|Galactosyl_T(247-434)
tr|A0A164QF76|A0A164QF76_9CRUS	TMhelix|RILP-like|GT-A	TMhelix(33-55)|RILP-like(84-163)|Galactosyl_T(245-433)
tr|A0A2I4CNN9|A0A2I4CNN9_9TELE	TMhelix|Ribosomal_S18|GT-A	TMhelix(12-34)|Ribosomal_S18(136-185)|Galactosyl_T(188-400)
tr|A0A1W4X918|A0A1W4X918_AGRPL	TMhelix|PRK10927|GT-A	TMhelix(40-62)|PRK10927(125-256)|Galactosyl_T(310-499)
tr|A0A166EVL0|A0A166EVL0_DAUCA	TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Xan_ur_permease|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(16-38)|PLN03133(166-639)|TMhelix(760-782)|TMhelix(789-808)|TMhelix(813-830)|TMhelix(851-873)|TMhelix(877-899)|TMhelix(906-923)|TMhelix(938-960)|Xan_ur_permease(752-1157)|TMhelix(1081-1103)|TMhelix(1107-1129)|TMhelix(1136-1158)|TMhelix(1173-1195)
tr|A0A1Y1ZDH0|A0A1Y1ZDH0_9FUNG	TMhelix|GT|TMhelix|TMhelix|TMhelix|GT-A|GT|GT-A	TMhelix(63-85)|EOS1(66-151)|TMhelix(106-125)|TMhelix(129-151)|TMhelix(168-190)|Galactosyl_T(240-431)|Gly_transf_sug(651-683)|Gb3_synth(740-834)
tr|A0A2I1GZL9|A0A2I1GZL9_9GLOM	TMhelix|GT|TMhelix|TMhelix|GT-A|GT	TMhelix(13-35)|EOS1(1-104)|TMhelix(41-63)|TMhelix(84-103)|Galactosyl_T(154-345)|Gly_transf_sug(533-605)
tr|A0A162TCR3|A0A162TCR3_MUCCL	TMhelix|GT|TMhelix|TMhelix|GT-A	TMhelix(13-32)|EOS1(2-102)|TMhelix(42-64)|TMhelix(85-107)|Galactosyl_T(156-348)
tr|S2JFE5|S2JFE5_MUCC1	TMhelix|GT|TMhelix|TMhelix|GT-A	TMhelix(13-32)|EOS1(2-102)|TMhelix(42-64)|TMhelix(85-107)|Galactosyl_T(156-348)
tr|A0A0E0E8E5|A0A0E0E8E5_9ORYZ	TMhelix|GT|P-loop_NTPase|GT	TMhelix(20-42)|PLN03133(141-606)|P-loop_NTPase(690-815)|PLN03133(1039-1544)
tr|A0A200QSM7|A0A200QSM7_9MAGN	TMhelix|GT|PLN03218|PPR_2	TMhelix(17-39)|PLN03133(133-659)|PLN03218(872-1093)|PPR_2(982-1027)
tr|A0A2C9JKW2|A0A2C9JKW2_BIOGL	TMhelix|GT|GT-A	TMhelix(32-54)|PLN03133(66-196)|Galactosyl_T(133-313)
tr|A0A1I7WPQ9|A0A1I7WPQ9_HETBA	TMhelix|GT-A|TMhelix|TMhelix	TMhelix(10-29)|Galactosyl_T(104-278)|TMhelix(236-258)|TMhelix(268-290)
tr|A0A139WK07|A0A139WK07_TRICA	TMhelix|GT-A|TMhelix|GT-A	TMhelix(15-34)|Galactosyl_T(108-296)|TMhelix(341-360)|Galactosyl_T(430-618)
tr|A0A131ZTC6|A0A131ZTC6_SARSC	TMhelix|GT-A|TMhelix	TMhelix(31-53)|Galactosyl_T(221-409)|TMhelix(533-555)
tr|A0A2A2JVG2|A0A2A2JVG2_9BILA	TMhelix|GT-A|TMhelix	TMhelix(13-35)|Galactosyl_T(89-276)|TMhelix(298-320)
tr|A0A2A2KXT6|A0A2A2KXT6_9BILA	TMhelix|GT-A|TMhelix	TMhelix(13-35)|Galactosyl_T(89-263)|TMhelix(311-333)
tr|A0A2B4RJF6|A0A2B4RJF6_STYPI	TMhelix|GT-A|TMhelix	TMhelix(7-29)|Galactosyl_T(117-316)|TMhelix(372-394)
tr|B3RSK8|B3RSK8_TRIAD	TMhelix|GT-A|TMhelix	TMhelix(33-55)|Galactosyl_T(112-302)|TMhelix(368-390)
tr|A0A226EGE0|A0A226EGE0_FOLCA	TMhelix|GT-A|Spc7_N|AF-4	TMhelix(30-52)|Galactosyl_T(118-318)|Spc7_N(453-577)|AF-4(473-821)
tr|A0A164VUG3|A0A164VUG3_9CRUS	TMhelix|GT-A|SGNH_hydrolase	TMhelix(12-34)|Galactosyl_T(232-426)|SGNH_hydrolase(584-644)
tr|A0A182KC39|A0A182KC39_9DIPT	TMhelix|GT-A|Periplasmic_Binding_Protein_Type_2|TMhelix|TMhelix|TMhelix|Lig_chan|TMhelix	TMhelix(12-34)|Galactosyl_T(240-427)|Periplasmic_Binding_Protein_Type_2(956-1180)|TMhelix(1066-1088)|TMhelix(1109-1131)|TMhelix(1141-1163)|Lig_chan(1069-1347)|TMhelix(1339-1361)
tr|A0A182PT67|A0A182PT67_9DIPT	TMhelix|GT-A|Periplasmic_Binding_Protein_Type_2|TMhelix|TMhelix|TMhelix|Lig_chan|TMhelix	TMhelix(12-34)|Galactosyl_T(238-425)|Periplasmic_Binding_Protein_Type_2(892-1131)|TMhelix(1020-1042)|TMhelix(1063-1085)|TMhelix(1095-1117)|Lig_chan(1023-1287)|TMhelix(1284-1306)
tr|A0A182RHP7|A0A182RHP7_ANOFN	TMhelix|GT-A|Periplasmic_Binding_Protein_Type_2|TMhelix|TMhelix|TMhelix|Lig_chan|TMhelix	TMhelix(7-29)|Galactosyl_T(227-414)|Periplasmic_Binding_Protein_Type_2(968-1207)|TMhelix(1096-1118)|TMhelix(1139-1161)|TMhelix(1171-1193)|Lig_chan(1099-1368)|TMhelix(1360-1382)
tr|A0A182W5R3|A0A182W5R3_9DIPT	TMhelix|GT-A|Periplasmic_Binding_Protein_Type_2|TMhelix|TMhelix|TMhelix|Lig_chan|TMhelix	TMhelix(7-29)|Galactosyl_T(224-411)|Periplasmic_Binding_Protein_Type_2(868-1107)|TMhelix(996-1018)|TMhelix(1039-1061)|TMhelix(1071-1093)|Lig_chan(999-1268)|TMhelix(1260-1282)
tr|A0A182YCU4|A0A182YCU4_ANOST	TMhelix|GT-A|Periplasmic_Binding_Protein_Type_2|TMhelix|TMhelix|TMhelix|Lig_chan|TMhelix	TMhelix(12-34)|Galactosyl_T(229-416)|Periplasmic_Binding_Protein_Type_2(884-1123)|TMhelix(1012-1034)|TMhelix(1055-1077)|TMhelix(1087-1109)|Lig_chan(1015-1284)|TMhelix(1276-1298)
tr|G4VQK8|G4VQK8_SCHMA	TMhelix|GT-A|GT-A|GT-A	TMhelix(2-24)|Galactosyl_T(210-436)|Galactosyl_T(602-828)|Galactosyl_T(977-1201)
tr|A0A2B4RTG8|A0A2B4RTG8_STYPI	TMhelix|GT-A|GT-A	TMhelix(29-48)|Galactosyl_T(115-302)|Galactosyl_T(441-627)
tr|U6P2E0|U6P2E0_HAECO	TMhelix|GT-A|GT-A	TMhelix(13-35)|Galactosyl_T(88-271)|Galactosyl_T(425-608)
tr|W4Y1F0|W4Y1F0_STRPU	TMhelix|GT-A|GT-A	TMhelix(7-29)|Galactosyl_T(171-357)|Galactosyl_T(465-660)
tr|W4YYX7|W4YYX7_STRPU	TMhelix|GT-A|GT-A	TMhelix(12-34)|Galactosyl_T(106-292)|Galactosyl_T(406-602)
tr|W4ZGW5|W4ZGW5_STRPU	TMhelix|GT-A|GT-A	TMhelix(12-29)|Galactosyl_T(127-271)|Galactosyl_T(368-564)
tr|A0A164VUN8|A0A164VUN8_9CRUS	TMhelix|GT-A|Glyco_tran_10_N|Glyco_transf_10	TMhelix(12-34)|Galactosyl_T(229-419)|Glyco_tran_10_N(514-630)|Glyco_transf_10(678-847)
tr|A0A2B4SL31|A0A2B4SL31_STYPI	TMhelix|GT-A|FMO-like	TMhelix(13-35)|Galactosyl_T(72-256)|FMO-like(368-879)
tr|K1Q7T3|K1Q7T3_CRAGI	TMhelix|GT-A|F5_F8_type_C	TMhelix(20-42)|Galactosyl_T(92-269)|F5_F8_type_C(432-579)
tr|A0A182PE18|A0A182PE18_9DIPT	TMhelix|GT-A|CS_ACL-C_CCL	TMhelix(13-35)|Galactosyl_T(106-352)|CS_ACL-C_CCL(200-280)
tr|A0A164PMY4|A0A164PMY4_9CRUS	TMhelix|GT-A|Chitin_bind_4	TMhelix(19-38)|Galactosyl_T(158-347)|Chitin_bind_4(492-554)
sp|A8MXE2|YI036_HUMAN	TMhelix|GT-A	TMhelix(13-30)|Galactosyl_T(99-287)
sp|O43825|B3GT2_HUMAN	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(165-359)
sp|O54905|B3GT2_MOUSE	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(165-359)
sp|O75752|B3GL1_HUMAN	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(92-285)
sp|Q3USF0|B3GN6_MOUSE	TMhelix|GT-A	TMhelix(13-32)|Galactosyl_T(126-318)
sp|Q5R5Y3|B3GT2_PONAB	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(165-359)
sp|Q5RAL7|B3GL1_PONAB	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(92-285)
sp|Q6AY39|B3GL1_RAT	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(92-285)
sp|Q6P3P5|B3GN5_XENTR	TMhelix|GT-A	TMhelix(13-30)|Galactosyl_T(101-297)
sp|Q6QMT2|BRE2_CAEEL	TMhelix|GT-A	TMhelix(12-29)|Galactosyl_T(100-301)
sp|Q864U6|B3GL1_PIG	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(92-285)
sp|Q864U8|B3GN5_PIG	TMhelix|GT-A	TMhelix(13-32)|Galactosyl_T(100-298)
sp|Q8BGY6|B3GN5_MOUSE	TMhelix|GT-A	TMhelix(12-34)|Galactosyl_T(101-297)
sp|Q920V1|B3GL1_MOUSE	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(92-285)
sp|Q95US5|BRE5_CAEEL	TMhelix|GT-A	TMhelix(21-38)|Galactosyl_T(93-282)
sp|Q99NB2|B3GN5_RAT	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(101-298)
sp|Q9BYG0|B3GN5_HUMAN	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(102-299)
sp|Q9JI67|B3GT5_MOUSE	TMhelix|GT-A	TMhelix(7-25)|Galactosyl_T(69-259)
sp|Q9NY97|B3GN2_HUMAN	TMhelix|GT-A	TMhelix(7-24)|Galactosyl_T(156-345)
tr|A0A016S2R2|A0A016S2R2_9BILA	TMhelix|GT-A	TMhelix(41-63)|Galactosyl_T(116-306)
tr|A0A016S3N9|A0A016S3N9_9BILA	TMhelix|GT-A	TMhelix(48-70)|Galactosyl_T(127-317)
tr|A0A016TUH4|A0A016TUH4_9BILA	TMhelix|GT-A	TMhelix(5-27)|Galactosyl_T(111-271)
tr|A0A016U076|A0A016U076_9BILA	TMhelix|GT-A	TMhelix(35-57)|Galactosyl_T(117-339)
tr|A0A016VTH1|A0A016VTH1_9BILA	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(113-284)
tr|A0A016WD13|A0A016WD13_9BILA	TMhelix|GT-A	TMhelix(47-69)|Galactosyl_T(149-333)
tr|A0A044SM79|A0A044SM79_ONCVO	TMhelix|GT-A	TMhelix(63-85)|Galactosyl_T(156-358)
tr|A0A067QRS1|A0A067QRS1_ZOONE	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(106-325)
tr|A0A067QVM3|A0A067QVM3_ZOONE	TMhelix|GT-A	TMhelix(9-31)|Galactosyl_T(111-298)
tr|A0A067QWG9|A0A067QWG9_ZOONE	TMhelix|GT-A	TMhelix(20-42)|Galactosyl_T(107-302)
tr|A0A067RJ13|A0A067RJ13_ZOONE	TMhelix|GT-A	TMhelix(21-40)|Galactosyl_T(103-301)
tr|A0A067RKZ6|A0A067RKZ6_ZOONE	TMhelix|GT-A	TMhelix(27-49)|Galactosyl_T(200-387)
tr|A0A068Y2Y5|A0A068Y2Y5_ECHMU	TMhelix|GT-A	TMhelix(20-42)|Galactosyl_T(268-437)
tr|A0A068Y788|A0A068Y788_ECHMU	TMhelix|GT-A	TMhelix(7-26)|Galactosyl_T(241-406)
tr|A0A088AA06|A0A088AA06_APIME	TMhelix|GT-A	TMhelix(28-50)|Galactosyl_T(130-324)
tr|A0A088AJ14|A0A088AJ14_APIME	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(117-303)
tr|A0A0G2KN05|A0A0G2KN05_DANRE	TMhelix|GT-A	TMhelix(7-25)|Galactosyl_T(73-264)
tr|A0A0K0INN1|A0A0K0INN1_BRUMA	TMhelix|GT-A	TMhelix(35-57)|Galactosyl_T(113-295)
tr|A0A0K0JK88|A0A0K0JK88_BRUMA	TMhelix|GT-A	TMhelix(106-128)|Galactosyl_T(199-388)
tr|A0A0K0JSS8|A0A0K0JSS8_BRUMA	TMhelix|GT-A	TMhelix(20-42)|Galactosyl_T(125-300)
tr|A0A0M4EBD2|A0A0M4EBD2_DROBS	TMhelix|GT-A	TMhelix(12-34)|Galactosyl_T(347-536)
tr|A0A0M4EG73|A0A0M4EG73_DROBS	TMhelix|GT-A	TMhelix(16-35)|Galactosyl_T(153-363)
tr|A0A0M5J5U7|A0A0M5J5U7_DROBS	TMhelix|GT-A	TMhelix(7-29)|Galactosyl_T(113-309)
tr|A0A0M5J9P9|A0A0M5J9P9_DROBS	TMhelix|GT-A	TMhelix(72-94)|Galactosyl_T(152-405)
tr|A0A0P5BDG7|A0A0P5BDG7_9CRUS	TMhelix|GT-A	TMhelix(9-28)|Galactosyl_T(134-323)
tr|A0A0P5C916|A0A0P5C916_9CRUS	TMhelix|GT-A	TMhelix(16-38)|Galactosyl_T(212-404)
tr|A0A0P5VCF4|A0A0P5VCF4_9CRUS	TMhelix|GT-A	TMhelix(20-37)|Galactosyl_T(313-502)
tr|A0A0P5W729|A0A0P5W729_9CRUS	TMhelix|GT-A	TMhelix(12-34)|Galactosyl_T(168-356)
tr|A0A0P5YH80|A0A0P5YH80_9CRUS	TMhelix|GT-A	TMhelix(77-99)|Galactosyl_T(208-408)
tr|A0A0R3NZL8|A0A0R3NZL8_DROPS	TMhelix|GT-A	TMhelix(33-52)|Galactosyl_T(196-383)
tr|A0A0R4IFL8|A0A0R4IFL8_DANRE	TMhelix|GT-A	TMhelix(9-31)|Galactosyl_T(83-273)
tr|A0A0R4IW37|A0A0R4IW37_DANRE	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(177-369)
tr|A0A0V0VL74|A0A0V0VL74_9BILA	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(106-298)
tr|A0A0V0X904|A0A0V0X904_9BILA	TMhelix|GT-A	TMhelix(35-57)|Galactosyl_T(128-320)
tr|A0A0V0ZBG8|A0A0V0ZBG8_9BILA	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(106-298)
tr|A0A0V1CCZ3|A0A0V1CCZ3_TRIBR	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(106-298)
tr|A0A0V1HS98|A0A0V1HS98_9BILA	TMhelix|GT-A	TMhelix(127-149)|Galactosyl_T(204-380)
tr|A0A0V1HV62|A0A0V1HV62_9BILA	TMhelix|GT-A	TMhelix(84-106)|Galactosyl_T(180-372)
tr|A0A0V1KSU5|A0A0V1KSU5_9BILA	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(106-298)
tr|A0A0V1M5C3|A0A0V1M5C3_9BILA	TMhelix|GT-A	TMhelix(51-73)|Galactosyl_T(148-340)
tr|A0A0V1ML57|A0A0V1ML57_9BILA	TMhelix|GT-A	TMhelix(98-120)|Galactosyl_T(175-351)
tr|A0A0V1NUR5|A0A0V1NUR5_9BILA	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(106-298)
tr|A0A132A670|A0A132A670_SARSC	TMhelix|GT-A	TMhelix(7-29)|Galactosyl_T(116-311)
tr|A0A132ALK4|A0A132ALK4_SARSC	TMhelix|GT-A	TMhelix(52-74)|Galactosyl_T(151-405)
tr|A0A139WEV8|A0A139WEV8_TRICA	TMhelix|GT-A	TMhelix(7-24)|Galactosyl_T(91-283)
tr|A0A151I5W5|A0A151I5W5_9HYME	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(75-263)
tr|A0A151I7M3|A0A151I7M3_9HYME	TMhelix|GT-A	TMhelix(55-77)|Galactosyl_T(150-448)
tr|A0A151IA93|A0A151IA93_9HYME	TMhelix|GT-A	TMhelix(27-49)|Galactosyl_T(121-421)
tr|A0A151IG30|A0A151IG30_9HYME	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(76-264)
tr|A0A151K018|A0A151K018_9HYME	TMhelix|GT-A	TMhelix(21-40)|Galactosyl_T(72-260)
tr|A0A151K2G4|A0A151K2G4_9HYME	TMhelix|GT-A	TMhelix(5-24)|Galactosyl_T(81-276)
tr|A0A151WJ47|A0A151WJ47_9HYME	TMhelix|GT-A	TMhelix(11-33)|Galactosyl_T(178-365)
tr|A0A151WNZ4|A0A151WNZ4_9HYME	TMhelix|GT-A	TMhelix(5-24)|Galactosyl_T(81-276)
tr|A0A151X5P0|A0A151X5P0_9HYME	TMhelix|GT-A	TMhelix(27-49)|Galactosyl_T(122-420)
tr|A0A151X970|A0A151X970_9HYME	TMhelix|GT-A	TMhelix(71-93)|Galactosyl_T(173-372)
tr|A0A151XAW8|A0A151XAW8_9HYME	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(118-304)
tr|A0A151XH51|A0A151XH51_9HYME	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(68-256)
tr|A0A154NZW8|A0A154NZW8_9HYME	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(115-313)
tr|A0A158NNM2|A0A158NNM2_ATTCE	TMhelix|GT-A	TMhelix(28-50)|Galactosyl_T(130-323)
tr|A0A158NPM8|A0A158NPM8_ATTCE	TMhelix|GT-A	TMhelix(10-28)|Galactosyl_T(177-364)
tr|A0A158NQL7|A0A158NQL7_ATTCE	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(118-304)
tr|A0A158NRI0|A0A158NRI0_ATTCE	TMhelix|GT-A	TMhelix(27-49)|Galactosyl_T(121-419)
tr|A0A158P1A5|A0A158P1A5_ATTCE	TMhelix|GT-A	TMhelix(21-43)|Galactosyl_T(75-263)
tr|A0A158P1V3|A0A158P1V3_ATTCE	TMhelix|GT-A	TMhelix(5-24)|Galactosyl_T(81-276)
tr|A0A164QF91|A0A164QF91_9CRUS	TMhelix|GT-A	TMhelix(32-54)|Galactosyl_T(256-442)
tr|A0A164V063|A0A164V063_9CRUS	TMhelix|GT-A	TMhelix(24-46)|Galactosyl_T(463-650)
tr|A0A165EVG0|A0A165EVG0_EXIGL	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(144-297)
tr|A0A182DY70|A0A182DY70_ONCOC	TMhelix|GT-A	TMhelix(63-85)|Galactosyl_T(156-345)
tr|A0A182FEJ1|A0A182FEJ1_ANOAL	TMhelix|GT-A	TMhelix(68-85)|Galactosyl_T(365-552)
tr|A0A182HDD3|A0A182HDD3_AEDAL	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(106-353)
tr|A0A182HE01|A0A182HE01_AEDAL	TMhelix|GT-A	TMhelix(12-34)|Galactosyl_T(221-408)
tr|A0A182HZW9|A0A182HZW9_ANOAR	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(106-353)
tr|A0A182J347|A0A182J347_9DIPT	TMhelix|GT-A	TMhelix(12-34)|Galactosyl_T(225-412)
tr|A0A182J5D6|A0A182J5D6_9DIPT	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(106-353)
tr|A0A182K4B1|A0A182K4B1_9DIPT	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(106-350)
tr|A0A182KNZ8|A0A182KNZ8_9DIPT	TMhelix|GT-A	TMhelix(32-51)|Galactosyl_T(262-447)
tr|A0A182LQZ7|A0A182LQZ7_9DIPT	TMhelix|GT-A	TMhelix(13-35)|Galactosyl_T(106-353)
tr|A0A182M3G7|A0A182M3G7_9DIPT	TMhelix|GT-A	TMhelix(24-46)|Galactosyl_T(260-447)
