tr|B1ZZR4|B1ZZR4_OPITP	Zn_Tnp_IS1595|GT-A|TMhelix	Zn_Tnp_IS1595(21-49)|DPM_DPG-synthase_like(268-456)|TMhelix(398-420)
tr|A0A1G1KQL6|A0A1G1KQL6_9BACT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|NT_KNTase_like|TMhelix|TMhelix|TMhelix|TMhelix|HDGYP|MT|MT|Protein_Binding|PKc_like|PKc_like|APH|PKc_like|HTH_XRE|HipB|PTZ00121|GT-A|MPP|PP2Cc|TMhelix|TMhelix	TMhelix(1050-1072)|TMhelix(1573-1595)|TMhelix(1608-1630)|TMhelix(1681-1703)|TMhelix(1716-1738)|TMhelix(1778-1800)|TMhelix(1821-1843)|TMhelix(1863-1885)|TMhelix(2361-2383)|TMhelix(2387-2409)|TMhelix(2421-2443)|TMhelix(2458-2475)|TMhelix(2505-2527)|TMhelix(2547-2569)|TMhelix(2586-2608)|TMhelix(2618-2640)|NT_KNTase_like(2790-2883)|TMhelix(3773-3795)|TMhelix(3829-3848)|TMhelix(3980-3999)|TMhelix(4006-4028)|HDGYP(4655-4958)|Methyltransf_25(6508-6637)|Methyltransf_25(7515-7600)|TPR(7976-8185)|PKc_like(8931-9054)|PKc_like(9248-9384)|APH(9705-9923)|PKc_like(9883-9994)|HTH_XRE(10415-10471)|HipB(10412-10529)|PTZ00121(10587-11534)|DPM_DPG-synthase_like(11708-11898)|MPP(12076-12254)|PP2Cc(12626-12880)|TMhelix(13972-13994)|TMhelix(14001-14020)
tr|R6ZBG8|R6ZBG8_9ACTN	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix	TMhelix(142-161)|TMhelix(171-193)|TMhelix(250-272)|TMhelix(330-352)|TMhelix(364-383)|TMhelix(388-410)|TMhelix(431-453)|TMhelix(473-492)|TMhelix(664-686)|TMhelix(693-710)|TMhelix(720-737)|glyco_TIGR04182(831-1121)|TMhelix(1059-1081)|TMhelix(1091-1113)
tr|E4NKE4|E4NKE4_KITSK	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(21-40)|TMhelix(60-82)|TMhelix(102-124)|TMhelix(134-156)|TMhelix(163-185)|TMhelix(190-212)|TMhelix(233-255)|TMhelix(268-290)|TMhelix(303-325)|TMhelix(335-357)|TMhelix(370-392)|DPM_DPG-synthase_like(456-634)
tr|R7GIR8|R7GIR8_9CLOT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix	TMhelix(25-47)|TMhelix(81-103)|TMhelix(116-138)|TMhelix(143-160)|TMhelix(162-184)|TMhelix(188-205)|TMhelix(212-234)|TMhelix(396-418)|TMhelix(425-443)|TMhelix(448-470)|DPM_DPG-synthase_like(493-655)|TMhelix(693-715)
tr|A0A0A0CEM4|A0A0A0CEM4_9CELL	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(13-35)|TMhelix(107-129)|TMhelix(136-158)|TMhelix(173-195)|TMhelix(200-219)|TMhelix(224-241)|TMhelix(248-270)|TMhelix(369-391)|TMhelix(404-426)|TMhelix(436-458)|Glyco_tranf_GTA_type(485-684)
tr|A0A1I4I1Y8|A0A1I4I1Y8_9MICO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(21-43)|TMhelix(118-140)|TMhelix(145-167)|TMhelix(182-204)|TMhelix(209-226)|TMhelix(231-248)|TMhelix(255-277)|TMhelix(376-398)|TMhelix(407-429)|TMhelix(439-458)|Glyco_tranf_GTA_type(492-684)
tr|A0A0F2C8Q4|A0A0F2C8Q4_9MICO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(19-38)|TMhelix(81-103)|TMhelix(110-132)|TMhelix(147-169)|TMhelix(182-204)|TMhelix(219-241)|TMhelix(318-340)|TMhelix(350-371)|TMhelix(378-400)|Glyco_tranf_GTA_type(437-633)
tr|A0A1Q9V2B2|A0A1Q9V2B2_9PSEU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-29)|TMhelix(71-93)|TMhelix(100-117)|TMhelix(122-141)|TMhelix(161-183)|TMhelix(198-220)|TMhelix(391-413)|TMhelix(423-445)|TMhelix(452-469)|DPM_DPG-synthase_like(511-675)
tr|A0A1R3XBY2|A0A1R3XBY2_9MICO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(118-140)|TMhelix(153-175)|TMhelix(185-207)|TMhelix(214-233)|TMhelix(238-255)|TMhelix(262-284)|TMhelix(383-405)|TMhelix(414-436)|TMhelix(446-465)|Glyco_tranf_GTA_type(499-692)
tr|C7QIU9|C7QIU9_CATAD	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(20-42)|TMhelix(140-162)|TMhelix(167-186)|TMhelix(196-213)|TMhelix(220-234)|TMhelix(238-260)|TMhelix(265-287)|TMhelix(450-472)|TMhelix(484-506)|DPM1_like(571-791)
tr|A0A1H1TAZ3|A0A1H1TAZ3_9ACTN	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(9-28)|TMhelix(43-65)|TMhelix(72-94)|TMhelix(198-220)|TMhelix(233-255)|TMhelix(409-431)|TMhelix(436-458)|TMhelix(462-484)|DPM_DPG-synthase_like(520-684)
tr|A0A1V9A6L4|A0A1V9A6L4_9PSEU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-29)|TMhelix(72-94)|TMhelix(119-141)|TMhelix(161-183)|TMhelix(195-217)|TMhelix(388-410)|TMhelix(417-439)|TMhelix(449-471)|DPM_DPG-synthase_like(523-681)
tr|A0A222VWA1|A0A222VWA1_9PSEU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-29)|TMhelix(72-94)|TMhelix(101-119)|TMhelix(124-141)|TMhelix(195-217)|TMhelix(388-410)|TMhelix(420-442)|TMhelix(449-468)|DPM_DPG-synthase_like(510-674)
tr|A0A2T0M0U7|A0A2T0M0U7_9PSEU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-29)|TMhelix(71-93)|TMhelix(98-117)|TMhelix(127-146)|TMhelix(201-223)|TMhelix(386-408)|TMhelix(418-440)|TMhelix(447-464)|DPM_DPG-synthase_like(507-660)
tr|C7N0F1|C7N0F1_SACVD	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-29)|TMhelix(72-94)|TMhelix(122-141)|TMhelix(161-183)|TMhelix(195-217)|TMhelix(388-410)|TMhelix(417-439)|TMhelix(449-471)|DPM_DPG-synthase_like(511-675)
tr|H5WY46|H5WY46_9PSEU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-29)|TMhelix(68-90)|TMhelix(122-141)|TMhelix(161-183)|TMhelix(195-217)|TMhelix(387-409)|TMhelix(416-438)|TMhelix(448-467)|DPM_DPG-synthase_like(509-667)
tr|H8GFF7|H8GFF7_9PSEU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-29)|TMhelix(72-94)|TMhelix(122-141)|TMhelix(161-183)|TMhelix(195-217)|TMhelix(388-410)|TMhelix(417-439)|TMhelix(443-465)|DPM_DPG-synthase_like(512-670)
sp|O53493|PPMNT_MYCTU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Lnt|GT-A	TMhelix(21-39)|TMhelix(43-60)|TMhelix(67-89)|TMhelix(99-121)|TMhelix(128-150)|TMhelix(165-187)|TMhelix(206-228)|Lnt(9-535)|DPM1_like(614-839)
tr|D6Z8E5|D6Z8E5_SEGRD	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Lnt|GT-A	TMhelix(12-31)|TMhelix(35-57)|TMhelix(64-86)|TMhelix(91-110)|TMhelix(117-136)|TMhelix(156-178)|TMhelix(190-212)|Lnt(13-516)|DPM1_like(570-794)
tr|B0JXK4|B0JXK4_MICAN	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-26)|TMhelix(86-103)|TMhelix(110-132)|TMhelix(137-159)|TMhelix(164-181)|TMhelix(186-204)|TMhelix(209-231)|PMT_2(63-434)|TMhelix(246-268)|TMhelix(302-324)|TMhelix(339-358)|TMhelix(371-392)|TMhelix(402-424)|TMhelix(457-476)|DPM1_like(631-857)
tr|A0A0C1LEC0|A0A0C1LEC0_9PSEU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(13-32)|TMhelix(74-96)|TMhelix(166-188)|TMhelix(201-223)|TMhelix(393-415)|TMhelix(422-444)|TMhelix(454-473)|DPM_DPG-synthase_like(514-672)
tr|A0A0J8ARL9|A0A0J8ARL9_9ACTN	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(12-34)|TMhelix(71-93)|TMhelix(163-185)|TMhelix(198-220)|TMhelix(390-412)|TMhelix(419-441)|TMhelix(451-470)|DPM_DPG-synthase_like(511-669)
tr|A0A1Q2HMY3|A0A1Q2HMY3_9BACT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(13-35)|TMhelix(45-62)|TMhelix(118-140)|TMhelix(144-163)|TMhelix(172-194)|TMhelix(204-226)|TMhelix(239-261)|DPG_synthase(302-511)
tr|A0A1W6LJC7|A0A1W6LJC7_9BACT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(13-35)|TMhelix(40-62)|TMhelix(118-140)|TMhelix(144-163)|TMhelix(172-194)|TMhelix(204-226)|TMhelix(239-261)|DPG_synthase(302-511)
tr|G0G045|G0G045_AMYMS	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-29)|TMhelix(72-94)|TMhelix(127-146)|TMhelix(161-183)|TMhelix(196-215)|TMhelix(374-396)|TMhelix(408-430)|DPM_DPG-synthase_like(488-652)
tr|A0A1S1RHD9|A0A1S1RHD9_9ACTN	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Acyltransferase|GT-A	TMhelix(51-69)|TMhelix(73-90)|TMhelix(97-119)|TMhelix(124-146)|TMhelix(151-168)|TMhelix(194-216)|TMhelix(274-296)|ALP_N-acyl_transferase(307-577)|DPM1_like(648-873)
tr|A0A2S9AET1|A0A2S9AET1_9MICO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|SLC5-6-like_sbd|TMhelix|DUF2298|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(115-137)|TMhelix(162-184)|TMhelix(191-213)|TMhelix(223-245)|TMhelix(258-280)|TMhelix(290-323)|SLC5-6-like_sbd(291-371)|TMhelix(336-358)|DUF2298(259-480)|TMhelix(388-410)|TMhelix(419-438)|TMhelix(448-470)|Glyco_tranf_GTA_type(507-700)
tr|A0A1H4V2N8|A0A1H4V2N8_9PSEU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(72-94)|TMhelix(127-146)|TMhelix(161-183)|TMhelix(196-215)|TMhelix(374-396)|TMhelix(408-430)|DPM_DPG-synthase_like(488-652)
tr|A0A1H5Q8J9|A0A1H5Q8J9_9PSEU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(72-94)|TMhelix(127-146)|TMhelix(161-183)|TMhelix(190-212)|TMhelix(374-396)|TMhelix(408-430)|DPM_DPG-synthase_like(488-646)
tr|A0A1I6NXL5|A0A1I6NXL5_9PSEU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(131-150)|TMhelix(165-187)|TMhelix(199-221)|TMhelix(388-410)|TMhelix(417-439)|TMhelix(449-466)|DPM_DPG-synthase_like(515-672)
tr|A0A1K1SBG1|A0A1K1SBG1_9PSEU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-29)|TMhelix(72-94)|TMhelix(123-142)|TMhelix(162-184)|TMhelix(406-428)|TMhelix(435-454)|DPM_DPG-synthase_like(488-652)
tr|A0A229TDU5|A0A229TDU5_9PSEU	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(72-94)|TMhelix(127-146)|TMhelix(161-183)|TMhelix(196-213)|TMhelix(374-396)|TMhelix(408-430)|DPM_DPG-synthase_like(488-646)
tr|A0A0N1KHH9|A0A0N1KHH9_9BACI	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Phospholipase|GT-A	TMhelix(17-39)|TMhelix(43-65)|TMhelix(70-89)|TMhelix(94-116)|TMhelix(169-191)|Enpp(220-463)|DPM_DPG-synthase_like(494-654)
tr|A0A0D8FTH1|A0A0D8FTH1_9ACTN	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|MATE_like|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(13-35)|TMhelix(50-72)|TMhelix(93-115)|TMhelix(120-142)|TMhelix(155-177)|MATE_like(14-341)|TMhelix(182-204)|TMhelix(217-236)|TMhelix(256-278)|TMhelix(299-321)|TMhelix(336-358)|TMhelix(365-384)|TMhelix(388-405)|Glyco_tranf_GTA_type(440-636)
tr|A0A2H5WBE1|A0A2H5WBE1_9BACT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Lnt|GT-A	TMhelix(26-48)|TMhelix(52-74)|TMhelix(81-103)|TMhelix(123-145)|TMhelix(158-180)|Lnt(2-449)|DPM1_like(482-705)
tr|G5HAU1|G5HAU1_9BACT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(15-32)|TMhelix(66-88)|TMhelix(92-114)|TMhelix(121-143)|TMhelix(158-180)|GT87(68-291)|TMhelix(193-215)|TMhelix(246-268)|TMhelix(326-348)|TMhelix(355-372)|Glyco_tranf_GTA_type(406-601)
tr|S3WV62|S3WV62_9ACTN	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(21-40)|TMhelix(50-69)|TMhelix(76-98)|TMhelix(113-135)|TMhelix(142-164)|DPM_DPG-synthase_like(263-440)
tr|A0A1S1R9W6|A0A1S1R9W6_9ACTN	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Acyltransferase|GT-A	TMhelix(63-85)|TMhelix(95-117)|TMhelix(124-146)|TMhelix(191-213)|TMhelix(226-248)|ALP_N-acyl_transferase(254-531)|DPM1_like(596-819)
tr|U2SAB9|U2SAB9_9ACTN	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Acyltransferase|GT-A	TMhelix(34-56)|TMhelix(71-93)|TMhelix(100-122)|TMhelix(171-193)|TMhelix(206-228)|ALP_N-acyl_transferase(236-508)|DPM1_like(579-797)
tr|A4FLF2|A4FLF2_SACEN	TMhelix|TMhelix|TMhelix|TMhelix|MerC|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(28-45)|TMhelix(92-114)|TMhelix(148-167)|TMhelix(182-204)|MerC(172-249)|TMhelix(216-238)|TMhelix(403-425)|TMhelix(432-454)|DPM_DPG-synthase_like(578-735)
tr|A0A060RD53|A0A060RD53_9BACT	TMhelix|TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(13-35)|TMhelix(77-99)|TMhelix(129-148)|TMhelix(153-175)|GT87(63-286)|TMhelix(182-201)|TMhelix(243-265)|TMhelix(272-291)|TMhelix(296-313)|TMhelix(320-342)|DPM_DPG-synthase_like(398-584)
tr|A0A1M5EEC1|A0A1M5EEC1_9BACE	TMhelix|TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(19-41)|TMhelix(85-107)|TMhelix(120-153)|TMhelix(163-185)|GT87(73-302)|TMhelix(192-211)|TMhelix(260-277)|TMhelix(297-319)|TMhelix(329-351)|TMhelix(358-377)|DPM_DPG-synthase_like(410-597)
tr|Q1ISV9|Q1ISV9_KORVE	TMhelix|TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(24-46)|TMhelix(86-108)|TMhelix(115-137)|TMhelix(161-183)|PMT_2(93-254)|TMhelix(196-218)|TMhelix(233-255)|TMhelix(382-401)|DPM_DPG-synthase_like(453-641)
tr|R4YWB9|R4YWB9_9ACTN	TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(23-45)|TMhelix(52-74)|TMhelix(89-111)|TMhelix(118-140)|Glyco_tranf_GTA_type(171-367)
tr|A0A162K4F2|A0A162K4F2_9ACTN	TMhelix|TMhelix|TMhelix|TMhelix|Acyltransferase|GT-A|PLN02983	TMhelix(38-60)|TMhelix(80-102)|TMhelix(109-131)|TMhelix(237-259)|ALP_N-acyl_transferase(269-542)|DPM1_like(636-859)|PLN02983(868-918)
tr|A8L884|A8L884_FRASN	TMhelix|TMhelix|TMhelix|TMhelix|Acyltransferase|GT-A	TMhelix(55-77)|TMhelix(92-114)|TMhelix(121-143)|TMhelix(188-210)|ALP_N-acyl_transferase(273-550)|DPM1_like(608-831)
tr|E3J1J1|E3J1J1_FRAIE	TMhelix|TMhelix|TMhelix|TMhelix|Acyltransferase|GT-A	TMhelix(54-76)|TMhelix(96-118)|TMhelix(125-147)|TMhelix(254-276)|ALP_N-acyl_transferase(287-557)|DPM1_like(639-857)
tr|I0V490|I0V490_9PSEU	TMhelix|TMhelix|TMhelix|Stt3|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-29)|TMhelix(72-94)|TMhelix(122-144)|Stt3(29-242)|TMhelix(164-186)|TMhelix(198-220)|TMhelix(392-414)|TMhelix(421-440)|TMhelix(450-472)|DPM_DPG-synthase_like(514-672)
tr|A0A1E3H1W9|A0A1E3H1W9_9RHIZ	TMhelix|TMhelix|TMhelix|PAP2_like|TMhelix|TMhelix|GT-A	TMhelix(25-47)|TMhelix(72-94)|TMhelix(107-129)|PAP2_like(46-223)|TMhelix(157-179)|TMhelix(184-206)|DPM_DPG-synthase_like(306-483)
tr|A0A1I4QKP3|A0A1I4QKP3_9RHIZ	TMhelix|TMhelix|TMhelix|PAP2_like|TMhelix|TMhelix|GT-A	TMhelix(20-37)|TMhelix(64-81)|TMhelix(94-116)|PAP2_like(54-211)|TMhelix(161-180)|TMhelix(193-212)|DPM_DPG-synthase_like(295-472)
tr|A0A2G9X266|A0A2G9X266_9RHIZ	TMhelix|TMhelix|TMhelix|PAP2_like|TMhelix|TMhelix|GT-A	TMhelix(15-37)|TMhelix(57-79)|TMhelix(99-121)|PAP2_like(54-211)|TMhelix(169-186)|TMhelix(193-212)|DPM_DPG-synthase_like(295-472)
tr|A0A1H1JBY0|A0A1H1JBY0_9RHIZ	TMhelix|TMhelix|TMhelix|PAP2_like|GT-A	TMhelix(40-62)|TMhelix(77-99)|TMhelix(119-141)|PAP2_like(52-234)|DPM_DPG-synthase_like(298-475)
tr|A0A1W2DH60|A0A1W2DH60_9RHIZ	TMhelix|TMhelix|TMhelix|PAP2_like_6|TMhelix|TMhelix|GT-A	TMhelix(27-49)|TMhelix(78-100)|TMhelix(113-132)|PAP2_like_6(46-239)|TMhelix(190-208)|TMhelix(221-240)|DPM_DPG-synthase_like(299-476)
tr|A0A1X0SZP3|A0A1X0SZP3_9RHIZ	TMhelix|TMhelix|TMhelix|PAP2_like_6|TMhelix|TMhelix|GT-A	TMhelix(53-75)|TMhelix(102-124)|TMhelix(136-155)|PAP2_like_6(70-262)|TMhelix(215-237)|TMhelix(244-263)|DPM_DPG-synthase_like(343-520)
tr|A0A1F3T558|A0A1F3T558_9PROT	TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|GH	TMhelix(9-31)|TMhelix(139-161)|TMhelix(166-188)|GT87(66-315)|TMhelix(200-222)|TMhelix(270-292)|TMhelix(299-318)|TMhelix(333-355)|TMhelix(368-390)|Glyco_tranf_GTA_type(508-647)|YdjC(693-820)
tr|A6LI36|A6LI36_PARD8	TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(17-39)|TMhelix(76-98)|TMhelix(161-183)|GT87(70-296)|TMhelix(188-210)|TMhelix(258-275)|TMhelix(296-318)|TMhelix(333-355)|Glyco_tranf_GTA_type(404-589)
tr|C7QKK9|C7QKK9_CATAD	TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(36-58)|TMhelix(182-204)|TMhelix(251-273)|PMT_2(160-376)|TMhelix(359-381)|TMhelix(386-408)|TMhelix(418-440)|DPM_DPG-synthase_like(480-648)
tr|Q8A2B7|Q8A2B7_BACTN	TMhelix|TMhelix|TMhelix|GT|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-29)|TMhelix(128-150)|TMhelix(160-182)|GT87(70-296)|TMhelix(189-208)|TMhelix(259-276)|TMhelix(328-350)|Glyco_tranf_GTA_type(405-604)
tr|A0A023X0N0|A0A023X0N0_9ACTN	TMhelix|TMhelix|TMhelix|GT-A	TMhelix(5-23)|TMhelix(36-55)|TMhelix(70-88)|DPM_DPG-synthase_like(133-310)
tr|A0A0D2J5C3|A0A0D2J5C3_9DELT	TMhelix|TMhelix|TMhelix|GT-A	TMhelix(4-21)|TMhelix(33-55)|TMhelix(70-87)|DPM_DPG-synthase_like(126-292)
tr|A0A2A5QZI9|A0A2A5QZI9_9EURY	TMhelix|TMhelix|TMhelix|GT-A	TMhelix(10-25)|TMhelix(37-54)|TMhelix(69-91)|DPM_DPG-synthase_like(123-301)
tr|A0A2C8FFE8|A0A2C8FFE8_9DELT	TMhelix|TMhelix|TMhelix|GT-A	TMhelix(4-20)|TMhelix(33-55)|TMhelix(70-87)|DPM_DPG-synthase_like(124-278)
tr|A0A2H5WD24|A0A2H5WD24_9BACT	TMhelix|TMhelix|TMhelix|GT-A	TMhelix(4-21)|TMhelix(28-50)|TMhelix(70-88)|DPM_DPG-synthase_like(127-304)
tr|A0A2R6ICR2|A0A2R6ICR2_9EURY	TMhelix|TMhelix|TMhelix|GT-A	TMhelix(13-35)|TMhelix(48-70)|TMhelix(80-102)|DPM_DPG-synthase_like(134-289)
tr|A0A2S3QJQ0|A0A2S3QJQ0_9FIRM	TMhelix|TMhelix|TMhelix|GT-A	TMhelix(4-22)|TMhelix(29-51)|TMhelix(61-80)|DPM_DPG-synthase_like(120-281)
tr|A8ZT92|A8ZT92_DESOH	TMhelix|TMhelix|TMhelix|GT-A	TMhelix(4-22)|TMhelix(34-56)|TMhelix(71-93)|DPM_DPG-synthase_like(126-290)
tr|I7CN62|I7CN62_NATSJ	TMhelix|TMhelix|TMhelix|GT-A	TMhelix(6-25)|TMhelix(37-54)|TMhelix(69-91)|DPM_DPG-synthase_like(123-301)
tr|M0B6Y9|M0B6Y9_NATA1	TMhelix|TMhelix|TMhelix|GT-A	TMhelix(4-25)|TMhelix(38-60)|TMhelix(70-92)|DPM_DPG-synthase_like(125-303)
tr|A0A1H6FJH6|A0A1H6FJH6_THEAL	TMhelix|TMhelix|TMhelix|ALP_like|AslA|GT-A	TMhelix(67-84)|TMhelix(90-112)|TMhelix(164-186)|ALP_like(212-404)|AslA(368-474)|DPM_DPG-synthase_like(489-640)
tr|A0A2H6B7E4|A0A2H6B7E4_9BACT	TMhelix|TMhelix|TMhelix|ALP_like|ALP_like|GT-A	TMhelix(37-59)|TMhelix(72-89)|TMhelix(93-115)|ALP_like(213-404)|ALP_like(369-457)|DPM_DPG-synthase_like(490-665)
tr|A0A238WBS7|A0A238WBS7_9PSEU	TMhelix|TMhelix|TMhelix|AglD2|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(45-64)|TMhelix(115-137)|TMhelix(147-169)|AglD2(48-281)|TMhelix(182-204)|TMhelix(241-263)|TMhelix(270-292)|DPM_DPG-synthase_like(316-469)
