tr|A0A1H3YPM5|A0A1H3YPM5_9FIRM	YscO|GT-A|GT-A	YscO(26-78)|Glyco_tranf_GTA_type(131-336)|GT_2_like_c(398-623)
tr|A0A0J7Y4W9|A0A0J7Y4W9_9SPHN	Trypan_PARP|DUF4813|PHA03269|GT-A|GT-B	Trypan_PARP(40-174)|DUF4813(118-197)|PHA03269(118-291)|Glyco_tranf_GTA_type(297-483)|Glycosyltransferase_GTB-type(614-910)
tr|A0A1Q7IHP1|A0A1Q7IHP1_9CHLR	tRNA_synthetase|GT-A|ureE	cysS(1-477)|Glyco_tranf_GTA_type(516-704)|ureE(759-804)
tr|A0A1F8RG62|A0A1F8RG62_9CHLR	tRNA_synthetase|GT-A	cysS(22-475)|Glyco_tranf_GTA_type(510-687)
tr|A0A1F8RQJ3|A0A1F8RQJ3_9CHLR	tRNA_synthetase|GT-A	cysS(1-452)|Glyco_tranf_GTA_type(489-670)
tr|A0A1Q3SH45|A0A1Q3SH45_9CHLR	tRNA_synthetase|GT-A	cysS(111-237)|Glyco_tranf_GTA_type(337-532)
tr|A0A1Q7A7L1|A0A1Q7A7L1_9CHLR	tRNA_synthetase|GT-A	cysS(1-473)|Glyco_tranf_GTA_type(512-696)
tr|A0A1Q7QKI2|A0A1Q7QKI2_9CHLR	tRNA_synthetase|GT-A	cysS(3-443)|Glyco_tranf_GTA_type(496-672)
tr|A0A1Q7UQP3|A0A1Q7UQP3_9CHLR	tRNA_synthetase|GT-A	cysS(10-483)|Glyco_tranf_GTA_type(522-706)
tr|A0A2H5YI03|A0A2H5YI03_9BACT	tRNA_synthetase|GT-A	cysS(1-430)|Glyco_tranf_GTA_type(478-657)
tr|A0A2N0KIU1|A0A2N0KIU1_9CHLR	tRNA_synthetase|GT-A	cysS(1-457)|Glyco_tranf_GTA_type(499-685)
tr|A0A2N0KNW6|A0A2N0KNW6_9CHLR	tRNA_synthetase|GT-A	cysS(1-456)|Glyco_tranf_GTA_type(495-685)
tr|A0A2N0KRU2|A0A2N0KRU2_9CHLR	tRNA_synthetase|GT-A	cysS(1-453)|Glyco_tranf_GTA_type(505-693)
tr|A0A2N0KTZ3|A0A2N0KTZ3_9CHLR	tRNA_synthetase|GT-A	cysS(1-468)|Glyco_tranf_GTA_type(496-676)
tr|A0A2N0KYW1|A0A2N0KYW1_9CHLR	tRNA_synthetase|GT-A	cysS(1-468)|Glyco_tranf_GTA_type(496-688)
tr|A0A2N0LLQ5|A0A2N0LLQ5_9CHLR	tRNA_synthetase|GT-A	cysS(1-457)|Glyco_tranf_GTA_type(495-685)
tr|A0A257CUT5|A0A257CUT5_9BURK	Trm112p|MT|BioC|GT-A	Trm112p(19-61)|Methyltransf_11(99-171)|BioC(98-254)|Glyco_tranf_GTA_type(394-493)
tr|A0A0Q5ZG64|A0A0Q5ZG64_9RHIZ	trehalose_TreY|GT-A|GT-A	trehalose_TreY(101-258)|GT2_RfbC_Mx_like(229-430)|Glyco_tranf_GTA_type(489-709)
tr|R1G429|R1G429_EMIHU	Transporter|GT-A	Mito_carr(135-198)|Glycos_transf_2(405-548)
tr|R1G2Q9|R1G2Q9_EMIHU	Transporter|3a0801s09|GT-A	Mito_carr(135-198)|3a0801s09(195-390)|Glycos_transf_2(405-548)
tr|A0A1C3JZ95|A0A1C3JZ95_9BURK	TPR_hemY_coli|Spy|GT-A|GT-A	TPR_hemY_coli(23-97)|Spy(63-616)|Glyco_tranf_GTA_type(1036-1207)|Glycos_transf_2(1316-1477)
tr|A0A223KVH0|A0A223KVH0_9BACI	TPR_hemY_coli|GT-A|GT-B	TPR_hemY_coli(41-184)|Glycos_transf_2(227-392)|Glycosyltransferase_GTB-type(702-841)
tr|K9YEM2|K9YEM2_HALP7	TPR_2|PEP_TPR_lipo|GT-A|GT-B|GT-A	TPR_2(33-66)|PEP_TPR_lipo(14-93)|Glyco_tranf_GTA_type(252-465)|Glycosyltransferase_GTB-type(600-924)|GT_2_like_c(1141-1356)
tr|A0A1I2AT77|A0A1I2AT77_9PROT	TPR_19|GT|GT-B|GT-A	TPR_19(271-338)|Glyco_tran_WbsX(347-689)|GT4_PimA-like(722-1082)|Glycos_transf_2(1110-1288)
tr|A0A2M7ZD58|A0A2M7ZD58_9BACT	TPR_19|GT-A|COG4641|MT|CE4_SF|GT-A|GT-A|GT-A|GT-A	TPR_19(15-73)|GT_2_like_c(106-318)|COG4641(485-671)|Methyltransf_11(739-821)|CE4_SF(940-1167)|Glyco_tranf_GTA_type(1195-1306)|GT2(1191-1427)|GT_2_like_c(1576-1791)|GT_2_like_c(1836-2037)
tr|A0A073K2G3|A0A073K2G3_9BACI	TPR_19|GT-A	TPR_19(18-78)|Glyco_tranf_GTA_type(144-358)
tr|A0A2M9PB27|A0A2M9PB27_9RHOB	TPR_19|GT-A	TPR_19(127-193)|Glyco_tranf_GTA_type(266-446)
tr|D4ZWC6|D4ZWC6_ARTPN	TPR_16|PEP_TPR_lipo|GT-A|GT-B	TPR_16(6-70)|PEP_TPR_lipo(13-285)|Glyco_tranf_GTA_type(349-530)|Glycosyltransferase_GTB-type(863-940)
tr|A0A259UMT3|A0A259UMT3_9FIRM	TPR_16|GT-B|GT-A|GT-A|PEP_TPR_lipo	TPR_16(52-110)|Glycosyltransferase_GTB-type(133-380)|Glyco_tranf_GTA_type(452-571)|WcaA(447-750)|PEP_TPR_lipo(846-906)
tr|A0A238YMX9|A0A238YMX9_9RHOB	TPR_16|GT-A|GT-B|GT-B	TPR_16(11-70)|GT_2_WfgS_like(126-322)|GT4_PimA-like(457-790)|Glycosyltransferase_GTB-type(833-1232)
tr|A0A1H3E5W4|A0A1H3E5W4_ALLWA	TPR_16|GT-A|GT-B	TPR_16(5-49)|Glyco_tranf_GTA_type(119-305)|GT4_PimA-like(373-737)
tr|A0A222SG41|A0A222SG41_9CHLB	TPR_16|GT-A|GT-A|GT-B	TPR_16(4-67)|Glycos_transf_2(90-204)|WcaA(86-349)|GT4_PimA-like(444-737)
tr|A0A1Q9ACY4|A0A1Q9ACY4_9RHIZ	TPR_16|GT-A|GT-A	TPR_16(37-95)|Glyco_tranf_GTA_type(407-519)|GT_2_like_c(578-794)
tr|A0A1F2PH22|A0A1F2PH22_9FIRM	TPR_16|GT-A	TPR_16(45-94)|Glycos_transf_2(126-281)
tr|A0A2T0BG16|A0A2T0BG16_9CLOT	TPR_16|GT-A	TPR_16(45-94)|Glycos_transf_2(126-281)
tr|W9UU66|W9UU66_9GAMM	TPR_14|GT-A	TPR_14(242-272)|Glyco_tranf_GTA_type(328-507)
tr|B7JYD8|B7JYD8_CYAP8	TPR_12|TPR_1|Spy|PEP_TPR_lipo|GT-A	TPR_12(12-89)|TPR_1(57-89)|Spy(82-605)|PEP_TPR_lipo(535-892)|Glycos_transf_2(938-1104)
tr|W4HFV8|W4HFV8_9RHOB	TPR_12|GT-A|Rhamno_transf	TPR_12(83-163)|Glyco_tranf_GTA_type(233-412)|Rhamno_transf(636-772)
tr|T2GFA4|T2GFA4_DESGG	TPR_12|GT-A	TPR_12(159-225)|GT2(261-501)
tr|Q110Q1|Q110Q1_TRIEI	TPR_11|type_IV_pilW|GT-A|GT-B	TPR_11(14-51)|type_IV_pilW(21-124)|GT_2_like_c(185-393)|Glyco_trans_1_4(641-785)
tr|A0A1X0SVV5|A0A1X0SVV5_9RHIZ	TPR_11|PRK11447|GT-A|GT-A	TPR_11(97-138)|PRK11447(98-259)|Glyco_tranf_GTA_type(261-437)|Glyco_tranf_GTA_type(501-719)
tr|A0A0Q4LCE5|A0A0Q4LCE5_9SPHN	TPR_11|PGA_TPR_OMP|GT-A	TPR_11(49-90)|PGA_TPR_OMP(23-131)|Glyco_tranf_GTA_type(419-641)
tr|A0A0Q4FQN5|A0A0Q4FQN5_9SPHN	TPR_11|GT-A|GT-A	TPR_11(59-100)|GT2_RfbC_Mx_like(362-566)|GT_2_like_c(625-842)
tr|A0A0A8K608|A0A0A8K608_9RHIZ	TPK|GT-A|TMhelix|TMhelix|IncA	TPK(37-205)|Glyco_tranf_GTA_type(310-496)|TMhelix(721-743)|TMhelix(750-772)|IncA(727-920)
tr|A0A2N2N3N2|A0A2N2N3N2_9CHLR	TPK|GT-A|PEP_TPR_lipo	TPK(15-159)|Glyco_tranf_GTA_type(270-470)|PEP_TPR_lipo(472-776)
tr|A0A1Y4BU40|A0A1Y4BU40_9FIRM	TPK|GT-A	TPK(211-375)|Glyco_tranf_GTA_type(484-594)
tr|A0A202DEC1|A0A202DEC1_9BACT	TPK|GT-A	TPK(24-173)|Glyco_tranf_GTA_type(261-484)
tr|A0A1M7RSI5|A0A1M7RSI5_9DELT	TPK|GT	TPK(105-258)|PRK10073(367-549)
tr|A0A1U9LER3|A0A1U9LER3_9PROT	TonB_N|GT-B|GT-A	TonB_N(334-419)|GT4_PimA-like(408-763)|Glycos_transf_2(810-915)
tr|A0A1H0BF12|A0A1H0BF12_9DELT	tol_pal_ybgF|GT-A	tol_pal_ybgF(17-64)|Glyco_tranf_GTA_type(103-328)
tr|A0A1C2IJV8|A0A1C2IJV8_ACITH	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Transporter|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(44-63)|TMhelix(89-111)|TMhelix(131-150)|TMhelix(162-184)|TMhelix(188-210)|MATE_Wzx_like(5-406)|TMhelix(230-247)|TMhelix(267-289)|TMhelix(302-324)|TMhelix(329-351)|TMhelix(383-405)|TMhelix(425-444)|TMhelix(451-468)|GT_2_like_d(509-733)
tr|A1R6N5|A1R6N5_PAEAT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Uncharacterized|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(20-42)|TMhelix(46-68)|TMhelix(81-103)|TMhelix(118-137)|TMhelix(149-171)|TMhelix(176-195)|MATE_tuaB_like(12-415)|TMhelix(207-229)|TMhelix(244-266)|TMhelix(286-308)|TMhelix(318-340)|TMhelix(361-380)|TMhelix(384-403)|TMhelix(416-438)|TMhelix(443-465)|Glycos_transf_2(513-679)
tr|F9ZKY1|F9ZKY1_ACICS	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Transporter|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(40-62)|TMhelix(72-94)|TMhelix(119-141)|TMhelix(164-186)|TMhelix(193-215)|TMhelix(219-241)|MATE_Wzx_like(36-437)|TMhelix(261-278)|TMhelix(298-320)|TMhelix(341-360)|TMhelix(409-431)|TMhelix(455-477)|TMhelix(482-499)|GT_2_like_d(540-764)
tr|Q74I34|Q74I34_LACJO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|GT-A	TMhelix(9-28)|TMhelix(33-52)|TMhelix(65-87)|TMhelix(91-108)|TMhelix(115-132)|TMhelix(136-158)|TMhelix(165-183)|TMhelix(193-215)|TMhelix(222-241)|TMhelix(251-273)|Glyco_tranf_GTA_type(281-367)|BcsA(240-444)
tr|A0A2A9E1T5|A0A2A9E1T5_9MICO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(20-42)|TMhelix(49-71)|TMhelix(98-120)|TMhelix(132-154)|TMhelix(174-205)|TMhelix(225-247)|TMhelix(262-284)|TMhelix(309-331)|TMhelix(341-363)|TMhelix(370-392)|Glyco_tranf_GTA_type(469-682)
tr|A0A2H0LJ58|A0A2H0LJ58_9BACT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Protein_Binding|TMhelix|TMhelix|GT-A|GT-A	TMhelix(10-27)|TMhelix(40-62)|TMhelix(120-142)|TMhelix(154-176)|TMhelix(180-197)|TMhelix(209-226)|TMhelix(231-253)|TMhelix(260-277)|TPR(277-519)|TMhelix(662-684)|TMhelix(691-713)|Glyco_tranf_GTA_type(776-889)|mycofact_glyco(761-1078)
tr|I7L6N6|I7L6N6_9LACO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(7-25)|TMhelix(35-52)|TMhelix(85-107)|TMhelix(135-152)|TMhelix(165-184)|TMhelix(194-213)|TMhelix(220-242)|TMhelix(252-274)|Glyco_tranf_GTA_type(281-446)
tr|A0A1G1PYY8|A0A1G1PYY8_9BACT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Protein_Binding|TMhelix|TMhelix|TMhelix|GT-A|GT-A	TMhelix(10-27)|TMhelix(40-62)|TMhelix(125-147)|TMhelix(154-176)|TMhelix(180-197)|TMhelix(210-227)|TMhelix(231-253)|TPR(296-509)|TMhelix(706-723)|TMhelix(733-755)|TMhelix(767-789)|Glyco_tranf_GTA_type(851-961)|WcaA(847-1103)
tr|A0A1Z9TUA3|A0A1Z9TUA3_9PROT	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|MATE_like|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(12-31)|TMhelix(41-63)|TMhelix(105-122)|TMhelix(132-154)|TMhelix(166-183)|TMhelix(188-207)|TMhelix(238-260)|MATE_like(103-426)|TMhelix(264-286)|TMhelix(311-333)|TMhelix(343-365)|TMhelix(377-399)|TMhelix(404-423)|GT_2_like_d(459-673)
tr|A0A0R1RQN0|A0A0R1RQN0_9LACO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|GT-A|GT-A	TMhelix(13-32)|TMhelix(47-69)|TMhelix(81-103)|TMhelix(136-158)|TMhelix(165-179)|TMhelix(183-202)|TMhelix(209-231)|Wzy_C(1-449)|TMhelix(369-391)|TMhelix(403-425)|Glyco_tranf_GTA_type(462-571)|WcaA(456-763)
tr|A0A0R2DK04|A0A0R2DK04_9LACO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|GT-A	TMhelix(39-61)|TMhelix(68-85)|TMhelix(100-122)|TMhelix(135-157)|TMhelix(188-210)|TMhelix(217-234)|TMhelix(238-257)|Wzy_C(5-502)|TMhelix(269-286)|TMhelix(421-443)|Glycos_transf_2(514-678)
tr|A0A0R2HWS0|A0A0R2HWS0_CARDV	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|TMhelix|GT-A	TMhelix(19-36)|TMhelix(49-66)|TMhelix(73-95)|TMhelix(110-132)|TMhelix(139-161)|TMhelix(198-220)|TMhelix(245-267)|Wzy_C(16-511)|TMhelix(277-296)|TMhelix(436-458)|Glyco_tranf_GTA_type(524-677)
tr|H8L3P3|H8L3P3_FRAAD	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Ligase|TMhelix|GT-A	TMhelix(19-36)|TMhelix(46-68)|TMhelix(81-98)|TMhelix(108-125)|TMhelix(132-154)|TMhelix(164-186)|TMhelix(244-261)|Wzy_C(202-321)|TMhelix(315-337)|Glyco_tranf_GTA_type(442-553)
tr|A0A0R1YJA1|A0A0R1YJA1_9LACO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(13-30)|TMhelix(40-62)|TMhelix(71-93)|TMhelix(122-144)|TMhelix(165-182)|TMhelix(197-214)|TMhelix(226-248)|Glyco_tranf_GTA_type(283-449)
tr|E4NKE2|E4NKE2_KITSK	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(83-105)|TMhelix(176-198)|TMhelix(211-233)|TMhelix(285-302)|TMhelix(315-337)|TMhelix(357-374)|TMhelix(395-417)|Glyco_tranf_GTA_type(1197-1418)
tr|A0A239QUI9|A0A239QUI9_9MICO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|O-ag_pol_Wzy|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(81-103)|TMhelix(118-137)|TMhelix(167-189)|TMhelix(209-231)|TMhelix(238-257)|TMhelix(261-278)|O-ag_pol_Wzy(56-485)|TMhelix(285-307)|TMhelix(413-435)|TMhelix(442-459)|TMhelix(469-491)|Glycos_transf_2(543-677)
tr|K9AYU2|K9AYU2_9MICO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|MATE_like|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(12-34)|TMhelix(39-61)|TMhelix(81-103)|TMhelix(113-135)|TMhelix(142-164)|TMhelix(169-191)|MATE_like(5-400)|TMhelix(287-309)|TMhelix(324-346)|TMhelix(353-375)|TMhelix(380-402)|Glycos_transf_2(442-556)
tr|A0A0R1S0E4|A0A0R1S0E4_9LACO	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A|GT-A	TMhelix(44-66)|TMhelix(73-106)|TMhelix(116-138)|TMhelix(151-173)|TMhelix(183-201)|TMhelix(208-230)|Glycos_transf_2(235-347)|WcaA(231-519)
tr|L1MKW1|L1MKW1_9CORY	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|MATE_like|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(35-52)|TMhelix(73-95)|TMhelix(110-132)|TMhelix(137-159)|TMhelix(164-183)|MATE_like(4-363)|TMhelix(204-223)|TMhelix(233-255)|TMhelix(284-306)|TMhelix(316-338)|TMhelix(345-367)|Glyco_tranf_GTA_type(417-619)
tr|A0A1F8S4Y7|A0A1F8S4Y7_9CHLR	TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|MATE_like|TMhelix|TMhelix|TMhelix|GT-A|Smr	TMhelix(25-47)|TMhelix(67-89)|TMhelix(102-124)|TMhelix(139-161)|TMhelix(197-219)|MATE_like(39-418)|TMhelix(312-334)|TMhelix(349-368)|TMhelix(381-403)|Glyco_tranf_GTA_type(478-598)|Smr(729-784)
tr|A0A1Q9SVU4|A0A1Q9SVU4_9PSEU	TMhelix|TMhelix|TMhelix|TMhelix|MATE_like|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(44-66)|TMhelix(94-111)|TMhelix(115-137)|TMhelix(150-172)|MATE_like(11-337)|TMhelix(177-199)|TMhelix(256-278)|TMhelix(291-313)|TMhelix(328-350)|mycofact_glyco(428-711)
tr|A0A2M6W8T5|A0A2M6W8T5_9BACT	TMhelix|TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix	TMhelix(20-37)|TMhelix(47-69)|TMhelix(74-96)|TMhelix(100-122)|Glyco_tranf_GTA_type(151-371)|TMhelix(352-371)|TMhelix(391-408)
tr|A0A2A2KG87|A0A2A2KG87_9BILA	TMhelix|TMhelix|TMhelix|TMhelix|EPS_sugtrans|TMhelix|GT-A	TMhelix(30-52)|TMhelix(62-84)|TMhelix(91-113)|TMhelix(123-142)|EPS_sugtrans(35-407)|TMhelix(272-294)|GT2(419-695)
tr|A0A1H6Z631|A0A1H6Z631_9MICO	TMhelix|TMhelix|TMhelix|GT-A|GT-B	TMhelix(9-31)|TMhelix(36-58)|TMhelix(78-95)|Glyco_tranf_GTA_type(393-561)|Glycosyltransferase_GTB-type(903-1001)
tr|A0A1D3TT10|A0A1D3TT10_9FIRM	TMhelix|TMhelix|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(6-28)|TMhelix(495-517)|TMhelix(544-566)|CESA_like(591-813)|BcsA(542-1004)|TMhelix(764-786)|TMhelix(892-914)|TMhelix(921-943)|TMhelix(948-970)
tr|A0A1M5QKA5|A0A1M5QKA5_9CLOT	TMhelix|TMhelix|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(7-29)|TMhelix(450-469)|TMhelix(495-517)|CESA_like(543-765)|BcsA(486-952)|TMhelix(844-866)|TMhelix(873-895)|TMhelix(910-932)
tr|R5XU74|R5XU74_9PROT	TMhelix|TMhelix|TMhelix|DUF2339|TMhelix|GT	TMhelix(29-51)|TMhelix(88-110)|TMhelix(123-145)|DUF2339(63-212)|TMhelix(194-213)|PRK10073(240-400)
tr|Q1QJ19|Q1QJ19_NITHX	TMhelix|TMhelix|TMhelix|Acetyltransferase|TMhelix|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(44-66)|TMhelix(86-108)|TMhelix(153-175)|OafA(15-340)|TMhelix(180-197)|TMhelix(207-229)|TMhelix(285-304)|TMhelix(309-331)|GT_2_like_c(402-625)
tr|A0A0K9I3Z5|A0A0K9I3Z5_9DELT	TMhelix|TMhelix|TMhelix	TMhelix(240-262)|TMhelix(269-291)|TMhelix(301-323)
tr|A0A1G6XWD8|A0A1G6XWD8_9BURK	TMhelix|TMhelix|MATE_like|TMhelix|TMhelix|TMhelix|GT-A	TMhelix(38-60)|TMhelix(90-112)|MATE_like(8-199)|TMhelix(117-136)|TMhelix(149-171)|TMhelix(176-198)|Glycos_transf_2(247-396)
tr|A0A068QTI3|A0A068QTI3_9GAMM	TMhelix|TMhelix|hmsR|TMhelix|TMhelix|TMhelix	TMhelix(21-43)|TMhelix(47-69)|hmsR(15-456)|TMhelix(341-363)|TMhelix(378-397)|TMhelix(409-431)
tr|A0A090USH6|A0A090USH6_9ENTR	TMhelix|TMhelix|hmsR|TMhelix|TMhelix|TMhelix	TMhelix(5-27)|TMhelix(33-55)|hmsR(1-443)|TMhelix(328-350)|TMhelix(360-382)|TMhelix(395-417)
