tr|A0A1J1I7L4|A0A1J1I7L4_9DIPT	Zona_pellucida|TMhelix|GT-A	Zona_pellucida(1-241)|TMhelix(359-378)|GT13_GLCNAC-TI(469-796)
tr|A0A0D2X520|A0A0D2X520_CAPO3	TMhelix|GT|GT-A	TMhelix(31-50)|PANDER_like(159-307)|Glyco_tranf_GTA_type(354-692)
tr|A0A0P5VDN0|A0A0P5VDN0_9CRUS	TMhelix|GT|GT-A	TMhelix(63-85)|PANDER_like(114-269)|Glyco_tranf_GTA_type(325-651)
tr|A0A1D1UXF8|A0A1D1UXF8_RAMVA	TMhelix|GT|GT-A	TMhelix(21-43)|PANDER_like(282-441)|Glyco_tranf_GTA_type(575-832)
tr|A0A1L8GFR3|A0A1L8GFR3_XENLA	TMhelix|GT|GT-A	TMhelix(38-55)|PANDER_GnT-1_2_like(94-241)|GT13_GLCNAC-TI(297-622)
tr|A0A1L8GM86|A0A1L8GM86_XENLA	TMhelix|GT|GT-A	TMhelix(63-80)|PANDER_GnT-1_2_like(115-262)|GT13_GLCNAC-TI(318-643)
tr|A0A1S3J403|A0A1S3J403_LINUN	TMhelix|GT|GT-A	TMhelix(42-64)|PANDER_GnT-1_2_like(102-251)|Glyco_tranf_GTA_type(306-634)
tr|A0A1S3P9G1|A0A1S3P9G1_SALSA	TMhelix|GT|GT-A	TMhelix(34-53)|PANDER_GnT-1_2_like(94-241)|GT13_GLCNAC-TI(296-623)
tr|A0A1U7R994|A0A1U7R994_ALLSI	TMhelix|GT|GT-A	TMhelix(34-53)|PANDER_GnT-1_2_like(96-248)|GT13_GLCNAC-TI(303-630)
tr|A0A1W0X0F6|A0A1W0X0F6_HYPDU	TMhelix|GT|GT-A	TMhelix(21-43)|PANDER_like(275-435)|Glyco_tranf_GTA_type(499-822)
tr|A0A1X7TMC9|A0A1X7TMC9_AMPQE	TMhelix|GT|GT-A	TMhelix(9-31)|PANDER_GnT-1_2_like(50-212)|Glyco_tranf_GTA_type(251-577)
tr|A0A226E571|A0A226E571_FOLCA	TMhelix|GT|GT-A	TMhelix(32-54)|PANDER_GnT-1_2_like(111-275)|Glyco_tranf_GTA_type(330-655)
tr|A0A286X891|A0A286X891_CAVPO	TMhelix|GT|GT-A	TMhelix(38-55)|PANDER_GnT-1_2_like(99-246)|GT13_GLCNAC-TI(301-628)
tr|A0A2C9JHD6|A0A2C9JHD6_BIOGL	TMhelix|GT|GT-A	TMhelix(45-62)|PANDER_GnT-1_2_like(95-242)|Glyco_tranf_GTA_type(297-626)
tr|A0A2D0RZX5|A0A2D0RZX5_ICTPU	TMhelix|GT|GT-A	TMhelix(38-55)|PANDER_GnT-1_2_like(94-241)|GT13_GLCNAC-TI(296-623)
tr|A0A2R2MJI2|A0A2R2MJI2_LINUN	TMhelix|GT|GT-A	TMhelix(42-64)|PANDER_GnT-1_2_like(102-251)|Glyco_tranf_GTA_type(306-537)
tr|A9V097|A9V097_MONBE	TMhelix|GT|GT-A	TMhelix(9-31)|PANDER_GnT-1_2_like(100-251)|Glyco_tranf_GTA_type(268-595)
tr|B3RNX5|B3RNX5_TRIAD	TMhelix|GT|GT-A	TMhelix(13-35)|PANDER_like(103-250)|Glyco_tranf_GTA_type(298-634)
tr|C3Y3W5|C3Y3W5_BRAFL	TMhelix|GT|GT-A	TMhelix(38-60)|PANDER_GnT-1_2_like(96-243)|Glyco_tranf_GTA_type(298-626)
tr|E1C532|E1C532_CHICK	TMhelix|GT|GT-A	TMhelix(35-52)|PANDER_GnT-1_2_like(93-240)|GT13_GLCNAC-TI(295-622)
tr|F1QNB2|F1QNB2_DANRE	TMhelix|GT|GT-A	TMhelix(38-55)|PANDER_GnT-1_2_like(94-241)|GT13_GLCNAC-TI(296-623)
tr|F2UGP3|F2UGP3_SALR5	TMhelix|GT|GT-A	TMhelix(7-29)|PANDER_GnT-1_2_like(91-241)|Glyco_tranf_GTA_type(297-624)
tr|F7A693|F7A693_CIOIN	TMhelix|GT|GT-A	TMhelix(36-58)|PANDER_GnT-1_2_like(92-240)|Glyco_tranf_GTA_type(296-625)
tr|G1NDR4|G1NDR4_MELGA	TMhelix|GT|GT-A	TMhelix(35-52)|PANDER_GnT-1_2_like(93-240)|GT13_GLCNAC-TI(295-622)
tr|G3NNL2|G3NNL2_GASAC	TMhelix|GT|GT-A	TMhelix(38-55)|PANDER_GnT-1_2_like(94-241)|GT13_GLCNAC-TI(296-623)
tr|H2MDL6|H2MDL6_ORYLA	TMhelix|GT|GT-A	TMhelix(38-55)|PANDER_GnT-1_2_like(94-241)|GT13_GLCNAC-TI(296-623)
tr|H2SYV2|H2SYV2_TAKRU	TMhelix|GT|GT-A	TMhelix(38-55)|PANDER_GnT-1_2_like(94-240)|Glyco_tranf_GTA_type(296-598)
tr|H3CAS7|H3CAS7_TETNG	TMhelix|GT|GT-A	TMhelix(38-55)|PANDER_GnT-1_2_like(94-241)|GT13_GLCNAC-TI(296-624)
tr|I3JM10|I3JM10_ORENI	TMhelix|GT|GT-A	TMhelix(38-55)|PANDER_GnT-1_2_like(94-242)|GT13_GLCNAC-TI(297-624)
tr|K7FYZ4|K7FYZ4_PELSI	TMhelix|GT|GT-A	TMhelix(38-55)|PANDER_GnT-1_2_like(96-243)|Glyco_tranf_GTA_type(296-611)
tr|M3ZTW7|M3ZTW7_XIPMA	TMhelix|GT|GT-A	TMhelix(38-55)|PANDER_GnT-1_2_like(94-241)|GT13_GLCNAC-TI(296-620)
tr|T1I6E7|T1I6E7_RHOPR	TMhelix|GT|GT-A	TMhelix(12-31)|PANDER_like(85-230)|Glyco_tranf_GTA_type(294-492)
tr|T1IT97|T1IT97_STRMM	TMhelix|GT|GT-A	TMhelix(21-39)|PANDER_GnT-1_2_like(95-226)|Glyco_tranf_GTA_type(281-531)
tr|V8P0S4|V8P0S4_OPHHA	TMhelix|GT|GT-A	TMhelix(70-92)|PANDER_GnT-1_2_like(134-281)|GT13_GLCNAC-TI(336-663)
tr|W5KVE4|W5KVE4_ASTMX	TMhelix|GT|GT-A	TMhelix(38-55)|PANDER_GnT-1_2_like(95-242)|GT13_GLCNAC-TI(297-624)
tr|W5MET3|W5MET3_LEPOC	TMhelix|GT|GT-A	TMhelix(34-53)|PANDER_GnT-1_2_like(94-241)|GT13_GLCNAC-TI(296-635)
tr|A0A0V0RHL5|A0A0V0RHL5_9BILA	TMhelix|GT-A|TMhelix|TMhelix|Vps55|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(99-424)|TMhelix(429-451)|TMhelix(456-478)|Vps55(431-552)|TMhelix(493-512)|TMhelix(525-547)
tr|A0A0V0THC6|A0A0V0THC6_9BILA	TMhelix|GT-A|TMhelix|TMhelix|Vps55|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(99-424)|TMhelix(428-450)|TMhelix(457-479)|Vps55(431-553)|TMhelix(494-513)|TMhelix(526-548)
tr|A0A0V0UQG4|A0A0V0UQG4_9BILA	TMhelix|GT-A|TMhelix|TMhelix|Vps55|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(99-424)|TMhelix(428-450)|TMhelix(457-479)|Vps55(431-553)|TMhelix(494-513)|TMhelix(526-548)
tr|A0A0V0W581|A0A0V0W581_9BILA	TMhelix|GT-A|TMhelix|TMhelix|Vps55|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(99-424)|TMhelix(428-450)|TMhelix(457-479)|Vps55(431-553)|TMhelix(494-513)|TMhelix(526-548)
tr|A0A0V0Y984|A0A0V0Y984_TRIPS	TMhelix|GT-A|TMhelix|TMhelix|Vps55|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(99-424)|TMhelix(430-452)|TMhelix(457-479)|Vps55(431-553)|TMhelix(494-513)|TMhelix(526-548)
tr|A0A0V1GYN9|A0A0V1GYN9_9BILA	TMhelix|GT-A|TMhelix|TMhelix|Vps55|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(99-424)|TMhelix(430-452)|TMhelix(457-479)|Vps55(431-553)|TMhelix(494-513)|TMhelix(526-548)
tr|A0A0V1M6S5|A0A0V1M6S5_9BILA	TMhelix|GT-A|TMhelix|TMhelix|Vps55|TMhelix|TMhelix	TMhelix(7-29)|Glyco_tranf_GTA_type(99-424)|TMhelix(430-452)|TMhelix(457-479)|Vps55(431-553)|TMhelix(494-513)|TMhelix(526-548)
tr|A0A2A2JTK0|A0A2A2JTK0_9BILA	TMhelix|GT-A|Peptidase_C19|PHA03247	TMhelix(20-42)|Glyco_tranf_GTA_type(80-350)|Peptidase_C19(2051-2375)|PHA03247(2931-3128)
tr|A0A1Q9D243|A0A1Q9D243_SYMMI	TMhelix|GT-A|Glyco_transf_18	TMhelix(65-87)|Glyco_tranf_GTA_type(170-490)|Glyco_transf_18(517-605)
tr|A0A1Q9DTF3|A0A1Q9DTF3_SYMMI	TMhelix|GT-A|Glyco_transf_18	TMhelix(37-59)|Glyco_tranf_GTA_type(206-488)|Glyco_transf_18(651-739)
tr|A0A2R5GL80|A0A2R5GL80_9STRA	TMhelix|GT-A|Glyco_transf_18	TMhelix(30-52)|Glyco_tranf_GTA_type(339-664)|Glyco_transf_18(698-790)
tr|C1FEG5|C1FEG5_MICCC	TMhelix|GT-A|Glyco_transf_18	TMhelix(51-69)|Glyco_tranf_GTA_type(186-448)|Glyco_transf_18(537-632)
tr|D2UZX5|D2UZX5_NAEGR	TMhelix|GT-A|Glyco_transf_18	TMhelix(7-29)|Glyco_tranf_GTA_type(107-453)|Glyco_transf_18(497-585)
tr|F0ZFV2|F0ZFV2_DICPU	TMhelix|GT-A|Glyco_transf_18	TMhelix(17-34)|Glyco_tranf_GTA_type(124-474)|Glyco_transf_18(523-619)
sp|P26572|MGAT1_HUMAN	TMhelix|GT-A	TMhelix(7-29)|GNT-I(12-444)
sp|P27115|MGAT1_RABIT	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-446)
sp|P27808|MGAT1_MOUSE	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-446)
sp|Q09325|MGAT1_RAT	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-446)
sp|Q11068|MGAT1_CAEEL	TMhelix|GT-A	TMhelix(7-22)|Glyco_tranf_GTA_type(1-441)
tr|A0A016VG69|A0A016VG69_9BILA	TMhelix|GT-A	TMhelix(25-47)|Glyco_tranf_GTA_type(59-462)
tr|A0A044S5F1|A0A044S5F1_ONCVO	TMhelix|GT-A	TMhelix(7-29)|GT13_GLCNAC-TI(77-411)
tr|A0A067QSE6|A0A067QSE6_ZOONE	TMhelix|GT-A	TMhelix(7-26)|GT13_GLCNAC-TI(120-451)
tr|A0A0K0JDM8|A0A0K0JDM8_BRUMA	TMhelix|GT-A	TMhelix(35-54)|Glyco_tranf_GTA_type(113-448)
tr|A0A0K0JHB5|A0A0K0JHB5_BRUMA	TMhelix|GT-A	TMhelix(7-29)|GT13_GLCNAC-TI(76-411)
tr|A0A0M4EEJ8|A0A0M4EEJ8_DROBS	TMhelix|GT-A	TMhelix(7-26)|GT13_GLCNAC-TI(114-444)
tr|A0A0V0TH85|A0A0V0TH85_9BILA	TMhelix|GT-A	TMhelix(159-181)|GT13_GLCNAC-TI(255-584)
tr|A0A0V0UQB0|A0A0V0UQB0_9BILA	TMhelix|GT-A	TMhelix(159-181)|GT13_GLCNAC-TI(255-584)
tr|A0A0V0W6N7|A0A0V0W6N7_9BILA	TMhelix|GT-A	TMhelix(159-181)|GT13_GLCNAC-TI(255-584)
tr|A0A0V0Y8Y9|A0A0V0Y8Y9_TRIPS	TMhelix|GT-A	TMhelix(7-29)|GT13_GLCNAC-TI(103-432)
tr|A0A0V1A1R7|A0A0V1A1R7_9BILA	TMhelix|GT-A	TMhelix(152-174)|GT13_GLCNAC-TI(248-577)
tr|A0A0V1CDB7|A0A0V1CDB7_TRIBR	TMhelix|GT-A	TMhelix(159-181)|GT13_GLCNAC-TI(255-584)
tr|A0A0V1GZG6|A0A0V1GZG6_9BILA	TMhelix|GT-A	TMhelix(145-167)|GT13_GLCNAC-TI(241-570)
tr|A0A0V1LJT3|A0A0V1LJT3_9BILA	TMhelix|GT-A	TMhelix(152-174)|GT13_GLCNAC-TI(248-577)
tr|A0A0V1M6H8|A0A0V1M6H8_9BILA	TMhelix|GT-A	TMhelix(75-97)|GT13_GLCNAC-TI(171-500)
tr|A0A0V1NS61|A0A0V1NS61_9BILA	TMhelix|GT-A	TMhelix(155-177)|GT13_GLCNAC-TI(255-584)
tr|A0A182E1A9|A0A182E1A9_ONCOC	TMhelix|GT-A	TMhelix(7-29)|GT13_GLCNAC-TI(77-411)
tr|A0A182GWQ6|A0A182GWQ6_AEDAL	TMhelix|GT-A	TMhelix(7-25)|GT13_GLCNAC-TI(125-453)
tr|A0A182R2K9|A0A182R2K9_ANOFN	TMhelix|GT-A	TMhelix(26-45)|Glyco_tranf_GTA_type(181-476)
tr|A0A182S862|A0A182S862_9DIPT	TMhelix|GT-A	TMhelix(7-25)|GT13_GLCNAC-TI(161-488)
tr|A0A182WAL2|A0A182WAL2_9DIPT	TMhelix|GT-A	TMhelix(90-109)|GT13_GLCNAC-TI(245-572)
tr|A0A1A6HG74|A0A1A6HG74_NEOLE	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-446)
tr|A0A1A9V2E7|A0A1A9V2E7_GLOAU	TMhelix|GT-A	TMhelix(7-24)|GT13_GLCNAC-TI(146-472)
tr|A0A1A9WMY1|A0A1A9WMY1_9MUSC	TMhelix|GT-A	TMhelix(7-24)|GT13_GLCNAC-TI(144-458)
tr|A0A1A9XVF6|A0A1A9XVF6_GLOFF	TMhelix|GT-A	TMhelix(7-24)|GT13_GLCNAC-TI(146-473)
tr|A0A1A9ZYC3|A0A1A9ZYC3_GLOPL	TMhelix|GT-A	TMhelix(7-24)|GT13_GLCNAC-TI(146-473)
tr|A0A1B0AXC5|A0A1B0AXC5_9MUSC	TMhelix|GT-A	TMhelix(7-24)|GT13_GLCNAC-TI(146-473)
tr|A0A1B0G3G9|A0A1B0G3G9_GLOMM	TMhelix|GT-A	TMhelix(13-35)|GT13_GLCNAC-TI(158-485)
tr|A0A1D1W7D8|A0A1D1W7D8_RAMVA	TMhelix|GT-A	TMhelix(5-27)|GT13_GLCNAC-TI(110-440)
tr|A0A1D1W7E1|A0A1D1W7E1_RAMVA	TMhelix|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(110-291)
tr|A0A1I7SLU5|A0A1I7SLU5_BURXY	TMhelix|GT-A	TMhelix(7-25)|Glyco_tranf_GTA_type(35-433)
tr|A0A1I7TWE5|A0A1I7TWE5_9PELO	TMhelix|GT-A	TMhelix(13-32)|Glyco_tranf_GTA_type(70-398)
tr|A0A1I7VFZ9|A0A1I7VFZ9_LOALO	TMhelix|GT-A	TMhelix(7-29)|GT13_GLCNAC-TI(74-408)
tr|A0A1I7VNH3|A0A1I7VNH3_LOALO	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(107-441)
tr|A0A1I8BJ63|A0A1I8BJ63_MELHA	TMhelix|GT-A	TMhelix(9-26)|Glyco_tranf_GTA_type(34-430)
tr|A0A1I8J7Y5|A0A1I8J7Y5_9PLAT	TMhelix|GT-A	TMhelix(12-34)|Glyco_tranf_GTA_type(76-426)
tr|A0A1I8JK86|A0A1I8JK86_9PLAT	TMhelix|GT-A	TMhelix(12-34)|Glyco_tranf_GTA_type(76-426)
tr|A0A1I8MXJ3|A0A1I8MXJ3_MUSDO	TMhelix|GT-A	TMhelix(7-24)|GT13_GLCNAC-TI(163-491)
tr|A0A1I8P9G2|A0A1I8P9G2_STOCA	TMhelix|GT-A	TMhelix(7-24)|GT13_GLCNAC-TI(142-470)
tr|A0A1S2ZZZ5|A0A1S2ZZZ5_ERIEU	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-442)
tr|A0A1S3JYG8|A0A1S3JYG8_LINUN	TMhelix|GT-A	TMhelix(7-26)|GT13_GLCNAC-TI(129-456)
tr|A0A1S3M5Z8|A0A1S3M5Z8_SALSA	TMhelix|GT-A	TMhelix(7-29)|GT13_GLCNAC-TI(182-513)
tr|A0A1S3NZJ8|A0A1S3NZJ8_SALSA	TMhelix|GT-A	TMhelix(7-29)|GT13_GLCNAC-TI(98-428)
tr|A0A1S3Q2K9|A0A1S3Q2K9_SALSA	TMhelix|GT-A	TMhelix(7-29)|GT13_GLCNAC-TI(176-507)
tr|A0A1S3ZRC7|A0A1S3ZRC7_TOBAC	TMhelix|GT-A	TMhelix(12-29)|GNT-I(15-442)
tr|A0A1U7SJ06|A0A1U7SJ06_ALLSI	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(10-452)
tr|A0A1U7TK61|A0A1U7TK61_TARSY	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(33-316)
tr|A0A1W0X8H9|A0A1W0X8H9_HYPDU	TMhelix|GT-A	TMhelix(13-35)|GT13_GLCNAC-TI(118-449)
tr|A0A1W4X4S2|A0A1W4X4S2_AGRPL	TMhelix|GT-A	TMhelix(7-29)|GT13_GLCNAC-TI(89-418)
tr|A0A1Y1VZK1|A0A1Y1VZK1_9FUNG	TMhelix|GT-A	TMhelix(16-38)|Glyco_tranf_GTA_type(70-247)
tr|A0A226EE25|A0A226EE25_FOLCA	TMhelix|GT-A	TMhelix(7-24)|Glyco_tranf_GTA_type(184-518)
tr|A0A251MZM0|A0A251MZM0_PRUPE	TMhelix|GT-A	TMhelix(50-72)|Glyco_tranf_GTA_type(65-487)
tr|A0A261CKU1|A0A261CKU1_9PELO	TMhelix|GT-A	TMhelix(13-32)|Glyco_tranf_GTA_type(11-451)
tr|A0A261CPX5|A0A261CPX5_9PELO	TMhelix|GT-A	TMhelix(13-32)|Glyco_tranf_GTA_type(71-404)
tr|A0A286XE46|A0A286XE46_CAVPO	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-446)
tr|A0A2A2K9N0|A0A2A2K9N0_9BILA	TMhelix|GT-A	TMhelix(20-42)|Glyco_tranf_GTA_type(79-457)
tr|A0A2B4RMZ5|A0A2B4RMZ5_STYPI	TMhelix|GT-A	TMhelix(12-30)|GT13_GLCNAC-TI(70-399)
tr|A0A2B4RWY4|A0A2B4RWY4_STYPI	TMhelix|GT-A	TMhelix(10-32)|Glyco_tranf_GTA_type(138-464)
tr|A0A2D0S2F6|A0A2D0S2F6_ICTPU	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-517)
tr|A0A2D0SWU1|A0A2D0SWU1_ICTPU	TMhelix|GT-A	TMhelix(7-29)|GT13_GLCNAC-TI(114-443)
tr|A0A2G5SLG1|A0A2G5SLG1_9PELO	TMhelix|GT-A	TMhelix(28-47)|Glyco_tranf_GTA_type(43-466)
tr|A0A2G5SVQ2|A0A2G5SVQ2_9PELO	TMhelix|GT-A	TMhelix(13-32)|Glyco_tranf_GTA_type(70-399)
tr|A0A2G5UG55|A0A2G5UG55_9PELO	TMhelix|GT-A	TMhelix(5-22)|GT13_GLCNAC-TI(79-418)
tr|A0A2G9RPX3|A0A2G9RPX3_LITCT	TMhelix|GT-A	TMhelix(5-27)|GT13_GLCNAC-TI(108-439)
tr|A0A2I4CQE0|A0A2I4CQE0_9TELE	TMhelix|GT-A	TMhelix(7-29)|GT13_GLCNAC-TI(178-508)
tr|A0A2J6K195|A0A2J6K195_LACSA	TMhelix|GT-A	TMhelix(7-24)|Glyco_tranf_GTA_type(16-429)
tr|A0A2J7PD74|A0A2J7PD74_9NEOP	TMhelix|GT-A	TMhelix(7-26)|GT13_GLCNAC-TI(125-456)
tr|A0A2J8JTB6|A0A2J8JTB6_PANTR	TMhelix|GT-A	TMhelix(7-29)|GNT-I(12-444)
tr|A0A2K5BYX9|A0A2K5BYX9_AOTNA	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-444)
tr|A0A2K5JKD3|A0A2K5JKD3_COLAP	TMhelix|GT-A	TMhelix(7-29)|GNT-I(12-444)
tr|A0A2K5L3S5|A0A2K5L3S5_CERAT	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-443)
tr|A0A2K5PFQ7|A0A2K5PFQ7_CEBCA	TMhelix|GT-A	TMhelix(7-29)|GNT-I(12-444)
tr|A0A2K5XAV2|A0A2K5XAV2_MANLE	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-443)
tr|A0A2K6AUI7|A0A2K6AUI7_MACNE	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-444)
tr|A0A2K6N600|A0A2K6N600_RHIBE	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-372)
tr|A0A2K6NLC0|A0A2K6NLC0_RHIRO	TMhelix|GT-A	TMhelix(7-29)|GNT-I(12-444)
tr|A0A2K6V928|A0A2K6V928_SAIBB	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-444)
tr|A0A2R8MBE0|A0A2R8MBE0_CALJA	TMhelix|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(12-373)
tr|A0A2R8Z919|A0A2R8Z919_PANPA	TMhelix|GT-A	TMhelix(7-29)|GNT-I(12-444)
tr|A3KQ03|A3KQ03_DANRE	TMhelix|GT-A	TMhelix(23-45)|GT13_GLCNAC-TI(201-531)
tr|A8X9M3|A8X9M3_CAEBR	TMhelix|GT-A	TMhelix(5-22)|GT13_GLCNAC-TI(79-435)
tr|A8XPM9|A8XPM9_CAEBR	TMhelix|GT-A	TMhelix(13-32)|Glyco_tranf_GTA_type(70-399)
tr|B0WAL8|B0WAL8_CULQU	TMhelix|GT-A	TMhelix(7-25)|Glyco_tranf_GTA_type(126-454)
tr|B4J469|B4J469_DROGR	TMhelix|GT-A	TMhelix(7-26)|GT13_GLCNAC-TI(128-455)
tr|B4KNY7|B4KNY7_DROMO	TMhelix|GT-A	TMhelix(7-26)|GT13_GLCNAC-TI(121-448)
