tr|W9XNJ0|W9XNJ0_9EURO	Trypan_PARP|DUF4551|TMhelix|TMhelix|GT|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	Trypan_PARP(28-105)|DUF4551(14-170)|TMhelix(332-354)|TMhelix(366-388)|CelA(380-695)|Glyco_trans_2_3(577-793)|TMhelix(771-793)|TMhelix(806-828)|TMhelix(843-865)|TMhelix(902-924)|TMhelix(934-956)
tr|V4J579|V4J579_9GAMM	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(27-49)|TMhelix(59-81)|TMhelix(238-260)|PRK05454(20-571)|TMhelix(383-405)|TMhelix(418-440)|TMhelix(467-489)|TMhelix(510-532)|TMhelix(542-564)
tr|Z5XP38|Z5XP38_9GAMM	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(25-44)|TMhelix(64-86)|TMhelix(252-274)|PRK05454(24-584)|TMhelix(382-404)|TMhelix(438-460)|TMhelix(480-502)|TMhelix(523-545)|TMhelix(549-571)
sp|A4Y768|OPGH_SHEPC	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(58-80)|TMhelix(95-117)|TMhelix(281-298)|PRK05454(16-608)|TMhelix(407-429)|TMhelix(458-480)|TMhelix(495-517)|TMhelix(553-575)
tr|A0A0J5QD37|A0A0J5QD37_9RHOB	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(15-37)|TMhelix(49-71)|TMhelix(86-108)|PRK05454(3-556)|TMhelix(361-383)|TMhelix(417-436)|TMhelix(506-528)|TMhelix(532-551)
tr|A0A1H2TDQ5|A0A1H2TDQ5_9RHOB	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(43-65)|TMhelix(75-97)|TMhelix(251-273)|PRK05454(1-584)|TMhelix(396-418)|TMhelix(431-453)|TMhelix(527-549)|TMhelix(553-575)
tr|W3RKN8|W3RKN8_9BRAD	TMhelix|TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix	TMhelix(24-46)|TMhelix(55-77)|TMhelix(92-114)|PRK05454(7-564)|TMhelix(378-400)|TMhelix(415-437)|TMhelix(450-472)
tr|A0A2H9SW45|A0A2H9SW45_9BACT	TMhelix|TMhelix|TMhelix|GT-A|GT-A|TMhelix|TMhelix|TMhelix|DUF3131|Glycoamylase|GH|Phosphorylase	TMhelix(50-72)|TMhelix(76-95)|TMhelix(549-571)|BcsA(744-1026)|Glyco_tranf_GTA_type(872-918)|TMhelix(954-971)|TMhelix(976-998)|TMhelix(1066-1088)|DUF3131(1137-1252)|Glycoamylase(1477-1693)|GH94N_ChvB_NdvB_2_like(1687-2018)|COG3459(1933-3020)
tr|A0A0K3CST5|A0A0K3CST5_RHOTO	TMhelix|TMhelix|nt_trans|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(283-305)|TMhelix(318-340)|nt_trans(454-512)|Glyco_trans_2_3(540-756)|TMhelix(734-756)|TMhelix(769-791)|TMhelix(811-833)|TMhelix(864-883)|TMhelix(893-915)
tr|W9YDD4|W9YDD4_9EURO	TMhelix|TMhelix|GT|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(263-285)|TMhelix(300-322)|CelA(337-631)|Glyco_trans_2_3(511-726)|TMhelix(704-726)|TMhelix(741-763)|TMhelix(770-792)|TMhelix(796-815)|TMhelix(836-858)|TMhelix(868-890)
tr|A0A1V8U9B9|A0A1V8U9B9_9PEZI	TMhelix|TMhelix|GT|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(256-278)|TMhelix(291-313)|CelA(283-626)|Glyco_trans_2_3(506-724)|TMhelix(702-724)|TMhelix(737-759)|TMhelix(774-796)|TMhelix(829-851)|TMhelix(861-883)
tr|A0A2P4HJC6|A0A2P4HJC6_QUESU	TMhelix|TMhelix|GT|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(118-140)|TMhelix(155-174)|CelA(203-490)|Glyco_trans_2_3(370-584)|TMhelix(561-583)|TMhelix(603-625)|TMhelix(638-660)|TMhelix(695-717)|TMhelix(724-743)
tr|M2NMJ9|M2NMJ9_BAUPA	TMhelix|TMhelix|GT|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(223-245)|TMhelix(258-280)|CelA(261-598)|Glyco_trans_2_3(478-692)|TMhelix(667-689)|TMhelix(710-732)|TMhelix(752-774)|TMhelix(804-826)|TMhelix(830-852)
tr|R1GDW6|R1GDW6_BOTPV	TMhelix|TMhelix|GT|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(232-254)|TMhelix(267-289)|CelA(310-596)|Glyco_trans_2_3(477-686)|TMhelix(673-695)|TMhelix(708-726)|TMhelix(746-768)|TMhelix(804-826)|TMhelix(831-853)
tr|W7LLF3|W7LLF3_GIBM7	TMhelix|TMhelix|GT|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(263-285)|TMhelix(300-322)|CelA(304-620)|Glyco_trans_2_3(501-715)|TMhelix(692-714)|TMhelix(729-751)|TMhelix(772-794)|TMhelix(827-849)|TMhelix(856-875)
tr|A0A178ZPI0|A0A178ZPI0_9EURO	TMhelix|TMhelix|GT|GT-A|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(253-275)|TMhelix(296-318)|CelA(252-637)|Glyco_trans_2_3(513-720)|TMhelix(710-732)|TMhelix(744-766)|TMhelix(841-863)|TMhelix(867-886)
tr|R7YMS0|R7YMS0_CONA1	TMhelix|TMhelix|GT|GT-A|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(254-276)|TMhelix(289-311)|CelA(336-626)|Glyco_trans_2_3(506-713)|TMhelix(738-757)|TMhelix(777-796)|TMhelix(831-850)|TMhelix(857-879)
tr|M2SBB8|M2SBB8_COCSN	TMhelix|TMhelix|GT|GT-A|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(273-295)|TMhelix(307-329)|CelA(269-466)|bcsA(367-462)|Glyco_trans_2_3(520-729)|TMhelix(718-740)|TMhelix(753-775)|TMhelix(790-812)|TMhelix(846-868)|TMhelix(878-900)
tr|A0A1H2FX72|A0A1H2FX72_9BACT	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(13-30)|TMhelix(45-67)|PRK05454(10-562)|TMhelix(366-388)|TMhelix(414-436)|TMhelix(443-462)|TMhelix(466-488)|TMhelix(501-523)|TMhelix(527-549)
tr|A0A1W9HUT8|A0A1W9HUT8_9PROT	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(25-47)|TMhelix(62-84)|PRK05454(18-582)|TMhelix(378-400)|TMhelix(433-455)|TMhelix(462-484)|TMhelix(489-506)|TMhelix(519-541)|TMhelix(546-568)
tr|A0A2C9CQ87|A0A2C9CQ87_9RHOB	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(36-55)|TMhelix(65-87)|PRK05454(37-575)|TMhelix(387-409)|TMhelix(419-441)|TMhelix(453-475)|TMhelix(479-501)|TMhelix(513-535)|TMhelix(540-562)
tr|A0A2D4S8Y1|A0A2D4S8Y1_9GAMM	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(152-174)|TMhelix(184-206)|PRK05454(94-711)|TMhelix(514-536)|TMhelix(558-580)|TMhelix(592-614)|TMhelix(618-637)|TMhelix(650-672)|TMhelix(676-698)
tr|A0A2P8GRW9|A0A2P8GRW9_9MICO	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(20-42)|TMhelix(57-79)|PRK05454(28-556)|TMhelix(380-402)|TMhelix(417-439)|TMhelix(451-473)|TMhelix(477-496)|TMhelix(517-534)|TMhelix(538-560)
tr|B9XK82|B9XK82_PEDPL	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(31-53)|TMhelix(68-90)|PRK05454(8-590)|TMhelix(391-413)|TMhelix(437-459)|TMhelix(472-494)|TMhelix(498-515)|TMhelix(528-550)|TMhelix(554-576)
tr|C7YML3|C7YML3_NECH7	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(261-283)|TMhelix(295-317)|Glyco_trans_2_3(499-705)|TMhelix(659-678)|TMhelix(690-712)|TMhelix(727-749)|TMhelix(770-792)|TMhelix(824-846)|TMhelix(853-875)
tr|H6BMA4|H6BMA4_EXODN	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(267-289)|TMhelix(304-326)|Glyco_trans_2_3(515-731)|TMhelix(709-731)|TMhelix(746-768)|TMhelix(775-797)|TMhelix(801-820)|TMhelix(841-863)|TMhelix(873-895)
tr|W0JAW2|W0JAW2_9BACT	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	TMhelix(57-76)|TMhelix(91-113)|PRK05454(73-619)|TMhelix(415-437)|TMhelix(464-486)|TMhelix(499-518)|TMhelix(522-544)|TMhelix(557-579)|TMhelix(583-605)
tr|A0A1G5SUU7|A0A1G5SUU7_9SPHN	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|PRK14507	TMhelix(87-109)|TMhelix(119-141)|PRK05454(62-653)|TMhelix(446-468)|TMhelix(488-510)|TMhelix(522-544)|TMhelix(577-599)|TMhelix(620-642)|PRK14507(580-746)
tr|A0A2K8K7F3|A0A2K8K7F3_9RHOB	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|MT|PKS_MT	TMhelix(12-34)|TMhelix(44-66)|Glyco_tranf_GTA_type(3-478)|TMhelix(345-367)|TMhelix(377-399)|TMhelix(412-434)|TMhelix(468-490)|TMhelix(495-512)|Methyltransf_25(587-680)|PKS_MT(583-798)
tr|A0A109LU12|A0A109LU12_9SPHN	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(315-337)|TMhelix(342-364)|Glyco_tranf_GTA_type(420-685)|TMhelix(721-738)|TMhelix(743-765)|TMhelix(786-808)|TMhelix(841-863)|TMhelix(868-885)|Glycoamylase(1193-1408)|GH94N_ChvB_NdvB_2_like(1400-1728)|COG3459(1648-2729)
tr|A0A1F4JDW8|A0A1F4JDW8_9BURK	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(378-400)|TMhelix(410-432)|Glyco_tranf_GTA_type(535-753)|TMhelix(795-812)|TMhelix(817-839)|TMhelix(862-884)|TMhelix(915-937)|TMhelix(942-964)|Glycoamylase(1324-1538)|GH94N_ChvB_NdvB_2_like(1530-1864)|COG3459(1778-2842)
tr|A0A1G9BWU2|A0A1G9BWU2_9PSED	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(317-339)|TMhelix(349-371)|Glyco_tranf_GTA_type(528-739)|TMhelix(724-741)|TMhelix(746-768)|TMhelix(788-810)|TMhelix(844-866)|TMhelix(871-893)|Glycoamylase(1263-1466)|GH94N_ChvB_NdvB_2_like(1469-1802)|COG3459(1718-2799)
tr|A0A1H7LVK1|A0A1H7LVK1_9BURK	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(388-410)|TMhelix(415-437)|Glyco_tranf_GTA_type(600-762)|TMhelix(793-815)|TMhelix(819-841)|TMhelix(853-875)|TMhelix(921-943)|TMhelix(950-972)|Glycoamylase(1292-1489)|GH94N_ChvB_NdvB_2_like(1496-1831)|COG3459(1744-2845)
tr|A0A2S6MU10|A0A2S6MU10_9RHIZ	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(406-428)|TMhelix(438-460)|Glyco_tranf_GTA_type(623-785)|TMhelix(823-840)|TMhelix(844-866)|TMhelix(879-901)|TMhelix(949-966)|TMhelix(971-993)|Glycoamylase(1305-1504)|GH94N_ChvB_NdvB_2_like(1511-1847)|COG3459(1760-2848)
tr|F7V9Z1|F7V9Z1_9PROT	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(370-392)|TMhelix(402-424)|Glyco_tranf_GTA_type(583-745)|TMhelix(780-797)|TMhelix(802-824)|TMhelix(836-858)|TMhelix(903-922)|TMhelix(927-949)|Glycoamylase(1261-1475)|GH94N_ChvB_NdvB_2_like(1467-1798)|COG3459(1713-2771)
tr|G7UP50|G7UP50_PSEUP	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(419-441)|TMhelix(451-473)|Glyco_tranf_GTA_type(567-797)|TMhelix(833-850)|TMhelix(860-882)|TMhelix(903-925)|TMhelix(957-974)|TMhelix(979-1001)|Glycoamylase(1335-1547)|GH94N_ChvB_NdvB_2_like(1539-1873)|COG3459(1787-2881)
tr|W0A900|W0A900_9SPHN	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Glycoamylase|GH|Phosphorylase	TMhelix(287-309)|TMhelix(319-341)|Glyco_tranf_GTA_type(501-714)|TMhelix(697-714)|TMhelix(719-741)|TMhelix(764-786)|TMhelix(815-837)|TMhelix(842-864)|Glycoamylase(1244-1447)|GH94N_ChvB_NdvB_2_like(1450-1779)|COG3459(1697-2780)
tr|A0A149QBZ1|A0A149QBZ1_9PROT	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|DUF3131|Glycoamylase|GH|Phosphorylase	TMhelix(426-448)|TMhelix(458-480)|Glyco_tranf_GTA_type(574-801)|TMhelix(836-853)|TMhelix(857-879)|TMhelix(891-913)|TMhelix(956-978)|TMhelix(983-1005)|DUF3131(1028-1134)|Glycoamylase(1317-1531)|GH94N_ChvB_NdvB_2_like(1523-1854)|COG3459(1770-2849)
tr|A0A1H3S7X2|A0A1H3S7X2_9RHOB	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|DUF3131|Glycoamylase|GH|Phosphorylase	TMhelix(315-337)|TMhelix(342-364)|Glyco_tranf_GTA_type(392-686)|TMhelix(721-738)|TMhelix(742-764)|TMhelix(785-807)|TMhelix(841-863)|TMhelix(868-887)|DUF3131(911-1021)|Glycoamylase(1272-1482)|GH94N_ChvB_NdvB_2_like(1478-1810)|COG3459(1727-2806)
tr|A0A1H8UC10|A0A1H8UC10_9PROT	TMhelix|TMhelix|GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|DUF3131|Glycoamylase|GH|Phosphorylase	TMhelix(404-426)|TMhelix(436-458)|BcsA(619-935)|TMhelix(817-834)|TMhelix(839-861)|TMhelix(873-895)|TMhelix(938-957)|TMhelix(964-986)|DUF3131(1008-1103)|Glycoamylase(1293-1505)|GH94N_ChvB_NdvB_2_like(1497-1832)|COG3459(1745-2553)
