tr|L1IHE2|L1IHE2_GUITH	zinc_ribbon_2|C2|WW|LRR_RI|GT-A	zinc_ribbon_2(5-27)|C2(432-541)|WW(674-703)|LRR_RI(913-1084)|Glyco_transf_49(1383-1580)
tr|T1JBZ4|T1JBZ4_STRMM	TMhelix|p450|TMhelix|p450|TMhelix|GT-A	TMhelix(12-34)|p450(37-472)|TMhelix(696-718)|p450(598-979)|TMhelix(1041-1058)|Glyco_transf_49(1139-1474)
tr|B4HB21|B4HB21_DROPE	TMhelix|MRP_assoc_pro|TMhelix|PTZ00243|TMhelix|ABC_6TM_exporters|TMhelix|GT-A	TMhelix(40-59)|MRP_assoc_pro(14-91)|TMhelix(72-94)|PTZ00243(97-237)|TMhelix(177-199)|ABC_6TM_exporters(180-237)|TMhelix(220-238)|Glyco_transf_49(298-629)
tr|A0A182XDK3|A0A182XDK3_ANOQN	TMhelix|GT-A|TMhelix|GT-A|TMhelix|GT-A	TMhelix(37-59)|Glyco_transf_49(295-618)|TMhelix(726-748)|Glyco_transf_49(816-1147)|TMhelix(1143-1165)|Glyco_transf_49(1230-1547)
tr|A0A182LZI6|A0A182LZI6_9DIPT	TMhelix|GT-A|TMhelix|GT-A	TMhelix(5-27)|Glyco_transf_49(170-493)|TMhelix(530-552)|Glyco_transf_49(616-946)
tr|A0A182TXC7|A0A182TXC7_9DIPT	TMhelix|GT-A|TMhelix|GT-A	TMhelix(21-43)|Glyco_transf_49(78-229)|TMhelix(225-247)|Glyco_transf_49(312-561)
tr|A0A2A2J923|A0A2A2J923_9BILA	TMhelix|GT-A|Thioredoxin_like	TMhelix(13-31)|Glyco_transf_49(79-377)|Thioredoxin_like(384-499)
tr|A0A2A2JUQ9|A0A2A2JUQ9_9BILA	TMhelix|GT-A|Thioredoxin_like	TMhelix(13-31)|Glyco_transf_49(79-377)|Thioredoxin_like(384-499)
tr|A0A2R5GIR0|A0A2R5GIR0_9STRA	TMhelix|GT-A|Stealth_CR1|Stealth_CR2|Stealth_CR4	TMhelix(45-64)|Glyco_transf_49(194-455)|Stealth_CR1(493-517)|Stealth_CR2(540-662)|Stealth_CR4(759-801)
tr|A0A284QN29|A0A284QN29_9AGAR	TMhelix|GT-A|Mand_dh_like	TMhelix(13-35)|Glyco_transf_49(140-407)|Mand_dh_like(434-751)
tr|A0A261CKD6|A0A261CKD6_9PELO	TMhelix|GT-A|Localization|GT-A	TMhelix(45-62)|Glyco_transf_49(135-448)|PH(466-576)|Glyco_transf_49(842-1155)
tr|A0A151WMH7|A0A151WMH7_9HYME	TMhelix|GT-A|homeodomain|TMhelix|TMhelix|TMhelix|TRAM_LAG1_CLN8|TMhelix|TMhelix	TMhelix(35-54)|Glyco_transf_49(160-404)|homeodomain(433-488)|TMhelix(498-515)|TMhelix(539-561)|TMhelix(566-588)|TRAM_LAG1_CLN8(492-684)|TMhelix(624-646)|TMhelix(661-683)
tr|A0A0V1HKW6|A0A0V1HKW6_9BILA	TMhelix|GT-A|GT-A|nt_trans	TMhelix(12-31)|Glyco_tranf_GTA_type(64-340)|Glyco_transf_49(398-663)|nt_trans(742-791)
sp|O95461|LARG1_HUMAN	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
sp|Q21389|LGE1_CAEEL	TMhelix|GT-A|GT-A	TMhelix(5-27)|GT8_LARGE_C(42-317)|Glyco_transf_49(354-603)
sp|Q66PG1|LARG2_DANRE	TMhelix|GT-A|GT-A	TMhelix(12-30)|GT8_LARGE_C(132-411)|Glyco_transf_49(467-736)
sp|Q66PG3|LARG1_CHICK	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
sp|Q9Z1M7|LARG1_MOUSE	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|A0A044TPK9|A0A044TPK9_ONCVO	TMhelix|GT-A|GT-A	TMhelix(13-35)|Glyco_tranf_GTA_type(72-337)|Glyco_transf_49(393-626)
tr|A0A088AMX0|A0A088AMX0_APIME	TMhelix|GT-A|GT-A	TMhelix(5-27)|GT8_LARGE_C(74-351)|Glyco_transf_49(397-667)
tr|A0A0V0T6I9|A0A0V0T6I9_9BILA	TMhelix|GT-A|GT-A	TMhelix(12-31)|Glyco_tranf_GTA_type(63-339)|Glyco_transf_49(397-662)
tr|A0A0V0Y717|A0A0V0Y717_TRIPS	TMhelix|GT-A|GT-A	TMhelix(12-31)|Glyco_tranf_GTA_type(64-340)|Glyco_transf_49(398-638)
tr|A0A0V1D094|A0A0V1D094_TRIBR	TMhelix|GT-A|GT-A	TMhelix(12-31)|Glyco_tranf_GTA_type(63-339)|Glyco_transf_49(397-662)
tr|A0A0V1L8R1|A0A0V1L8R1_9BILA	TMhelix|GT-A|GT-A	TMhelix(13-30)|Glyco_tranf_GTA_type(63-339)|Glyco_transf_49(397-662)
tr|A0A151HZU6|A0A151HZU6_9HYME	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(76-353)|Glyco_transf_49(399-675)
tr|A0A151I9C7|A0A151I9C7_9HYME	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(76-353)|Glyco_transf_49(399-669)
tr|A0A151JZA9|A0A151JZA9_9HYME	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(76-353)|Glyco_transf_49(399-669)
tr|A0A151XI10|A0A151XI10_9HYME	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(76-353)|Glyco_transf_49(399-669)
tr|A0A154PR36|A0A154PR36_9HYME	TMhelix|GT-A|GT-A	TMhelix(5-27)|GT8_LARGE_C(76-353)|Glyco_transf_49(399-669)
tr|A0A158N9E6|A0A158N9E6_ATTCE	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(76-353)|Glyco_transf_49(399-669)
tr|A0A158Q004|A0A158Q004_BRUMA	TMhelix|GT-A|GT-A	TMhelix(7-29)|Glyco_tranf_GTA_type(60-337)|Glyco_transf_49(395-628)
tr|A0A182F1V7|A0A182F1V7_ANOAL	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_transf_49(177-500)|Glyco_transf_49(700-1026)
tr|A0A182HG70|A0A182HG70_ANOAR	TMhelix|GT-A|GT-A	TMhelix(88-110)|Glyco_transf_49(346-667)|Glyco_transf_49(783-808)
tr|A0A182V5M8|A0A182V5M8_ANOME	TMhelix|GT-A|GT-A	TMhelix(21-43)|Glyco_transf_49(112-406)|Glyco_transf_49(473-804)
tr|A0A195E5Z1|A0A195E5Z1_9HYME	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(76-353)|Glyco_transf_49(399-669)
tr|A0A1I8D1N9|A0A1I8D1N9_9BILA	TMhelix|GT-A|GT-A	TMhelix(148-165)|Glyco_transf_92(325-516)|Glyco_transf_49(596-919)
tr|A0A1L8GQL2|A0A1L8GQL2_XENLA	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(134-373)|Glyco_transf_49(417-686)
tr|A0A1S3FWF7|A0A1S3FWF7_DIPOR	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|A0A1U7U2V0|A0A1U7U2V0_TARSY	TMhelix|GT-A|GT-A	TMhelix(51-73)|GT8_LARGE_C(178-457)|Glyco_transf_49(513-782)
tr|A0A1U8DIB7|A0A1U8DIB7_ALLSI	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(140-419)|Glyco_transf_49(475-744)
tr|A0A1V4K7K2|A0A1V4K7K2_PATFA	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(136-415)|Glyco_transf_49(471-740)
tr|A0A1W0WXZ4|A0A1W0WXZ4_HYPDU	TMhelix|GT-A|GT-A	TMhelix(23-45)|Glyco_tranf_GTA_type(110-387)|Glyco_transf_49(439-672)
tr|A0A212FC44|A0A212FC44_DANPL	TMhelix|GT-A|GT-A	TMhelix(13-35)|Glyco_tranf_GTA_type(85-360)|Glyco_transf_49(408-682)
tr|A0A218UZ55|A0A218UZ55_9PASE	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|A0A226N1H2|A0A226N1H2_CALSU	TMhelix|GT-A|GT-A	TMhelix(7-29)|GT8_LARGE_C(121-390)|Glyco_transf_49(446-715)
tr|A0A226PS59|A0A226PS59_COLVI	TMhelix|GT-A|GT-A	TMhelix(7-29)|GT8_LARGE_C(121-390)|Glyco_transf_49(446-715)
tr|A0A232EV98|A0A232EV98_9HYME	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(75-350)|Glyco_transf_49(396-619)
tr|A0A2A4K034|A0A2A4K034_HELVI	TMhelix|GT-A|GT-A	TMhelix(13-35)|Glyco_tranf_GTA_type(88-363)|Glyco_transf_49(411-684)
tr|A0A2B4SS01|A0A2B4SS01_STYPI	TMhelix|GT-A|GT-A	TMhelix(13-32)|GT8_LARGE_C(111-390)|Glyco_transf_49(454-722)
tr|A0A2D0QX56|A0A2D0QX56_ICTPU	TMhelix|GT-A|GT-A	TMhelix(12-31)|GT8_LARGE_C(129-408)|Glyco_transf_49(464-733)
tr|A0A2I4CIG5|A0A2I4CIG5_9TELE	TMhelix|GT-A|GT-A	TMhelix(70-89)|GT8_LARGE_C(191-470)|Glyco_transf_49(527-795)
tr|A0A2K5P157|A0A2K5P157_CERAT	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|A0A2K5YPC0|A0A2K5YPC0_MANLE	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|A0A2K6AN31|A0A2K6AN31_MACNE	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|A0A2K6K897|A0A2K6K897_RHIBE	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|A0A2K6PR53|A0A2K6PR53_RHIRO	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|A7RI93|A7RI93_NEMVE	TMhelix|GT-A|GT-A	TMhelix(13-32)|GT8_LARGE_C(120-399)|Glyco_transf_49(465-734)
tr|D2A1E1|D2A1E1_TRICA	TMhelix|GT-A|GT-A	TMhelix(33-55)|Glyco_tranf_GTA_type(103-381)|Glyco_transf_49(429-661)
tr|E2BB30|E2BB30_HARSA	TMhelix|GT-A|GT-A	TMhelix(4-26)|GT8_LARGE_C(72-349)|Glyco_transf_49(395-665)
tr|F1NC73|F1NC73_CHICK	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|F1P723|F1P723_CANLF	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|F2UC10|F2UC10_SALR5	TMhelix|GT-A|GT-A	TMhelix(12-34)|Glyco_tranf_GTA_type(120-401)|Glyco_transf_49(535-773)
tr|F4X0V5|F4X0V5_ACREC	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(76-343)|Glyco_transf_49(349-619)
tr|F6QJZ2|F6QJZ2_MACMU	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|F6W6X6|F6W6X6_HORSE	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|F7CJ04|F7CJ04_MONDO	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|G1KQ05|G1KQ05_ANOCA	TMhelix|GT-A|GT-A	TMhelix(47-69)|GT8_LARGE_C(174-453)|Glyco_transf_49(509-778)
tr|G1KQH8|G1KQH8_ANOCA	TMhelix|GT-A|GT-A	TMhelix(7-29)|GT8_LARGE_C(117-431)|Glyco_transf_49(487-756)
tr|G1MCE4|G1MCE4_AILME	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|G1SG12|G1SG12_RABIT	TMhelix|GT-A|GT-A	TMhelix(48-70)|GT8_LARGE_C(175-454)|Glyco_transf_49(510-779)
tr|G3HN56|G3HN56_CRIGR	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|G3TKC6|G3TKC6_LOXAF	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|G3WZB2|G3WZB2_SARHA	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|G7PFA2|G7PFA2_MACFA	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|H0WH59|H0WH59_OTOGA	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|H0ZKU7|H0ZKU7_TAEGU	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|H2QZS2|H2QZS2_PANTR	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|H3AH90|H3AH90_LATCH	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(136-415)|Glyco_transf_49(471-740)
tr|H3F1L6|H3F1L6_PRIPA	TMhelix|GT-A|GT-A	TMhelix(12-34)|Glyco_tranf_GTA_type(67-300)|Glyco_transf_49(353-618)
tr|K0R924|K0R924_THAOC	TMhelix|GT-A|GT-A	TMhelix(31-50)|Glyco_transf_49(178-393)|Glyco_transf_49(437-698)
tr|K1QQU3|K1QQU3_CRAGI	TMhelix|GT-A|GT-A	TMhelix(21-43)|GT8_LARGE_C(116-395)|Glyco_transf_49(445-714)
tr|K7G3X8|K7G3X8_PELSI	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(126-405)|Glyco_transf_49(461-730)
tr|K7J3A2|K7J3A2_NASVI	TMhelix|GT-A|GT-A	TMhelix(5-27)|Glyco_tranf_GTA_type(75-352)|Glyco_transf_49(398-668)
tr|M3WNA3|M3WNA3_FELCA	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|M3YLT6|M3YLT6_MUSPF	TMhelix|GT-A|GT-A	TMhelix(12-34)|GT8_LARGE_C(138-417)|Glyco_transf_49(473-742)
tr|V8P3L6|V8P3L6_OPHHA	TMhelix|GT-A|GT-A	TMhelix(47-66)|Glyco_tranf_GTA_type(156-400)|Glyco_transf_49(453-722)
tr|W5MCB4|W5MCB4_LEPOC	TMhelix|GT-A|GT-A	TMhelix(12-29)|GT8_LARGE_C(128-407)|Glyco_transf_49(463-732)
tr|A0A2P6TQL3|A0A2P6TQL3_CHLSO	TMhelix|GT-A|FRQ1	TMhelix(62-84)|Glyco_transf_49(316-691)|FRQ1(945-1086)
sp|Q54PG8|GNT14_DICDI	TMhelix|GT-A	TMhelix(13-35)|Glyco_transf_49(348-588)
sp|Q555X4|GNT15_DICDI	TMhelix|GT-A	TMhelix(28-45)|Glyco_transf_49(89-454)
sp|Q55FD5|GNT12_DICDI	TMhelix|GT-A	TMhelix(37-59)|Glyco_transf_49(131-482)
tr|A0A015KR77|A0A015KR77_9GLOM	TMhelix|GT-A	TMhelix(12-31)|Glyco_transf_49(104-377)
tr|A0A015KZ42|A0A015KZ42_9GLOM	TMhelix|GT-A	TMhelix(26-48)|Glyco_transf_49(113-401)
tr|A0A015LCU2|A0A015LCU2_9GLOM	TMhelix|GT-A	TMhelix(24-46)|Glyco_transf_49(117-406)
tr|A0A044V915|A0A044V915_ONCVO	TMhelix|GT-A	TMhelix(23-41)|Glyco_transf_49(88-386)
tr|A0A067QWW8|A0A067QWW8_ZOONE	TMhelix|GT-A	TMhelix(13-35)|Glyco_transf_49(129-449)
tr|A0A067R5Q9|A0A067R5Q9_ZOONE	TMhelix|GT-A	TMhelix(13-30)|Glyco_transf_49(99-330)
tr|A0A088A9M0|A0A088A9M0_APIME	TMhelix|GT-A	TMhelix(43-65)|Glyco_transf_49(158-483)
tr|A0A088AIS6|A0A088AIS6_APIME	TMhelix|GT-A	TMhelix(7-26)|Glyco_transf_49(124-434)
tr|A0A0K3CH86|A0A0K3CH86_RHOTO	TMhelix|GT-A	TMhelix(23-45)|Glyco_transf_49(241-516)
tr|A0A0L0FL01|A0A0L0FL01_9EUKA	TMhelix|GT-A	TMhelix(27-49)|Glyco_transf_49(287-542)
tr|A0A0L0G2Q2|A0A0L0G2Q2_9EUKA	TMhelix|GT-A	TMhelix(74-96)|Glyco_transf_49(304-576)
tr|A0A0L0V7B9|A0A0L0V7B9_9BASI	TMhelix|GT-A	TMhelix(42-64)|Glyco_transf_49(248-525)
tr|A0A0M4E9D9|A0A0M4E9D9_DROBS	TMhelix|GT-A	TMhelix(16-38)|Glyco_transf_49(199-523)
tr|A0A0M5J7N2|A0A0M5J7N2_DROBS	TMhelix|GT-A	TMhelix(13-30)|Glyco_transf_49(121-440)
tr|A0A0N8NZ95|A0A0N8NZ95_DROAN	TMhelix|GT-A	TMhelix(32-54)|Glyco_transf_49(233-557)
tr|A0A0Q9X4X2|A0A0Q9X4X2_DROMO	TMhelix|GT-A	TMhelix(62-84)|Glyco_transf_49(245-569)
tr|A0A109FFT9|A0A109FFT9_9BASI	TMhelix|GT-A	TMhelix(33-55)|Glyco_transf_49(251-526)
tr|A0A109FNA2|A0A109FNA2_9BASI	TMhelix|GT-A	TMhelix(24-46)|Glyco_transf_49(195-467)
tr|A0A137QDG9|A0A137QDG9_9AGAR	TMhelix|GT-A	TMhelix(11-33)|Glyco_transf_49(105-388)
tr|A0A151IT18|A0A151IT18_9HYME	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_49(187-510)
tr|A0A151V525|A0A151V525_HYPMA	TMhelix|GT-A	TMhelix(13-35)|Glyco_transf_49(147-423)
tr|A0A151W872|A0A151W872_HYPMA	TMhelix|GT-A	TMhelix(13-35)|Glyco_transf_49(150-426)
tr|A0A151XAD0|A0A151XAD0_9HYME	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_49(186-511)
tr|A0A151Z6R8|A0A151Z6R8_9MYCE	TMhelix|GT-A	TMhelix(34-56)|Glyco_transf_49(90-334)
tr|A0A151ZJE5|A0A151ZJE5_9MYCE	TMhelix|GT-A	TMhelix(24-41)|Glyco_transf_49(314-568)
tr|A0A152A3L7|A0A152A3L7_9MYCE	TMhelix|GT-A	TMhelix(17-36)|Glyco_transf_49(300-537)
tr|A0A154P5T3|A0A154P5T3_9HYME	TMhelix|GT-A	TMhelix(75-97)|Glyco_transf_49(356-692)
tr|A0A154PBI0|A0A154PBI0_9HYME	TMhelix|GT-A	TMhelix(43-65)|Glyco_transf_49(155-480)
tr|A0A158NNA1|A0A158NNA1_ATTCE	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_49(188-511)
tr|A0A162QUP2|A0A162QUP2_MUCCL	TMhelix|GT-A	TMhelix(54-73)|Glyco_transf_49(221-506)
tr|A0A162URJ1|A0A162URJ1_PHYB8	TMhelix|GT-A	TMhelix(49-67)|Glyco_transf_49(198-435)
tr|A0A163AVM8|A0A163AVM8_PHYB8	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_49(117-390)
tr|A0A163EKZ5|A0A163EKZ5_PHYB8	TMhelix|GT-A	TMhelix(111-133)|Glyco_transf_49(206-442)
tr|A0A163JPK3|A0A163JPK3_ABSGL	TMhelix|GT-A	TMhelix(142-164)|Glyco_transf_49(230-467)
tr|A0A163JUX4|A0A163JUX4_ABSGL	TMhelix|GT-A	TMhelix(51-73)|Glyco_transf_49(146-392)
tr|A0A163JV51|A0A163JV51_ABSGL	TMhelix|GT-A	TMhelix(13-30)|Glyco_transf_49(90-366)
tr|A0A163KBB3|A0A163KBB3_ABSGL	TMhelix|GT-A	TMhelix(55-77)|Glyco_transf_49(154-396)
tr|A0A163LW80|A0A163LW80_ABSGL	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_49(127-401)
tr|A0A163TDG5|A0A163TDG5_ABSGL	TMhelix|GT-A	TMhelix(47-64)|Glyco_transf_49(207-486)
tr|A0A168IQ87|A0A168IQ87_MUCCL	TMhelix|GT-A	TMhelix(7-29)|Glyco_transf_49(105-377)
tr|A0A168KH74|A0A168KH74_MUCCL	TMhelix|GT-A	TMhelix(53-75)|Glyco_transf_49(142-396)
tr|A0A168LJ70|A0A168LJ70_MUCCL	TMhelix|GT-A	TMhelix(13-35)|Glyco_transf_49(123-396)
tr|A0A168PM04|A0A168PM04_MUCCL	TMhelix|GT-A	TMhelix(119-136)|Glyco_transf_49(247-488)
tr|A0A176VFS7|A0A176VFS7_MARPO	TMhelix|GT-A	TMhelix(108-130)|Glyco_transf_49(176-473)
tr|A0A180GAN0|A0A180GAN0_PUCT1	TMhelix|GT-A	TMhelix(42-64)|Glyco_transf_49(203-546)
tr|A0A180GG00|A0A180GG00_PUCT1	TMhelix|GT-A	TMhelix(11-33)|Glyco_transf_49(217-494)
tr|A0A182GKJ8|A0A182GKJ8_AEDAL	TMhelix|GT-A	TMhelix(24-46)|Glyco_transf_49(116-438)
tr|A0A182HA53|A0A182HA53_AEDAL	TMhelix|GT-A	TMhelix(24-46)|Glyco_transf_49(116-438)
tr|A0A182HA55|A0A182HA55_AEDAL	TMhelix|GT-A	TMhelix(7-29)|Glyco_transf_49(249-525)
tr|A0A182J329|A0A182J329_9DIPT	TMhelix|GT-A	TMhelix(27-49)|Glyco_transf_49(116-445)
tr|A0A182J7K7|A0A182J7K7_9DIPT	TMhelix|GT-A	TMhelix(5-27)|Glyco_transf_49(194-467)
tr|A0A182KBC5|A0A182KBC5_9DIPT	TMhelix|GT-A	TMhelix(27-49)|Glyco_transf_49(116-447)
tr|A0A182L6Q5|A0A182L6Q5_9DIPT	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_49(98-429)
tr|A0A182MVK2|A0A182MVK2_9DIPT	TMhelix|GT-A	TMhelix(21-43)|Glyco_transf_49(129-392)
tr|A0A182QFD2|A0A182QFD2_9DIPT	TMhelix|GT-A	TMhelix(27-49)|Glyco_transf_49(117-444)
tr|A0A182QU62|A0A182QU62_9DIPT	TMhelix|GT-A	TMhelix(5-27)|Glyco_transf_49(199-522)
tr|A0A182RG76|A0A182RG76_ANOFN	TMhelix|GT-A	TMhelix(75-97)|Glyco_transf_49(260-583)
tr|A0A182RG77|A0A182RG77_ANOFN	TMhelix|GT-A	TMhelix(27-49)|Glyco_transf_49(116-446)
tr|A0A182VUQ7|A0A182VUQ7_9DIPT	TMhelix|GT-A	TMhelix(5-27)|Glyco_transf_49(195-470)
tr|A0A182VUQ8|A0A182VUQ8_9DIPT	TMhelix|GT-A	TMhelix(27-49)|Glyco_transf_49(116-446)
tr|A0A182YFW4|A0A182YFW4_ANOST	TMhelix|GT-A	TMhelix(27-49)|Glyco_transf_49(116-446)
tr|A0A195B0J0|A0A195B0J0_9HYME	TMhelix|GT-A	TMhelix(20-42)|Glyco_transf_49(129-602)
tr|A0A195CS01|A0A195CS01_9HYME	TMhelix|GT-A	TMhelix(12-34)|Glyco_transf_49(186-533)
tr|A0A195ECS1|A0A195ECS1_9HYME	TMhelix|GT-A	TMhelix(32-54)|Glyco_transf_49(141-596)
tr|A0A195EUA1|A0A195EUA1_9HYME	TMhelix|GT-A	TMhelix(40-59)|Glyco_transf_49(165-479)
tr|A0A195EUS3|A0A195EUS3_9HYME	TMhelix|GT-A	TMhelix(66-88)|Glyco_transf_49(175-628)
tr|A0A196S6S4|A0A196S6S4_BLAHN	TMhelix|GT-A	TMhelix(9-31)|Glyco_transf_49(178-390)
tr|A0A196SCS0|A0A196SCS0_BLAHN	TMhelix|GT-A	TMhelix(25-47)|Glyco_transf_49(194-465)
tr|A0A196SDU9|A0A196SDU9_BLAHN	TMhelix|GT-A	TMhelix(5-27)|Glyco_transf_49(173-267)
tr|A0A196SG44|A0A196SG44_BLAHN	TMhelix|GT-A	TMhelix(7-29)|Glyco_transf_49(51-337)
tr|A0A196SGN5|A0A196SGN5_BLAHN	TMhelix|GT-A	TMhelix(7-26)|Glyco_transf_49(260-535)
tr|A0A196SIJ4|A0A196SIJ4_BLAHN	TMhelix|GT-A	TMhelix(7-29)|Glyco_transf_49(78-320)
tr|A0A196SJP2|A0A196SJP2_BLAHN	TMhelix|GT-A	TMhelix(5-27)|Glyco_transf_49(97-351)
