tr|A0A239KH96|A0A239KH96_9PROT	YbbN|GT-A|GT-B	YbbN(41-194)|GT2(310-557)|Glycosyltransferase_GTB-type(596-930)
tr|Q8PUW5|Q8PUW5_METMA	MT|Smc|GT-A|GT-B	Methyltransf_11(43-137)|Smc(252-441)|Glyco_tranf_GTA_type(635-849)|Glycosyltransferase_GTB-type(917-1303)
tr|A0A2A2AGQ3|A0A2A2AGQ3_9BURK	MT|SH3_and_anchor|GT-A|GT-B	Methyltransf_23(32-184)|SH3_and_anchor(417-514)|GT_2_like_c(589-803)|Glycosyltransferase_GTB-type(864-1226)
tr|A0A2G6YEE9|A0A2G6YEE9_9BURK	MT|SH3_and_anchor|GT-A|GT-B	Methyltransf_23(36-184)|SH3_and_anchor(355-503)|Glyco_tranf_GTA_type(547-761)|Glycosyltransferase_GTB-type(827-1167)
tr|B8DMD6|B8DMD6_DESVM	MT|MT|GT-A|GT-B	AdoMet_MTases(99-219)|AdoMet_MTases(507-679)|GT2(904-1137)|Glycosyltransferase_GTB-type(1221-1620)
tr|A0A127CP41|A0A127CP41_9RHIZ	MT|GT-B|GT-A|GT-B	Methyltransf_24(41-156)|Glycosyltransferase_GTB-type(481-846)|GT_2_like_c(897-1107)|GT4_PimA-like(1172-1516)
tr|I3YC80|I3YC80_THIV6	MT|GT-A|GT-B|SMC_prok_A|GT-A|stp1	Methyltransf_23(5-175)|Glyco_tranf_GTA_type(255-471)|Glycosyltransferase_GTB-type(529-850)|SMC_prok_A(953-1091)|GT_2_like_c(1166-1375)|stp1(1523-1775)
tr|A0A1Z4K0F9|A0A1Z4K0F9_9CYAN	MT|GT-A|GT-B	Methyltransf_23(36-182)|GT_2_like_c(370-586)|GT4_PimA-like(658-1005)
tr|A0A2N2MJL1|A0A2N2MJL1_9CHLR	MT|COG4372|GT-A|GT-B	Methyltransf_24(42-143)|COG4372(292-478)|GT_2_like_c(487-704)|GT4_PimA-like(787-1107)
tr|A0A1X7NTF4|A0A1X7NTF4_AZOLI	MT|COG4372|GT-A	Methyltransf_24(55-171)|COG4372(229-352)|GT2(712-930)
tr|A6M2M4|A6M2M4_CLOB8	HAD_like|GT-A|GT-A	HAD_like(14-466)|GT2_RfbC_Mx_like(700-901)|Glyco_tranf_GTA_type(960-1175)
tr|A0A132C0E2|A0A132C0E2_9RHOB	GT|TPK	Glyco_tranf_2_3(235-397)|TPK(635-789)
tr|A0A1T5IB60|A0A1T5IB60_9MICO	GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_2_3(54-258)|TMhelix(420-442)|TMhelix(505-527)|TMhelix(532-551)|TMhelix(556-578)|TMhelix(593-627)|TMhelix(634-656)|TMhelix(704-726)|TMhelix(738-760)|TMhelix(775-797)|TMhelix(818-840)|TMhelix(1101-1123)
tr|A0A0V8T9R6|A0A0V8T9R6_9CELL	GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_2_3(31-254)|TMhelix(306-328)|TMhelix(425-447)|TMhelix(504-526)|TMhelix(533-555)|TMhelix(779-798)|TMhelix(845-867)|TMhelix(879-901)|TMhelix(905-927)|TMhelix(947-969)|TMhelix(1224-1246)
tr|D5UHB5|D5UHB5_CELFN	GT|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	Glyco_tranf_2_3(30-252)|TMhelix(299-321)|TMhelix(418-440)|TMhelix(502-524)|TMhelix(529-551)|TMhelix(724-746)|TMhelix(790-812)|TMhelix(824-846)|TMhelix(850-872)|TMhelix(892-914)|TMhelix(1169-1188)
tr|A0A1C0BIY5|A0A1C0BIY5_9CLOT	GT|TMhelix	Glyco_tranf_2_3(153-374)|TMhelix(555-577)
tr|A0A1Q9U167|A0A1Q9U167_9ACTN	GT|Retinal	Glyco_tranf_2_3(187-323)|Retinal(338-470)
tr|A0A0Q7UJ96|A0A0Q7UJ96_9MICO	GT|PsbR	Glyco_tranf_2_3(191-445)|PsbR(502-557)
tr|A0A126ZYB3|A0A126ZYB3_9MICC	GT|GT-A|GT-A|GT-A	Glyco_transf_WecG_TagA(68-238)|GT2(313-557)|Glyco_tranf_GTA_type(623-720)|WcaA(622-869)
tr|A0A1G6GKQ7|A0A1G6GKQ7_9ACTN	GT|GT-A|GT-A|GT-A	Glyco_transf_WecG_TagA(122-292)|GT2(362-632)|Glyco_tranf_GTA_type(673-771)|BcsA(672-881)
tr|B8H8W5|B8H8W5_PSECP	GT|GT-A|GT-A|GT-A	Glyco_transf_WecG_TagA(107-277)|GT2(323-594)|Glyco_tranf_GTA_type(637-727)|BcsA(618-838)
tr|A0A024H8X8|A0A024H8X8_9MICC	GT|GT-A|GT-A	Glyco_transf_WecG_TagA(104-274)|GT2(333-603)|Glyco_tranf_GTA_type(646-804)
tr|A0A0A1D2F2|A0A0A1D2F2_9MICC	GT|GT-A|GT-A	Glyco_transf_WecG_TagA(89-259)|GT2(322-644)|Glyco_tranf_GTA_type(637-764)
tr|A0A1R4FFX3|A0A1R4FFX3_9ACTO	GT|GT-A|GT-A	Glyco_transf_WecG_TagA(127-295)|GT2(374-659)|Glyco_tranf_GTA_type(684-777)
tr|A0A1X7NNT1|A0A1X7NNT1_9MICO	GT|GT-A|GT-A	Glyco_transf_WecG_TagA(110-280)|GT2(330-594)|Glyco_tranf_GTA_type(646-774)
tr|A0A221NK86|A0A221NK86_9MICC	GT|GT-A|GT-A	Glyco_transf_WecG_TagA(113-283)|GT2(339-640)|Glyco_tranf_GTA_type(657-818)
tr|A0A221R590|A0A221R590_9MICC	GT|GT-A|GT-A	Glyco_transf_WecG_TagA(79-249)|GT2(315-564)|Glyco_tranf_GTA_type(626-723)
tr|A0A2S8WNW3|A0A2S8WNW3_9MICC	GT|GT-A|GT-A	Glyco_transf_WecG_TagA(90-263)|GT2(327-612)|Glyco_tranf_GTA_type(624-732)
tr|A0A1G6P6D5|A0A1G6P6D5_9PSEU	GT|GT-A	Glyco_tranf_2_3(186-437)|GT2(321-514)
tr|A0A1H1RMA5|A0A1H1RMA5_9ACTN	GT|GT-A	Glyco_transf_WecG_TagA(98-268)|GT2(320-607)
tr|A0A2M9CDI2|A0A2M9CDI2_9CELL	GT|GT-A	Glyco_tranf_2_3(148-376)|GT2(302-457)
tr|A1R6P3|A1R6P3_PAEAT	GT|GT-A	Glyco_transf_WecG_TagA(118-288)|GT2(340-631)
tr|E7G9D8|E7G9D8_9FIRM	GT|GT-A	Gly_transf_sug(17-100)|Glyco_tranf_GTA_type(244-456)
tr|R6VPX8|R6VPX8_9BACT	GT|GT-A	O-FucT_like(12-270)|Glyco_tranf_GTA_type(294-494)
tr|A0A161MGZ1|A0A161MGZ1_9MICO	GT-B|GT-A|TMhelix	GT4_PimA-like(18-364)|GT2(376-627)|TMhelix(604-626)
tr|D9TRY5|D9TRY5_THETC	GT-B|GT-A|GT-B|Cohesin_load|TPR_2|GT-A|PEP_TPR_lipo	GT4_PimA-like(4-389)|GT_2_like_c(420-611)|GT4_PimA-like(748-1022)|Cohesin_load(976-1179)|TPR_2(1125-1157)|Beta4Glucosyltransferase(1169-1394)|PEP_TPR_lipo(1326-1634)
tr|A0A1H1Z820|A0A1H1Z820_9MICO	GT-B|GT-A|GT-B	GT4_PimA-like(20-369)|GT2(398-637)|GT4_PimA-like(688-1063)
tr|A0A1H8A9V6|A0A1H8A9V6_9FIRM	GT-B|GT-A|GT-B	RfaB(43-304)|GT_2_like_c(368-574)|Glycosyltransferase_GTB-type(618-981)
tr|A0A1T4N7P4|A0A1T4N7P4_9FIRM	GT-B|GT-A|GT-B	RfaB(92-309)|GT_2_like_c(346-545)|Glycosyltransferase_GTB-type(589-954)
tr|A0A1H7ZBU4|A0A1H7ZBU4_9DELT	GT-B|GT-A|GT-A|PEP_TPR_lipo|3a0801s09|GT-A|Protein_Binding	Glyco_trans_1_2(226-321)|Glyco_tranf_GTA_type(377-590)|GT_2_like_c(972-1182)|PEP_TPR_lipo(837-1366)|3a0801s09(1296-1445)|Beta4Glucosyltransferase(1475-1676)|TPR(1595-1835)
tr|A0A2S5DHS3|A0A2S5DHS3_9NEIS	GT-B|GT-A|GT-A|GT-B	Glycosyltransferase_GTB-type(368-575)|Glyco_tranf_GTA_type(651-842)|Glyco_tranf_GTA_type(904-1127)|Glycosyltransferase_GTB-type(1311-1511)
tr|A0A0M7BAP2|A0A0M7BAP2_9RHOB	GT-B|GT-A|GT-A	GT4_PimA-like(317-688)|GT2(721-962)|Glyco_tranf_GTA_type(1290-1480)
tr|A0A0Q6BX04|A0A0Q6BX04_9RHIZ	GT-B|GT-A|GT-A	Glycosyltransferase_GTB-type(52-395)|GT2(426-667)|Glyco_tranf_GTA_type(1016-1214)
tr|A0A238LK29|A0A238LK29_9RHOB	GT-B|GT-A|GT-A	RfaB(390-661)|GT2(742-982)|Glyco_tranf_GTA_type(1319-1521)
tr|A0A2T4UL79|A0A2T4UL79_9ACTN	GT-B|GT-A|GT-A	Glycosyltransferase_GTB-type(218-293)|GT2(424-546)|Glyco_tranf_GTA_type(502-546)
tr|T0IVE5|T0IVE5_9SPHN	GT-B|GT-A|GT-A	Glycosyltransferase_GTB-type(56-404)|GT2(439-685)|Glycos_transf_2(1025-1188)
tr|A0A023D8T2|A0A023D8T2_ACIMT	GT-B|GT-A	Glycosyltransferase_GTB-type(41-357)|GT2(374-642)
tr|A0A0B2ACP9|A0A0B2ACP9_9MICO	GT-B|GT-A	GT4_PimA-like(15-356)|GT2(373-601)
tr|A0A0F0EUD6|A0A0F0EUD6_9MICO	GT-B|GT-A	GT4_PimA-like(25-363)|GT2(385-651)
tr|A0A0F0L1X3|A0A0F0L1X3_9MICO	GT-B|GT-A	RfaB(7-373)|GT_2_like_c(391-586)
tr|A0A0M2HDF7|A0A0M2HDF7_9MICO	GT-B|GT-A	Glycosyltransferase_GTB-type(128-359)|Glyco_tranf_GTA_type(373-564)
tr|A0A0Q9CUX9|A0A0Q9CUX9_9CELL	GT-B|GT-A	Glycosyltransferase_GTB-type(16-375)|GT2(420-677)
tr|A0A0Q9K9U1|A0A0Q9K9U1_9MICO	GT-B|GT-A	RfaB(21-357)|GT2(371-646)
tr|A0A151BT92|A0A151BT92_9MICO	GT-B|GT-A	Glycosyltransferase_GTB-type(21-327)|Glyco_tranf_GTA_type(379-573)
tr|A0A161HSX1|A0A161HSX1_9MICO	GT-B|GT-A	Glycosyltransferase_GTB-type(16-358)|GT2(379-607)
tr|A0A1F5C170|A0A1F5C170_9BACT	GT-B|GT-A	RfaB(2-172)|GT2(195-463)
tr|A0A1G6GDF3|A0A1G6GDF3_9ACTN	GT-B|GT-A	GT4_PimA-like(60-353)|Glyco_tranf_GTA_type(372-569)
tr|A0A1G6QB74|A0A1G6QB74_9MICO	GT-B|GT-A	RfaB(17-374)|GT2(411-646)
tr|A0A1H4MLY0|A0A1H4MLY0_9MICO	GT-B|GT-A	GT4_PimA-like(10-356)|GT2(373-641)
tr|A0A1H6FHH3|A0A1H6FHH3_THEAL	GT-B|GT-A	GT4_MtfB-like(10-337)|GT_2_like_c(378-591)
tr|A0A1I6KIN8|A0A1I6KIN8_9MICO	GT-B|GT-A	RfaB(30-366)|Glyco_tranf_GTA_type(382-577)
tr|A0A1L3MLF4|A0A1L3MLF4_9MICO	GT-B|GT-A	RfaB(12-361)|GT2(371-628)
tr|A0A1P8UAQ5|A0A1P8UAQ5_9MICO	GT-B|GT-A	Glycosyltransferase_GTB-type(128-359)|Glyco_tranf_GTA_type(373-574)
tr|A0A1T5IEW5|A0A1T5IEW5_9MICO	GT-B|GT-A	GT4_PimA-like(21-367)|GT2(392-621)
tr|A0A1U7MRH8|A0A1U7MRH8_9MICO	GT-B|GT-A	GT4_PimA-like(26-363)|GT2(381-650)
tr|A0A1X7E3X2|A0A1X7E3X2_CELCE	GT-B|GT-A	GT4_PimA-like(50-364)|GT2(398-620)
tr|A0A285VYP9|A0A285VYP9_9MICO	GT-B|GT-A	GT4_PimA-like(38-381)|Glyco_tranf_GTA_type(399-597)
tr|A0A2A9DUS6|A0A2A9DUS6_9MICO	GT-B|GT-A	GT4_PimA-like(20-357)|Glyco_tranf_GTA_type(373-563)
tr|A0A2A9E083|A0A2A9E083_9MICO	GT-B|GT-A	RfaB(47-365)|GT2(389-657)
tr|A0A2A9F186|A0A2A9F186_9MICO	GT-B|GT-A	RfaB(26-375)|GT2(384-608)
tr|A0A2H6B5Y6|A0A2H6B5Y6_9BACT	GT-B|GT-A	GT4_MtfB-like(20-346)|GT_2_like_c(397-610)
tr|A0A2M8WT88|A0A2M8WT88_9MICO	GT-B|GT-A	RfaB(17-364)|GT2(380-609)
tr|A0A2N9JCF7|A0A2N9JCF7_9ACTN	GT-B|GT-A	GT4_PimA-like(36-358)|GT2(380-596)
tr|A0A2T0Y228|A0A2T0Y228_9MICO	GT-B|GT-A	GT4_PimA-like(74-407)|GT2(429-665)
tr|D9QST0|D9QST0_ACEAZ	GT-B|GT-A	RfaB(73-300)|Glyco_tranf_GTA_type(317-497)
tr|E6SEU4|E6SEU4_INTC7	GT-B|GT-A	RfaB(12-393)|GT2(426-694)
tr|F3YWI4|F3YWI4_DESAF	GT-B|GT-A	Glycosyltransferase_GTB-type(106-324)|GT2(397-713)
tr|U1MSL2|U1MSL2_9MICO	GT-B|GT-A	Glycosyltransferase_GTB-type(375-601)|GT2(652-894)
tr|W0ZEB6|W0ZEB6_9MICO	GT-B|GT-A	RfaB(67-359)|Glyco_tranf_GTA_type(373-574)
tr|W9GFX9|W9GFX9_9MICO	GT-B|GT-A	Glycosyltransferase_GTB-type(11-361)|Glyco_tranf_GTA_type(384-581)
tr|A0A2M9CDH4|A0A2M9CDH4_9CELL	GT-A|Trypan_PARP|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT2(63-252)|Trypan_PARP(310-412)|TMhelix(393-412)|TMhelix(427-445)|TMhelix(513-535)|TMhelix(742-764)|TMhelix(807-829)|TMhelix(842-859)|TMhelix(864-886)|TMhelix(918-940)|TMhelix(1177-1199)
tr|A0A2H0LBI5|A0A2H0LBI5_9BACT	GT-A|TPR_16|TPR_11	GT_2_like_c(49-253)|TPR_16(291-353)|TPR_11(327-368)
tr|A0A1G9VDR6|A0A1G9VDR6_9BACI	GT-A|ToxN_toxin	Glyco_tranf_GTA_type(6-225)|ToxN_toxin(191-275)
tr|A0A0G0E4P6|A0A0G0E4P6_9BACT	GT-A|TMhelix|TMhelix|YciM	GT_2_like_c(14-232)|TMhelix(297-314)|TMhelix(364-383)|YciM(419-529)
tr|A0A1V2RP06|A0A1V2RP06_9ACTN	GT-A|TMhelix|TMhelix|TMhelix|Trep_Strep|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT2(20-335)|TMhelix(312-334)|TMhelix(447-469)|TMhelix(508-530)|Trep_Strep(506-627)|TMhelix(618-640)|TMhelix(653-675)|TMhelix(705-727)|TMhelix(734-751)|TMhelix(756-775)|TMhelix(795-817)
tr|S2VX82|S2VX82_9ACTN	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|YfhO|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT2(33-262)|TMhelix(397-419)|TMhelix(473-495)|TMhelix(508-530)|TMhelix(566-588)|YfhO(405-768)|TMhelix(595-617)|TMhelix(652-674)|TMhelix(681-703)|TMhelix(713-732)|TMhelix(749-771)
tr|A0A1F7L0G3|A0A1F7L0G3_9BACT	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|Transporter|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT2(1-222)|TMhelix(317-339)|TMhelix(344-366)|TMhelix(379-398)|TMhelix(402-424)|MATE_Wzx_like(245-636)|TMhelix(449-471)|TMhelix(486-505)|TMhelix(525-547)|TMhelix(557-579)|TMhelix(586-608)|TMhelix(618-640)
tr|A0A249L3G8|A0A249L3G8_9ACTN	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|UPF0182|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT2(18-300)|TMhelix(409-426)|TMhelix(487-509)|TMhelix(513-535)|TMhelix(540-557)|TMhelix(572-605)|UPF0182(540-754)|TMhelix(678-700)|TMhelix(707-724)|TMhelix(734-756)|TMhelix(769-791)|TMhelix(1008-1027)
tr|A0A2M9BKS3|A0A2M9BKS3_9ACTN	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|tRNA-synt_2_TM|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT2(20-299)|TMhelix(395-417)|TMhelix(468-490)|TMhelix(505-524)|TMhelix(531-550)|TMhelix(565-587)|tRNA-synt_2_TM(475-682)|TMhelix(594-613)|TMhelix(644-666)|TMhelix(679-701)|TMhelix(711-730)|TMhelix(751-773)|TMhelix(918-937)
tr|C7QCG9|C7QCG9_CATAD	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|YppG|dnaA	GT2(60-343)|TMhelix(580-602)|TMhelix(655-677)|TMhelix(713-732)|TMhelix(739-761)|TMhelix(776-798)|TMhelix(811-833)|YppG(1190-1236)|dnaA(1190-1296)
tr|A0A1F7IHI8|A0A1F7IHI8_9BACT	GT-A|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|Transporter|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix|TMhelix	GT2(44-238)|TMhelix(261-283)|TMhelix(293-315)|TMhelix(328-350)|TMhelix(357-379)|TMhelix(392-411)|TMhelix(415-437)|MATE_Wzx_like(281-649)|TMhelix(462-484)|TMhelix(499-518)|TMhelix(539-561)|TMhelix(571-593)|TMhelix(600-622)|TMhelix(627-649)
