tr|L1JYB0|L1JYB0_GUITH	TPR_12|PilF|GT-A	TPR_12(238-292)|PilF(267-324)|Glyco_transf_15(372-647)
tr|A0A010RNE1|A0A010RNE1_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(73-372)
tr|A0A010S4C8|A0A010S4C8_9PEZI	TMhelix|GT-A	TMhelix(53-75)|KTR1(116-501)
tr|A0A015K6Z1|A0A015K6Z1_9GLOM	TMhelix|GT-A	TMhelix(21-38)|KTR1(70-376)
tr|A0A015LBF1|A0A015LBF1_9GLOM	TMhelix|GT-A	TMhelix(12-34)|KTR1(17-383)
tr|A0A017SAY0|A0A017SAY0_9EURO	TMhelix|GT-A	TMhelix(48-70)|KTR1(113-499)
tr|A0A059JEW9|A0A059JEW9_9EURO	TMhelix|GT-A	TMhelix(50-72)|KTR1(38-498)
tr|A0A063BWA5|A0A063BWA5_9HYPO	TMhelix|GT-A	TMhelix(53-75)|KTR1(116-502)
tr|A0A063BYC9|A0A063BYC9_9HYPO	TMhelix|GT-A	TMhelix(7-26)|KTR1(91-411)
tr|A0A067N7L2|A0A067N7L2_PLEOS	TMhelix|GT-A	TMhelix(7-24)|KTR1(78-382)
tr|A0A0C4E4I9|A0A0C4E4I9_MAGP6	TMhelix|GT-A	TMhelix(7-26)|KTR1(1-355)
tr|A0A0C4EAV3|A0A0C4EAV3_MAGP6	TMhelix|GT-A	TMhelix(54-76)|KTR1(56-504)
tr|A0A0C4EF47|A0A0C4EF47_MAGP6	TMhelix|GT-A	TMhelix(12-34)|KTR1(123-443)
tr|A0A0D2XC98|A0A0D2XC98_FUSO4	TMhelix|GT-A	TMhelix(7-26)|KTR1(16-358)
tr|A0A0D2Y239|A0A0D2Y239_FUSO4	TMhelix|GT-A	TMhelix(52-74)|KTR1(58-503)
tr|A0A0E1RV58|A0A0E1RV58_COCIM	TMhelix|GT-A	TMhelix(49-71)|KTR1(112-501)
tr|A0A0J6YMC5|A0A0J6YMC5_COCIT	TMhelix|GT-A	TMhelix(49-71)|KTR1(112-501)
tr|A0A0J8RTQ6|A0A0J8RTQ6_COCIT	TMhelix|GT-A	TMhelix(49-71)|KTR1(112-489)
tr|A0A0K3CHZ3|A0A0K3CHZ3_RHOTO	TMhelix|GT-A	TMhelix(7-29)|KTR1(8-400)
tr|A0A0K3CPF5|A0A0K3CPF5_RHOTO	TMhelix|GT-A	TMhelix(12-31)|KTR1(92-403)
tr|A0A0L0V4K5|A0A0L0V4K5_9BASI	TMhelix|GT-A	TMhelix(42-59)|KTR1(122-442)
tr|A0A0P1BDN1|A0A0P1BDN1_9BASI	TMhelix|GT-A	TMhelix(17-36)|KTR1(116-393)
tr|A0A0W0F9N3|A0A0W0F9N3_9AGAR	TMhelix|GT-A	TMhelix(21-40)|KTR1(68-395)
tr|A0A0W7W2Z0|A0A0W7W2Z0_9HYPO	TMhelix|GT-A	TMhelix(7-26)|KTR1(82-411)
tr|A0A101MHD4|A0A101MHD4_9EURO	TMhelix|GT-A	TMhelix(48-70)|KTR1(52-501)
tr|A0A135LEL2|A0A135LEL2_PENPA	TMhelix|GT-A	TMhelix(48-70)|KTR1(96-501)
tr|A0A135RR74|A0A135RR74_9PEZI	TMhelix|GT-A	TMhelix(53-75)|KTR1(116-501)
tr|A0A135S462|A0A135S462_9PEZI	TMhelix|GT-A	TMhelix(53-75)|KTR1(116-501)
tr|A0A135TAM9|A0A135TAM9_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(107-427)
tr|A0A135TPB8|A0A135TPB8_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(73-393)
tr|A0A135UTW8|A0A135UTW8_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(107-427)
tr|A0A135V180|A0A135V180_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(73-368)
tr|A0A136IV23|A0A136IV23_9PEZI	TMhelix|GT-A	TMhelix(54-76)|KTR1(117-502)
tr|A0A136J7L9|A0A136J7L9_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(74-359)
tr|A0A136JDH8|A0A136JDH8_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(113-433)
tr|A0A136JFI8|A0A136JFI8_9PEZI	TMhelix|GT-A	TMhelix(12-34)|KTR1(34-407)
tr|A0A137NS05|A0A137NS05_CONC2	TMhelix|GT-A	TMhelix(13-32)|KTR1(77-390)
tr|A0A137NS07|A0A137NS07_CONC2	TMhelix|GT-A	TMhelix(13-35)|KTR1(35-365)
tr|A0A137NXK2|A0A137NXK2_CONC2	TMhelix|GT-A	TMhelix(7-26)|KTR1(7-377)
tr|A0A137PB03|A0A137PB03_CONC2	TMhelix|GT-A	TMhelix(13-30)|KTR1(93-403)
tr|A0A137PB49|A0A137PB49_CONC2	TMhelix|GT-A	TMhelix(7-24)|KTR1(78-406)
tr|A0A137PB87|A0A137PB87_CONC2	TMhelix|GT-A	TMhelix(13-30)|KTR1(14-396)
tr|A0A139AR26|A0A139AR26_GONPR	TMhelix|GT-A	TMhelix(21-40)|Glyco_transf_15(60-404)
tr|A0A139GZ46|A0A139GZ46_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(111-431)
tr|A0A139H1F4|A0A139H1F4_9PEZI	TMhelix|GT-A	TMhelix(32-49)|KTR1(21-414)
tr|A0A139HSJ3|A0A139HSJ3_9PEZI	TMhelix|GT-A	TMhelix(54-76)|KTR1(42-509)
tr|A0A139IF49|A0A139IF49_9PEZI	TMhelix|GT-A	TMhelix(32-49)|KTR1(30-414)
tr|A0A139IFK5|A0A139IFK5_9PEZI	TMhelix|GT-A	TMhelix(54-76)|KTR1(42-526)
tr|A0A139IHM3|A0A139IHM3_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(115-422)
tr|A0A150UWG6|A0A150UWG6_9PEZI	TMhelix|GT-A	TMhelix(31-50)|KTR1(88-401)
tr|A0A150V2H0|A0A150V2H0_9PEZI	TMhelix|GT-A	TMhelix(60-82)|KTR1(103-536)
tr|A0A151GHN4|A0A151GHN4_9HYPO	TMhelix|GT-A	TMhelix(44-66)|KTR1(107-493)
tr|A0A151GKL3|A0A151GKL3_9HYPO	TMhelix|GT-A	TMhelix(7-26)|KTR1(1-395)
tr|A0A151GPT7|A0A151GPT7_9HYPO	TMhelix|GT-A	TMhelix(7-26)|KTR1(108-426)
tr|A0A162I701|A0A162I701_9HYPO	TMhelix|GT-A	TMhelix(51-73)|KTR1(117-499)
tr|A0A162IM66|A0A162IM66_9HYPO	TMhelix|GT-A	TMhelix(7-26)|KTR1(128-458)
tr|A0A162JBL2|A0A162JBL2_9PEZI	TMhelix|GT-A	TMhelix(7-24)|KTR1(122-447)
tr|A0A162JIL4|A0A162JIL4_9HYPO	TMhelix|GT-A	TMhelix(7-26)|KTR1(102-422)
tr|A0A162KNI1|A0A162KNI1_CORDF	TMhelix|GT-A	TMhelix(7-26)|KTR1(90-380)
tr|A0A162Q8W8|A0A162Q8W8_MUCCL	TMhelix|GT-A	TMhelix(13-30)|KTR1(56-362)
tr|A0A162ZYA8|A0A162ZYA8_DIDRA	TMhelix|GT-A	TMhelix(50-72)|KTR1(52-505)
tr|A0A163J1H0|A0A163J1H0_ABSGL	TMhelix|GT-A	TMhelix(30-52)|Glyco_transf_15(105-399)
tr|A0A163JPY8|A0A163JPY8_ABSGL	TMhelix|GT-A	TMhelix(16-38)|KTR1(32-375)
tr|A0A164ZQM7|A0A164ZQM7_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(7-415)
tr|A0A165C0L5|A0A165C0L5_9APHY	TMhelix|GT-A	TMhelix(21-43)|KTR1(102-408)
tr|A0A165JTA7|A0A165JTA7_9PEZI	TMhelix|GT-A	TMhelix(48-70)|KTR1(50-503)
tr|A0A165MYD7|A0A165MYD7_9APHY	TMhelix|GT-A	TMhelix(12-31)|KTR1(74-380)
tr|A0A165QRB1|A0A165QRB1_9HOMO	TMhelix|GT-A	TMhelix(12-34)|KTR1(12-387)
tr|A0A165XWH3|A0A165XWH3_9HOMO	TMhelix|GT-A	TMhelix(13-32)|KTR1(90-403)
tr|A0A166RK22|A0A166RK22_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(73-368)
tr|A0A166WRS3|A0A166WRS3_9PEZI	TMhelix|GT-A	TMhelix(94-116)|KTR1(157-542)
tr|A0A167BSG4|A0A167BSG4_9PEZI	TMhelix|GT-A	TMhelix(93-115)|KTR1(156-541)
tr|A0A167CWR6|A0A167CWR6_9PEZI	TMhelix|GT-A	TMhelix(20-37)|KTR1(26-378)
tr|A0A167EB94|A0A167EB94_9ASCO	TMhelix|GT-A	TMhelix(12-29)|KTR1(4-413)
tr|A0A167F0B2|A0A167F0B2_9ASCO	TMhelix|GT-A	TMhelix(163-185)|KTR1(163-654)
tr|A0A167PV12|A0A167PV12_PHYB8	TMhelix|GT-A	TMhelix(27-49)|Glyco_transf_15(137-419)
tr|A0A167RCU3|A0A167RCU3_PHYB8	TMhelix|GT-A	TMhelix(12-34)|KTR1(15-378)
tr|A0A168BLB9|A0A168BLB9_9HYPO	TMhelix|GT-A	TMhelix(53-75)|KTR1(118-504)
tr|A0A168H3V6|A0A168H3V6_MUCCL	TMhelix|GT-A	TMhelix(32-54)|Glyco_transf_15(130-432)
tr|A0A168I3I4|A0A168I3I4_CORDF	TMhelix|GT-A	TMhelix(51-73)|KTR1(56-499)
tr|A0A168J8I6|A0A168J8I6_CORDF	TMhelix|GT-A	TMhelix(7-26)|KTR1(81-423)
tr|A0A168NDN7|A0A168NDN7_ABSGL	TMhelix|GT-A	TMhelix(47-69)|Glyco_transf_15(77-405)
tr|A0A168R0N2|A0A168R0N2_ABSGL	TMhelix|GT-A	TMhelix(12-29)|KTR1(54-381)
tr|A0A175WH37|A0A175WH37_9PEZI	TMhelix|GT-A	TMhelix(51-73)|KTR1(53-503)
tr|A0A177CR55|A0A177CR55_9PLEO	TMhelix|GT-A	TMhelix(52-74)|KTR1(100-511)
tr|A0A177DD58|A0A177DD58_ALTAL	TMhelix|GT-A	TMhelix(50-72)|KTR1(40-502)
tr|A0A177DJF7|A0A177DJF7_ALTAL	TMhelix|GT-A	TMhelix(7-26)|KTR1(77-400)
tr|A0A178ACS4|A0A178ACS4_9PLEO	TMhelix|GT-A	TMhelix(50-72)|KTR1(52-505)
tr|A0A178DKX6|A0A178DKX6_9PLEO	TMhelix|GT-A	TMhelix(51-73)|KTR1(56-506)
tr|A0A178EEE5|A0A178EEE5_9PLEO	TMhelix|GT-A	TMhelix(7-29)|KTR1(1-393)
tr|A0A178ZMH2|A0A178ZMH2_9EURO	TMhelix|GT-A	TMhelix(93-115)|KTR1(160-448)
tr|A0A178ZNT0|A0A178ZNT0_9EURO	TMhelix|GT-A	TMhelix(7-26)|KTR1(7-365)
tr|A0A178ZSV4|A0A178ZSV4_9EURO	TMhelix|GT-A	TMhelix(12-34)|KTR1(7-421)
tr|A0A178ZUI3|A0A178ZUI3_9EURO	TMhelix|GT-A	TMhelix(49-71)|KTR1(58-501)
tr|A0A179FUQ5|A0A179FUQ5_METCM	TMhelix|GT-A	TMhelix(7-26)|KTR1(108-428)
tr|A0A179G6U9|A0A179G6U9_METCM	TMhelix|GT-A	TMhelix(53-75)|KTR1(116-502)
tr|A0A179G9R3|A0A179G9R3_METCM	TMhelix|GT-A	TMhelix(7-29)|Glyco_transf_15(42-352)
tr|A0A179GI69|A0A179GI69_9HYPO	TMhelix|GT-A	TMhelix(7-26)|KTR1(77-359)
tr|A0A179HUQ7|A0A179HUQ7_9HYPO	TMhelix|GT-A	TMhelix(54-76)|KTR1(117-501)
tr|A0A179UZ78|A0A179UZ78_BLAGS	TMhelix|GT-A	TMhelix(49-71)|KTR1(37-500)
tr|A0A194ULK5|A0A194ULK5_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(73-357)
tr|A0A194UZU4|A0A194UZU4_9PEZI	TMhelix|GT-A	TMhelix(12-31)|KTR1(41-401)
tr|A0A194VDX0|A0A194VDX0_9PEZI	TMhelix|GT-A	TMhelix(50-72)|KTR1(114-504)
tr|A0A194VNA6|A0A194VNA6_9PEZI	TMhelix|GT-A	TMhelix(50-72)|KTR1(114-504)
tr|A0A194VQR2|A0A194VQR2_9PEZI	TMhelix|GT-A	TMhelix(12-34)|KTR1(41-401)
tr|A0A194W4L9|A0A194W4L9_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(73-357)
tr|A0A194XC73|A0A194XC73_9HELO	TMhelix|GT-A	TMhelix(7-26)|KTR1(74-358)
tr|A0A194XKN4|A0A194XKN4_9HELO	TMhelix|GT-A	TMhelix(80-102)|KTR1(115-447)
tr|A0A194XNI8|A0A194XNI8_9HELO	TMhelix|GT-A	TMhelix(48-70)|KTR1(111-499)
tr|A0A1B7NPY6|A0A1B7NPY6_9EURO	TMhelix|GT-A	TMhelix(49-71)|KTR1(37-500)
tr|A0A1B7T8L6|A0A1B7T8L6_9ASCO	TMhelix|GT-A	TMhelix(7-29)|KTR1(6-431)
tr|A0A1B7TAK0|A0A1B7TAK0_9ASCO	TMhelix|GT-A	TMhelix(77-99)|KTR1(101-601)
tr|A0A1B8ADQ7|A0A1B8ADQ7_FUSPO	TMhelix|GT-A	TMhelix(7-26)|KTR1(4-358)
tr|A0A1B8B7U4|A0A1B8B7U4_FUSPO	TMhelix|GT-A	TMhelix(54-76)|KTR1(65-503)
tr|A0A1B8C4L2|A0A1B8C4L2_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(8-360)
tr|A0A1B8CB63|A0A1B8CB63_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(7-404)
tr|A0A1B8CPZ1|A0A1B8CPZ1_9PEZI	TMhelix|GT-A	TMhelix(48-70)|KTR1(113-500)
tr|A0A1B8D0T4|A0A1B8D0T4_9PEZI	TMhelix|GT-A	TMhelix(47-69)|KTR1(112-499)
tr|A0A1B8DA55|A0A1B8DA55_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(8-360)
tr|A0A1B8DK78|A0A1B8DK78_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(7-405)
tr|A0A1B8E6E3|A0A1B8E6E3_9PEZI	TMhelix|GT-A	TMhelix(47-69)|KTR1(113-500)
tr|A0A1B8EB25|A0A1B8EB25_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(83-404)
tr|A0A1B8EBZ6|A0A1B8EBZ6_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(8-360)
tr|A0A1B8EVH7|A0A1B8EVH7_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(7-404)
tr|A0A1B8F097|A0A1B8F097_9PEZI	TMhelix|GT-A	TMhelix(48-70)|KTR1(113-500)
tr|A0A1B8F4P7|A0A1B8F4P7_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(8-360)
tr|A0A1B8GJD2|A0A1B8GJD2_9PEZI	TMhelix|GT-A	TMhelix(7-26)|KTR1(8-360)
tr|A0A1B8GW34|A0A1B8GW34_9PEZI	TMhelix|GT-A	TMhelix(47-69)|KTR1(112-499)
tr|A0A1B8GX04|A0A1B8GX04_9PEZI	TMhelix|GT-A	TMhelix(38-55)|KTR1(37-435)
tr|A0A1C1C8S1|A0A1C1C8S1_9EURO	TMhelix|GT-A	TMhelix(49-71)|KTR1(51-501)
tr|A0A1C1CA08|A0A1C1CA08_9EURO	TMhelix|GT-A	TMhelix(7-29)|KTR1(7-425)
tr|A0A1C1CUU2|A0A1C1CUU2_9EURO	TMhelix|GT-A	TMhelix(95-117)|KTR1(163-441)
tr|A0A1C1CVG6|A0A1C1CVG6_9EURO	TMhelix|GT-A	TMhelix(7-26)|KTR1(7-354)
tr|A0A1C3YIT9|A0A1C3YIT9_GIBZE	TMhelix|GT-A	TMhelix(54-76)|KTR1(65-503)
tr|A0A1C7NRC8|A0A1C7NRC8_9FUNG	TMhelix|GT-A	TMhelix(7-26)|KTR1(59-405)
tr|A0A1C7NRR0|A0A1C7NRR0_9FUNG	TMhelix|GT-A	TMhelix(31-53)|Glyco_transf_15(131-434)
tr|A0A1C7NSI0|A0A1C7NSI0_9FUNG	TMhelix|GT-A	TMhelix(7-29)|KTR1(91-411)
tr|A0A1D2VMK5|A0A1D2VMK5_9ASCO	TMhelix|GT-A	TMhelix(47-64)|KTR1(143-475)
tr|A0A1D2VMK8|A0A1D2VMK8_9ASCO	TMhelix|GT-A	TMhelix(13-30)|KTR1(137-451)
tr|A0A1D2VMN4|A0A1D2VMN4_9ASCO	TMhelix|GT-A	TMhelix(19-41)|KTR1(19-410)
tr|A0A1E1JW05|A0A1E1JW05_9HELO	TMhelix|GT-A	TMhelix(7-26)|KTR1(5-408)
tr|A0A1E1JZI6|A0A1E1JZI6_9HELO	TMhelix|GT-A	TMhelix(83-102)|KTR1(160-449)
tr|A0A1E1KVQ9|A0A1E1KVQ9_9HELO	TMhelix|GT-A	TMhelix(7-26)|KTR1(18-359)
tr|A0A1E3BB52|A0A1E3BB52_9EURO	TMhelix|GT-A	TMhelix(48-70)|KTR1(113-499)
tr|A0A1E3NKD3|A0A1E3NKD3_9ASCO	TMhelix|GT-A	TMhelix(7-27)|KTR1(92-464)
tr|A0A1E3NR35|A0A1E3NR35_9ASCO	TMhelix|GT-A	TMhelix(45-64)|KTR1(36-592)
tr|A0A1E3NZ10|A0A1E3NZ10_WICAO	TMhelix|GT-A	TMhelix(7-26)|KTR1(1-395)
tr|A0A1E3NZE9|A0A1E3NZE9_WICAO	TMhelix|GT-A	TMhelix(7-29)|KTR1(4-388)
tr|A0A1E3P0K7|A0A1E3P0K7_WICAO	TMhelix|GT-A	TMhelix(20-42)|KTR1(79-398)
tr|A0A1E3PGY9|A0A1E3PGY9_9ASCO	TMhelix|GT-A	TMhelix(7-29)|KTR1(4-397)
tr|A0A1E3PLV8|A0A1E3PLV8_9ASCO	TMhelix|GT-A	TMhelix(66-88)|KTR1(68-436)
tr|A0A1E3PQV0|A0A1E3PQV0_9ASCO	TMhelix|GT-A	TMhelix(65-87)|KTR1(222-547)
tr|A0A1E3QA93|A0A1E3QA93_LIPST	TMhelix|GT-A	TMhelix(13-35)|KTR1(87-397)
tr|A0A1E3QFP3|A0A1E3QFP3_LIPST	TMhelix|GT-A	TMhelix(51-73)|KTR1(99-490)
tr|A0A1E3QL64|A0A1E3QL64_9ASCO	TMhelix|GT-A	TMhelix(7-24)|KTR1(32-377)
tr|A0A1E3QL77|A0A1E3QL77_9ASCO	TMhelix|GT-A	TMhelix(7-26)|KTR1(79-399)
tr|A0A1E4RIJ5|A0A1E4RIJ5_9ASCO	TMhelix|GT-A	TMhelix(81-100)|KTR1(152-568)
tr|A0A1E4RNP9|A0A1E4RNP9_9ASCO	TMhelix|GT-A	TMhelix(13-35)|Glyco_transf_15(53-418)
tr|A0A1E4RQ28|A0A1E4RQ28_9ASCO	TMhelix|GT-A	TMhelix(12-31)|Glyco_transf_15(90-416)
tr|A0A1E4RYL6|A0A1E4RYL6_CYBJA	TMhelix|GT-A	TMhelix(20-39)|Glyco_transf_15(67-438)
tr|A0A1E4S366|A0A1E4S366_CYBJA	TMhelix|GT-A	TMhelix(7-26)|KTR1(82-417)
tr|A0A1E4S3D6|A0A1E4S3D6_CYBJA	TMhelix|GT-A	TMhelix(13-35)|KTR1(70-404)
tr|A0A1E4SK00|A0A1E4SK00_9ASCO	TMhelix|GT-A	TMhelix(7-29)|KTR1(5-416)
tr|A0A1E4SLJ5|A0A1E4SLJ5_9ASCO	TMhelix|GT-A	TMhelix(7-29)|Glyco_transf_15(91-417)
tr|A0A1E4SPT3|A0A1E4SPT3_9ASCO	TMhelix|GT-A	TMhelix(7-26)|KTR1(68-388)
tr|A0A1E4SQ30|A0A1E4SQ30_9ASCO	TMhelix|GT-A	TMhelix(7-26)|KTR1(83-404)
tr|A0A1E4SWA6|A0A1E4SWA6_9ASCO	TMhelix|GT-A	TMhelix(7-29)|KTR1(89-459)
tr|A0A1E4T1K9|A0A1E4T1K9_9ASCO	TMhelix|GT-A	TMhelix(7-26)|KTR1(98-420)
